query,query_type,pipeline,embedder,reranker,repeat,latency_ms,prompt_tokens,completion_tokens,total_tokens,cited_ids,source_ids,n_sources,iter_count,verdict,intent,routed_to,route_reason,answer,judge_gpt5_faithful,judge_gpt5_reason,judge_gpt41_faithful,judge_gpt41_reason,judge_gemini_faithful,judge_gemini_reason,judge_unanimous
"What end-to-end requirement flow links the security constraint to the final auto-function behavior, and how do the flight-control and data-link provisions propagate that constraint across subsystems?",3+-hop,vanilla,local,none,2,10763,477,607,1084,SEC-012;SEC-014;FMS-031;AUTO-025;ENG-022,SEC-012;SEC-014;FMS-031;AUTO-025;ENG-022,5,0,,,,,"The retrieved requirements support this end-to-end flow:

1. **Security role constraint at system level**
   - The system enforces separation between security administration and operational roles: an administrator cannot dispatch operational flight-control commands, and an operator cannot self-promote to administrator [SEC-012].

2. **Propagation across the data-link boundary**
   - The system applies defence-in-depth between the internet-facing CDL for BLOS and the internal avionics buses, using a **dedicated security-partition guard** [SEC-014].
   - That guard enforces:
     - **allowed command types**
     - **per RBAC**
     - **and flight phase** [SEC-014].
   - This is the mechanism that carries the security constraint from external/data-link ingress into the avionics domain: even if a command arrives via CDL, only command types permitted by role and flight phase are allowed through [SEC-014].

3. **Propagation into auto-function command paths**
   - The Autopilot computes guidance commands to the FCC inner loop as **roll, pitch, and throttle targets**, bounded by the **Flight_Control_Limits** table [AUTO-025].
   - The FCC then coordinates with the Autopilot for **autothrottle**; when autothrottle is engaged, **Autopilot-commanded thrust supersedes GCS-operator throttle** [ENG-022].

4. **Resulting end behavior**
   - Because security policy restricts which operational flight-control commands may traverse from the CDL into internal avionics buses [SEC-014], and because administrators are explicitly barred from dispatching operational flight-control commands [SEC-012], the downstream auto-function behavior can only be driven by command paths that survive that guard and RBAC check [SEC-012] [SEC-014].
   - Once such commands are admitted, the automatic control chain proceeds as:
     - permitted external/system command context passes the guard [SEC-014],
     - the Autopilot generates bounded roll/pitch/throttle targets for the FCC [AUTO-025],
     - and for thrust specifically, autothrottle authority transfers to the Autopilot over GCS-operator throttle when engaged [ENG-022].

So, in compact form, the requirement flow is:

**Role-separation policy** → **CDL/internal-bus guard enforcing RBAC + flight-phase command admissibility** → **Autopilot guidance target generation to FCC within control limits** → **FCC/autothrottle execution with Autopilot thrust overriding operator throttle when engaged** [SEC-012] [SEC-014] [AUTO-025] [ENG-022].

What the retrieved set does **not** explicitly provide is a direct traced requirement naming a specific “final auto-function” beyond Autopilot guidance and autothrottle supersession. So the propagation to those behaviors is supported, but no fuller closed-loop end-to-end trace beyond these requirements is present in the supplied context [AUTO-025] [ENG-022].",True,All factual claims are supported by the cited requirements or are light inferences combining them.,True,Every claim in the answer is directly grounded in and traceable to the retrieved contexts without adding unsupported details.,,skipped,True
"Which flight-control requirement ultimately drives the GPS timing/power dependency through the referenced power allocation chain, and how does that dependency propagate across the involved subsystems?",3+-hop,agentic,local,none,2,21964,4123,760,4883,FCC-034;GPS-028;GPS-030;GPS-031;EPS-008;EPS-021;EPS-022;EPS-012,GPS-031;GPS-024;GPS-028;GPS-017;GPS-030;FCC-034;FCC-037;FCC-038;FCC-040;FCC-049;EPS-021;EPS-022;EPS-012;EPS-008;EPS-001,15,0,sufficient,semantic,,,"From the provided context, the flight-control requirement in the chain is **[FCC-034]**: the FCC must provide a UTC-aligned time-reference service with **accuracy ≤ 1 ms when GPS time is valid**, and free-wheel at **≤ 100 ppm** when GPS time is unavailable [FCC-034].

The dependency propagates as follows:

1. **GPS provides timing to FCC/INS**  
   The GNSS receiver must route a **1PPS hardware discrete to the INS and FCC** on Skyrunner-T1 and Nimbus-C3 [GPS-028].  
   It also publishes UTC time in `GPS_PVT_MSG` with **1 ns resolution** [GPS-030], and indicates time validity via `valid_flags.TIME_VALID`, meaning **UTC time sync ≤ 50 ns** [GPS-031].

2. **FCC timing service depends on valid GPS time**  
   Because FCC UTC accuracy ≤ 1 ms is only required **when GPS time is valid** [FCC-034], the FCC timing function is directly dependent on GNSS timing availability/validity from the GPS subsystem [GPS-028][GPS-031].

3. **That timing path depends on electrical power availability**  
   The retrieved EPS requirements define how power is maintained:
   - source arbitration at **10 Hz** with priority **generator > APU > battery** [EPS-008][EPS-021]
   - contactor transfer/check timing [EPS-022]
   - DC-TIE opening within **50 ms** under generator fault and battery SoC < 60% to preserve essential loads [EPS-012]

4. **Therefore the power-allocation chain supports the FCC timing function**  
   If GNSS power is lost or interrupted by EPS source switching / bus isolation, GPS-valid time may be lost; then FCC falls back to free-wheel instead of GPS-aligned UTC service [FCC-034]. So the dependency is:
   **EPS source selection / bus switching → GPS powered and operational → GPS valid time / 1PPS available → FCC UTC time-reference service meets ≤ 1 ms** [EPS-008][EPS-012][EPS-021][EPS-022][GPS-028][GPS-031][FCC-034].

What I cannot establish from the retrieved context is a more specific **“power allocation chain” reference mapping GPS or FCC onto a particular essential/emergency bus load list**, because no load-allocation or bus-assignment requirement is included here. So the ultimate driver identifiable from this context is **FCC-034**, but the exact bus-level allocation path is not present in the retrieved requirements [FCC-034].",False,"The answer adds unsupported claims about a power-allocation chain, GNSS power loss from EPS switching, and identifies FCC-034 as a flight-control driver without context showing that chain or bus/load ",True,"All claims regarding FCC-034, GPS-028, GPS-030, GPS-031, EPS-008, EPS-012, EPS-021, and EPS-022 are directly supported in the retrieved requirements.",,skipped,False
Which flight-control requirement provides the engine-out detection and automatic rudder-trim behavior referenced by the autopilot single-engine-out altitude-hold test?,1-hop,vanilla,local,none,0,6689,476,172,648,ALX2-FCC-003;AUTO-037;AUTO-012;ALX2-AUTO-003;ENG-044,ALX2-FCC-003;AUTO-037;AUTO-012;ALX2-AUTO-003;ENG-044,5,0,,,,,"The referenced flight-control requirement is [ALX2-FCC-003].

It provides the engine-out behavior that [ALX2-AUTO-003] says the Autopilot must coordinate with:

- detect single-engine-out within 500 ms of N1 falling below 40 % on either engine [ALX2-FCC-003]
- command automatic rudder trim within 1 s to counter asymmetric thrust [ALX2-FCC-003]
- notify the operator per ##HMI.HMI-020 [ALX2-FCC-003]

The linkage is explicit: the autopilot single-engine-out altitude test requires procedures “coordinated with ##ALX2-FCC-003” while maintaining altitude ±100 ft with the surviving engine at up to 95 % power [ALX2-AUTO-003].",True,All claims are directly supported by ALX2-FCC-003 and ALX2-AUTO-003 in the provided contexts.,True,"All claims about ALX2-FCC-003's detection and rudder trim are directly supported by the context, and the linkage to the autopilot single-engine-out test is explicitly stated in ALX2-AUTO-003.",,skipped,True
"What flight data recorder requirement ultimately depends on inertial sensor provisions through navigation and GPS traceability, and how does that dependency chain affect recorded positioning data?",3+-hop,graphrag,local,none,1,13105,1504,559,2063,GPS-003;INS-002;FDR-002;FMS-004;INS-023;INS-028;INS-013;INS-004;ADS-001;ADS-003;EMS-005;GCS-018;GPS-001;GPS-005;INS-014,GPS-003;INS-002;FDR-002;FMS-004;INS-023;INS-028;INS-013;INS-004;ADS-001;ADS-003;EMS-005;GCS-018;GPS-001;GPS-005;INS-014,15,0,,,,,"From the provided context, the only explicit flight-data-recorder item is the FDR scope statement, which says the aircraft-side recorder covers “data selection, storage, crash-survivability, post-flight retrieval, and synchronisation with GCS recording” [FDR-002]. There is no retrieved FDR requirement that explicitly states a positioning-data performance or integrity requirement, so I cannot identify a specific FDR requirement beyond that scope from the supplied context [FDR-002].

What can be established from the traceability shown is this dependency chain affecting recorded positioning data:

- The recorder captures aircraft data selected for recording within the aircraft-side FDR function [FDR-002].
- INS output is part of the INS LRU scope: “state output publication,” with navigation derived from inertial sensing plus GPS aiding and baro-altitude aiding [INS-002].
- GPS aiding is explicitly part of INS integration [INS-002], and loss of GPS for > 60 s forces INS to DEGRADED mode while still publishing inertial-only navigation [INS-013].
- In DEGRADED, barometric altitude aiding from the ADS is used to stabilise the vertical channel [INS-014], and horizontal drift is bounded by configuration-specific inertial performance limits [INS-023].
- GPS spoofing detections cause the INS to reject the offending GPS update without transitioning to DEGRADED [INS-028].
- The inertial sensor provisions and classification basis are governed by the INS references, including IEEE inertial sensor test standards and STANAG 4572 [INS-004], while GPS equipment is governed by GPS references such as DO-253D, DO-229F, and IS-GPS-200N [GPS-003].

So, for recorded positioning data, the effect is:

- When GPS aiding is valid, the recorded position would reflect INS state outputs produced by INS/GPS integration [INS-002].
- If GPS is lost for > 60 s, the recorded position would continue from inertial-only navigation in DEGRADED mode, with increasing horizontal uncertainty bounded by the stated drift rates and vertical performance supported by ADS barometric aiding [INS-013] [INS-014] [INS-023].
- If GPS is spoofed, the INS rejects the bad GPS update, so recorded position should continue from the protected INS solution rather than corrupted GPS input [INS-028].

In short: the retrieved context supports a chain from inertial sensor provisions and GPS aiding into INS state output publication, and that INS output is the likely source of any recorded positioning data, but the specific FDR requirement that “ultimately depends” on that chain is not present in the retrieved material [FDR-002] [INS-002].",False,"The answer adds unsupported claims that the FDR records INS state outputs and that recorded position is likely sourced from INS, which the contexts do not state.",True,"All claims regarding system dependencies, INS behavior, aiding modes, and FDR scope are directly supported by the retrieved contexts.",,skipped,False
"During the fault-injection mode-transition test, when battery-only operation is entered after generator and APU failures, which loads must remain powered and which bus ties must change state?",2-hop,adaptive,local,none,0,19808,3823,508,4331,EPS-024;EPS-006;EPS-015,EPS-024;EPS-004;EPS-006;EPS-005;EPS-015,5,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=False, numeric=True)","In the fault-injection test, entry into **BATT_ONLY** is governed by the BATT_ONLY transition requirement verified by that test [EPS-024][EPS-006].

On transition to **BATT_ONLY**:
- **Loads remaining powered:** only **P1+P2 loads** shall remain powered [EPS-006].
- **Bus ties/contactor changes:**
  - **All non-essential bus ties shall open** [EPS-006].
  - The **battery-to-emergency-bus tie shall close** [EPS-006].

Also, if the system later returns from **BATT_ONLY** to **APU_BACKUP** or **NORMAL**, shed **P3–P6** loads are **not** to reconnect automatically; they require **explicit operator command** [EPS-015].",False,The final sentence adds return-from-BATT_ONLY reconnection behavior not asked for and not part of the described entry conditions.,True,"All claims regarding loads, bus ties, and reconnection logic are directly supported by EPS-006 and EPS-015 in the retrieved contexts.",,skipped,False
"Which interface power requirement defines the 50 ms ride-through capability, and which general requirement establishes the DO-160G Category Z interruption profile?",1-hop,agentic,local,none,1,21345,4596,673,5269,INS-035;INS-046;COMM-025;CDL-025;TCS-020;PWR-018,FCC-055;INS-046;PLD-028;COMM-025;PWR-018;INS-035;TCS-020;CDL-025;COMM-016;FCC-055,10,3,continue,semantic,,,"The interface power requirement that defines the 50 ms ride-through capability is subsystem-specific in the retrieved set:

- INS interface: nominal 28 V DC per MIL-STD-704F and support for the 50 ms power-interruption ride-through per INS-035 [INS-046].
- COMM interface: nominal 28 V DC per MIL-STD-704F with transient 50 ms ride-through per DO-160G §16 Category Z [COMM-025].

The general requirement that establishes the DO-160G Category Z interruption profile is also subsystem-specific in the retrieved set:

- INS general requirement: operate under DO-160G §16 Category Z power input profile including 50 ms primary-power interruption [INS-035].
- CDL general requirement: sustain the 50 ms primary-power interruption profile per DO-160G §16 Category Z [CDL-025].
- TCS general requirement: recover from a 50 ms power interruption per DO-160G §16 Category Z without loss of setpoint tracking for > 5 s [TCS-020].

Related power-system requirement:
- PWR establishes the hold-up energy basis at the essential bus: ≥ 50 J continuously available for the MIL-STD-704F Category Z 50 ms interruption, supporting FCC, INS, NAV, CDL, and GPS [PWR-018].

If you want a single interface/general pair from the retrieved context, the clearest matched pair is:
- Interface: INS-046 [INS-046]
- General profile: INS-035 [INS-035]",False,"The answer adds unsupported framing and claims a single matched pair, while the contexts do not identify one unique interface/general requirement pair.",True,"All referenced requirement IDs and claims are supported directly by the retrieved contexts, with subsystem-specific association as described.",,skipped,False
"Which flight-control communication requirement ultimately traces from the cockpit display link, through the controller and automation references, to the final automation behavior requirement?",3+-hop,agentic-graph,local,none,0,23731,8604,677,9281,DLNK-009;FCC-038;AUTO-025;FCC-032;AUTO-022;CDL-006,FCC-001;FCC-C5;FCC-038;FCC-032;FCC-002;ADS-023;ADS-001;ADS-002;ADS-014;STR7-ADS-001;HMI-003;AUTO-025;DLNK-009;AUTO-022;FDR-016;AUTO-002;BIT-023;AUTO-031;CDL-036;CDL-006,20,3,continue,semantic,,,"The retrieved set supports this end-to-end trace:

- **Cockpit/display link side:** control messages **(J12.x)** from the data link are routed to the **Autopilot** by the DLNK terminal [DLNK-009].
- **Automation/controller interface:** the **Autopilot** computes guidance commands to the **FCC** inner loop, expressed as **roll, pitch, and throttle targets**, bounded by **FCC-038** [AUTO-025][FCC-038].
- **FCC reference constraint:** the **FCC** accepts guidance targets only from the **Autopilot** in **CRUISE, CLIMB, or DESCENT**, and from the **FMS approach procedure** in **APPROACH** [FCC-032].
- **Final automation behavior:** on loss of CDL beyond the lost-link timeout, the **Autopilot shall autonomously engage RTB mode within 1 s**, commanding climb to safe altitude and track to the rally point [AUTO-022]. This is triggered by the CDL lost-mode timer expiry [CDL-006].

So the flight-control communication path that ultimately traces to the final automation behavior is:

**DLNK control-message routing to Autopilot → Autopilot guidance output to FCC → FCC source restriction on guidance targets → Autopilot RTB behavior on lost link** [DLNK-009][AUTO-025][FCC-032][AUTO-022][CDL-006].

If you want a single “ultimate requirement,” the final behavior requirement in that chain is **AUTO-022** [AUTO-022].",False,It adds an unsupported 'cockpit/display link' characterization and an end-to-end trace chain not stated in the retrieved requirements.,True,All claims and references in the answer are directly supported by the retrieved contexts.,,skipped,False
"Which built-in test verifies the power requirement tied to the cited security control, and what ground-control interface constraint is ultimately referenced through that chain?",3+-hop,agentic-graph,local,none,2,80920,7193,681,7874,PWR-027;SEC-015;EPS-024;GCS-032;CDL-028;GCS-022;SEC-008,BIT-C4;FCC-055;PWR-027;EPS-024;BIT-001;SEC-003;SEC-008;SEC-009;SEC-017;SEC-010;GCS-022;GCS-032;GCS-C5;GCS-001;GCS-002,15,3,continue,semantic,,,"The retrieved chain is:

- The cited security control is [PWR-027], which requires BPCU commands from the BIT function for non-destructive fault-injection test, authenticated via [SEC-015].  
- However, [SEC-015] is not present in the retrieved context, so the full security-control chain cannot be completed from the provided requirements.

From the available requirements, the built-in test activity tied to the power function is:

- Fault-injection test of power mode-transition logic on the power rig in [EPS-024].

For the “ground-control interface constraint ultimately referenced through that chain”:

- The only explicit GCS interface constraint in the retrieved set is [GCS-032], requiring a STANAG 4586 Level III or Level IV service interface per `##CDL.CDL-028`.  
- But there is no retrieved requirement linking [PWR-027] or [EPS-024] through [SEC-015] to [GCS-032], so I cannot claim that chain exists from the provided context.

What can be said directly from the retrieved data is:

- Ground-maintenance command dispatch is provided by the GCS and must be authenticated and restricted to ground-crew role [GCS-022].
- Command validation must reject commands with invalid range, rate, sequence, or authentication [SEC-008].

So: the BIT-related verification visible here is the power fault-injection test [EPS-024], but the specific security-reference chain and its ultimate ground-control interface constraint are not fully answerable from the retrieved context because [SEC-015] and the intermediate linked requirements are missing.",False,The answer invents and misidentifies the cited security control as PWR-027 and adds a chain to GCS constraints not supported by the retrieved contexts.,True,"All claims in the answer accurately reflect only what is supported in the retrieved contexts, noting the absence of SEC-015 and explicit chains.",,skipped,False
"What top-level built-in test objective ultimately traces through the software requirement and logic design into the command/data link implementation, and what downstream design obligation does it impose?",3+-hop,vanilla,local,none,2,6877,723,267,990,BIT-001;CDL-001;DLNK-002;FCC-C5;CDL-036,BIT-001;CDL-001;DLNK-002;FCC-C5;CDL-036,5,0,,,,,"The retrieved context does not contain a trace chain from a BIT top-level objective into CDL implementation.

What it does show is:

- The BIT document is the source for Built-In Test and Health Management requirements, and BIT software is developed at DO-178C DAL-B, with DAL-A portions on Stratos-7 and AeroLynx-X2 where BIT feeds DAL-A safety functions [BIT-001].
- The CDL document defines the common command/data link requirements and assurance basis: software at DO-178C DAL-B, RF hardware at DO-254 Level B, with cyber-security assurance per DO-326A/DO-356A at DAL-B [CDL-001].
- A specific CDL downstream design obligation exists for link-budget handling: if operating margin drops below the table’s “Fail” column, the CDL shall transition to LOST mode [CDL-036].

So, based only on the retrieved requirements, I cannot identify the specific “top-level built-in test objective” that traces into the command/data link implementation. That requirement is not present in the provided context.

The downstream design obligation that is explicitly present for the link implementation is:
- enforce the Link_Budget design points, and
- transition to LOST mode whenever margin is below the “Fail” threshold [CDL-036].",False,"The answer adds an unsupported 'downstream design obligation' as if it were the one imposed by the missing BIT trace chain, which the contexts do not establish.",True,All factual claims in the answer are supported or directly restated from the retrieved contexts.,,skipped,False
"How do the data link crypto module and key-retention requirements support authenticated autonomous autopilot mode engagements, particularly for exceptions like DAA Resolution and RTB?",2-hop,graphrag,local,none,0,10292,1547,403,1950,AUTO-006;AUTO-038;AUTO-020;AUTO-021;AUTO-035;NBC3-AUTO-002;AUTO-005;AUTO-022;APM-009;AUTO-007;AUTO-008;AUTO-027;AUTO-039;CDL-006;CDL-030,AUTO-006;AUTO-038;AUTO-020;AUTO-021;AUTO-035;NBC3-AUTO-002;AUTO-005;AUTO-022;APM-009;AUTO-007;AUTO-008;AUTO-027;AUTO-039;CDL-006;CDL-030,15,0,,,,,"From the retrieved context, only the Autopilot-side authentication rule is explicit:

- The Autopilot requires **explicit operator engagement** for any mode **other than DAA RESOLUTION and RTB**, and those engagement requests must be **authenticated per SEC-010** [AUTO-006].
- **DAA RESOLUTION** is an exception because it may be **engaged autonomously** on receipt of a **validated DAA resolution advisory** from RADAR, within **200 ms** [AUTO-020].
- **RTB** is an exception because it may be **engaged autonomously** on **loss of CDL** beyond the lost-link timeout, within **1 s** [AUTO-022], with CDL initiating that path on lost-link timer expiry [CDL-006].

How this relates to crypto/key retention, based on retrieved requirements:
- The only retrieved security linkage is that operator-commanded engagements must be authenticated via **SEC-010** [AUTO-006].
- The retrieved context does **not** include the actual **data link crypto module requirements**, **key-retention requirements**, or the text of **SEC-010**.
- Therefore I can only say: those crypto/key-retention requirements would support authenticated mode engagements by enabling the authentication mechanism referenced in [AUTO-006], but the retrieved material does **not** specify how they do so.

Interaction summary:
- **Operator-commanded mode engagements** depend on authenticated command paths [AUTO-006], likely carried over the CDL command path to the Autopilot [CDL-030].
- **DAA RESOLUTION** and **RTB** do **not** require operator engagement at activation time; they are autonomous exceptions triggered by validated radar advisory [AUTO-020] or lost-link timeout [AUTO-022], [CDL-006].

If you want, I can answer this precisely once you provide the retrieved **SEC**, **crypto module**, and **key-retention** requirement IDs/text.",False,"It adds unsupported claims about crypto/key-retention support and implies CDL-030 is an authenticated command path, which the contexts do not state.",True,Every claim in the answer is grounded in the retrieved contexts and explicitly notes the absence of crypto/key-retention and SEC-010 requirement texts.,,skipped,False
"How does navigation fusion respond to inertial/GPS spoof indications, and which INS spoof-detection criteria drive rejection of suspect GPS updates?",1-hop,agentic-graph,local,none,0,43526,5069,550,5619,NAV-028;INS-028,NAV-028;NAV-016;NAV-017;NAV-007;NAV-022;ICE-012;ICE-001;ICE-016;ICE-002;ICE-011,10,3,continue,semantic,,,"NAV Fusion rejects security-relevant inputs by deweighting the affected measurement in the Kalman filter and notifying the security monitor. Specifically, it shall reject a GPS spoof indicator from GPS and an INS spoof indicator from INS in this way [NAV-028].

For the INS side, the retrieved requirement only says the spoof indicator is provided “per ##INS.INS-028” [NAV-028]. The actual INS spoof-detection criteria that generate that indicator are not present in the provided context, so I cannot state which criteria drive rejection of suspect GPS updates from the retrieved requirements.

What can be concluded from the provided set:
- If the INS provides its spoof indicator, NAV Fusion shall deweight the corresponding measurement and notify the security monitor [NAV-028].
- The specific detection logic/thresholds inside INS that assert that indicator are not available here; ##INS.INS-028 would be needed [NAV-028].",True,The answer accurately reflects NAV-028 and explicitly notes that the INS spoof-detection criteria are absent from the provided contexts.,True,"All claims in the answer are supported or correctly acknowledge missing details per the retrieved contexts, primarily NAV-028.",,skipped,True
"Which autonomy requirement is ultimately supported by the security control referenced by the communications verification requirement, and what communications item provides the verification evidence?",3+-hop,agentic-graph,local,none,1,28380,7280,778,8058,SEC-019;SEC-003;SEC-008;CDL-013;PLD-029;FCC-031;SHA-256,SEC-035;SEC-019;COMM-001;FCC-052;PLD-035;CDL-013;SEC-003;SEC-008;FCC-013;FCC-014;FCC-015,11,3,continue,semantic,,,"The communications verification requirement is [SEC-019]. It verifies command-authentication end-to-end for [SEC-003], [SEC-008], and [CDL-013] via fault injection [SEC-019].

The autonomy-related requirement ultimately supported by that security control is [PLD-029] only indirectly through [SEC-008], because [SEC-008] states the system shall enforce command validation per [FCC-031] and [CDL-013], rejecting commands with invalid range, rate, sequence, or authentication, and it explicitly satisfies [PLD-029] [SEC-008].  
So the supported autonomy requirement in the retrieved set is:

- [PLD-029], via the chain [SEC-019] -> [CDL-013] / [SEC-008] -> [PLD-029].

The communications item that provides the verification evidence is:

- [CDL-013], the CDL forward-link command-frame authentication requirement using HMAC-SHA-256, per-frame sequence number, and rejection of failed HMAC, reused sequence number, or transmit timestamp more than 500 ms stale [CDL-013].

If you want the explicit verification artifact named in the retrieved set, that is still [SEC-019], which verifies [CDL-013] and [SEC-008] by fault-injection with malformed HMAC, replayed sequence numbers, stale timestamps, and wrong-key messages, demonstrating 100 % rejection across 1 000 injections [SEC-019].",False,"The answer adds unsupported claims about PLD-029 being the autonomy requirement and about an explicit verification artifact, which are not established by the retrieved contexts.",True,"[SEC-019] verifies command-authentication requirements including [CDL-013] and [SEC-008], and [SEC-008] explicitly satisfies [PLD-029]; the verification is performed via the communications item [CDL-0",,skipped,False
