query,query_type,pipeline,embedder,reranker,repeat,latency_ms,prompt_tokens,completion_tokens,total_tokens,cited_ids,source_ids,n_sources,iter_count,verdict,intent,routed_to,route_reason,citation_precision,citation_recall,citation_f1,retrieval_recall,context_precision,n_cited,n_gold,hop_count,stratum,is_cross_module
"During an MBIT firmware update, how should invalid or expired signature detection drive FMS mode transition and allowable navigation capability?",2-hop,agentic,local,none,2,23852,6957,581,7538,NAV-007;NAV-008;NAV-032,ICE-012;ICE-020;ICE-001;ICE-017;ICE-002;NAV-C5;NAV-035;NAV-008;NAV-007;NAV-012;NAV-017;NAV-031;NAV-002;NAV-025;NAV-032;NAV-028,16,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,3,3,2,2-hop,True
"During an MBIT firmware update, how should invalid or expired signature detection drive FMS mode transition and allowable navigation capability?",2-hop,graphrag,local,none,2,11361,1616,516,2132,BIT-033;FMS-010;HMI-033;FMS-006;FMS-033,FMS-010;BIT-033;FMS-006;INS-040;FMS-009;INS-013;NAV-008;FMS-029;AUTO-040;EMS-005;FMS-033;FMS-042;FMS-044;HMI-032;HMI-033,15,0,,,,,0.4,0.6667,0.5,0.6667,0.1333,5,3,2,2-hop,True
"During an MBIT firmware update, how should invalid or expired signature detection drive FMS mode transition and allowable navigation capability?",2-hop,agentic-graph,local,none,2,22745,5364,604,5968,NAV-007;NAV-035;NAV-008;NAV-012,ICE-012;ICE-020;ICE-001;ICE-017;ICE-002;NAV-C5;NAV-035;NAV-008;NAV-007;NAV-012,10,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,4,3,2,2-hop,True
"During an MBIT firmware update, how should invalid or expired signature detection drive FMS mode transition and allowable navigation capability?",2-hop,adaptive,local,none,2,7518,715,302,1017,BIT-033;FMS-010;HMI-033;FMS-006,FMS-010;BIT-033;FMS-006;INS-040;FMS-009,5,0,,,vanilla,R5: numeric_hint + single_module (FMS) → top-K,0.5,0.6667,0.5714,0.6667,0.4,4,3,2,2-hop,True
"Can payload sensor health and pointing data reach the GCS with mode-change telemetry within 200 ms, given return-link aggregation and payload status publication rates?",2-hop,vanilla,local,none,2,7749,497,421,918,EMS-010;PLD-020;CDL-027,EMS-010;PLD-020;PWR-015;CDL-027;GCS-012,5,0,,,,,0.6667,0.6667,0.6667,0.6667,0.4,3,3,2,2-hop,True
"Can payload sensor health and pointing data reach the GCS with mode-change telemetry within 200 ms, given return-link aggregation and payload status publication rates?",2-hop,agentic,local,none,2,29087,6730,927,7657,EPS-016;EPS-020;FCC-051;FCC-009,ADS-020;ADS-022;ADS-021;ADS-015;ADS-023;EPS-016;EPS-020;EPS-022;EPS-021;EPS-003;FCC-040;FCC-050;FCC-009;FCC-051;NBC3-FCC-001,15,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,4,3,2,2-hop,True
"Can payload sensor health and pointing data reach the GCS with mode-change telemetry within 200 ms, given return-link aggregation and payload status publication rates?",2-hop,graphrag,local,none,2,10338,1228,455,1683,PLD-020;CDL-031;EMS-010;FCC-009,EMS-010;PLD-020;PWR-015;CDL-027;GCS-012;GCS-013;GCS-018;CDL-019;CDL-031;ENG-020;FCC-009;FDR-002;FDR-028;FDR-040;GCS-015,15,0,,,,,0.75,1.0,0.8571,1.0,0.2,4,3,2,2-hop,True
"Can payload sensor health and pointing data reach the GCS with mode-change telemetry within 200 ms, given return-link aggregation and payload status publication rates?",2-hop,agentic-graph,local,none,2,27104,7040,736,7776,ICE-016;FCC-051;ADS-020;ADS-021,ADS-021;ADS-023;ADS-020;ADS-022;ADS-014;FCC-050;FCC-051;FCC-040;FCC-009;NBC3-FCC-001;ICE-016;ICE-019;ICE-020;ICE-012;ICE-017,15,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,4,3,2,2-hop,True
"Can payload sensor health and pointing data reach the GCS with mode-change telemetry within 200 ms, given return-link aggregation and payload status publication rates?",2-hop,adaptive,local,none,2,8989,497,398,895,EMS-010;PLD-020;CDL-027,EMS-010;PLD-020;PWR-015;CDL-027;GCS-012,5,0,,,vanilla,R5: numeric_hint + single_module (GCS) → top-K,0.6667,0.6667,0.6667,0.6667,0.4,3,3,2,2-hop,True
"When the PMC is qualified to the specified DO-160G environment and EMC limits, what GNSS frequencies and constellations must remain operable without interference via DLNK coexistence?",2-hop,vanilla,local,none,2,6395,577,217,794,PLD-027;DLNK-017;GPS-009,DLNK-017;PLD-027;DLNK-016;COMM-018;PLD-015,5,0,,,,,1.0,1.0,1.0,0.6667,0.4,3,3,2,2-hop,True
"When the PMC is qualified to the specified DO-160G environment and EMC limits, what GNSS frequencies and constellations must remain operable without interference via DLNK coexistence?",2-hop,agentic,local,none,2,18771,3748,496,4244,PLD-027;DLNK-017;COMM-029,DLNK-017;PLD-027;INS-036;COMM-029;DLNK-016,5,3,continue,semantic,,,0.6667,0.6667,0.6667,0.6667,0.4,3,3,2,2-hop,True
"When the PMC is qualified to the specified DO-160G environment and EMC limits, what GNSS frequencies and constellations must remain operable without interference via DLNK coexistence?",2-hop,graphrag,local,none,2,8501,1385,361,1746,PLD-027;DLNK-017;GPS-009,DLNK-017;PLD-027;DLNK-016;COMM-018;PLD-015;COMM-029;GPS-009;INS-036;CDL-024;DLNK-009;INS-021;INS-022;PLD-037;RADAR-009;SKT1-GPS-001,15,0,,,,,1.0,1.0,1.0,1.0,0.2,3,3,2,2-hop,True
"When the PMC is qualified to the specified DO-160G environment and EMC limits, what GNSS frequencies and constellations must remain operable without interference via DLNK coexistence?",2-hop,agentic-graph,local,none,2,18515,4347,499,4846,PLD-027;DLNK-017;GPS-009,DLNK-017;PLD-027;INS-036;COMM-029;DLNK-016,5,3,continue,semantic,,,1.0,1.0,1.0,0.6667,0.4,3,3,2,2-hop,True
"When the PMC is qualified to the specified DO-160G environment and EMC limits, what GNSS frequencies and constellations must remain operable without interference via DLNK coexistence?",2-hop,adaptive,local,none,2,6965,577,210,787,PLD-027;DLNK-017;GPS-009,DLNK-017;PLD-027;DLNK-016;COMM-018;PLD-015,5,0,,,vanilla,R5: numeric_hint + single_module (DLNK) → top-K,1.0,1.0,1.0,0.6667,0.4,3,3,2,2-hop,True
"How is a suspected GPS spoofing event detected in the inertial filter, handled in navigation fusion, and propagated to security monitoring and logging?",2-hop,vanilla,local,none,2,7555,524,399,923,INS-028;INS-029;NAV-028;SEC-025;INS-052,INS-028;NAV-028;INS-029;INS-052;SEC-025,5,0,,,,,0.6,1.0,0.75,1.0,0.6,5,3,2,2-hop,True
"How is a suspected GPS spoofing event detected in the inertial filter, handled in navigation fusion, and propagated to security monitoring and logging?",2-hop,agentic,local,none,2,36072,6138,1544,7682,GPS-022;SEC-028;NAV-028;INS-028;NAV-011;ICE-017;GPS-031;GPS-021,NAV-028;NAV-016;NAV-017;NAV-011;NAV-C5;ICE-017;ICE-012;ICE-002;ICE-020;ICE-C4;GPS-C4;GPS-002;GPS-031;GPS-034;GPS-021,15,3,continue,semantic,,,0.25,0.6667,0.3636,0.3333,0.0667,8,3,2,2-hop,True
"How is a suspected GPS spoofing event detected in the inertial filter, handled in navigation fusion, and propagated to security monitoring and logging?",2-hop,graphrag,local,none,2,10498,1425,444,1869,INS-028;INS-029;NAV-028;SEC-025;SEC-028;INS-052,INS-028;NAV-028;INS-029;INS-052;SEC-025;NAV-022;NAV-017;INS-002;ADS-001;ADS-003;GPS-001;GPS-005;GPS-022;NAV-001;SEC-028,15,0,,,,,0.5,1.0,0.6667,1.0,0.2,6,3,2,2-hop,True
"How is a suspected GPS spoofing event detected in the inertial filter, handled in navigation fusion, and propagated to security monitoring and logging?",2-hop,agentic-graph,local,none,2,29151,6083,1005,7088,INS-028;SEC-028;INS-029;GPS-022;NAV-028;SEC-007;SEC-018,ICE-012;ICE-017;ICE-002;ICE-020;ICE-016;NAV-028;NAV-022;NAV-025;NAV-016;STR7-NAV-001;SEC-018;INS-028;INS-029;INS-052;SEC-007,15,3,continue,semantic,,,0.2857,0.6667,0.4,0.6667,0.1333,7,3,2,2-hop,True
"How is a suspected GPS spoofing event detected in the inertial filter, handled in navigation fusion, and propagated to security monitoring and logging?",2-hop,adaptive,local,none,2,29090,5966,1047,7013,GPS-022;NAV-028;NAV-011;SEC-028;GPS-031;GPS-021,NAV-028;NAV-016;NAV-017;NAV-011;NAV-C5;ADS-002;ADS-014;ADS-023;ADS-026;ADS-015;GPS-031;GPS-017;GPS-002;GPS-C4;GPS-021,15,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=1, trace_kw=False, chain_ind=True, numeric=False)",0.1667,0.3333,0.2222,0.3333,0.0667,6,3,2,2-hop,True
"During a 50 ms Category Z primary-power interruption, how does the specified essential-bus hold-up provision ensure both the INS and FCC remain continuously operational?",2-hop,vanilla,local,none,2,8392,567,324,891,PWR-018;INS-035;FCC-036;PWR-013,INS-035;PWR-018;FCC-036;CDL-025;PWR-013,5,0,,,,,0.75,1.0,0.8571,1.0,0.6,4,3,2,2-hop,True
"During a 50 ms Category Z primary-power interruption, how does the specified essential-bus hold-up provision ensure both the INS and FCC remain continuously operational?",2-hop,agentic,local,none,2,18006,2914,538,3452,EPS-009;EPS-023;PWR-018;FCC-036;NAV-026,EPS-012;EPS-009;EPS-005;EPS-014;EPS-023;NAV-026;NAV-007;NAV-008;NAV-C5;NAV-011;FCC-036;FCC-033;FCC-041;FCC-045;FCC-019,15,0,sufficient,semantic,,,0.4,0.6667,0.5,0.3333,0.0667,5,3,2,2-hop,True
"During a 50 ms Category Z primary-power interruption, how does the specified essential-bus hold-up provision ensure both the INS and FCC remain continuously operational?",2-hop,graphrag,local,none,2,9001,1287,369,1656,PWR-018;INS-035;FCC-036;PWR-013;PWR-035;FCC-055,INS-035;PWR-018;FCC-036;CDL-025;PWR-013;PWR-035;FCC-045;NAV-026;EMS-029;FCC-055;GPS-026;INS-046;PLD-028;PWR-008,14,0,,,,,0.5,1.0,0.6667,1.0,0.2143,6,3,2,2-hop,True
"During a 50 ms Category Z primary-power interruption, how does the specified essential-bus hold-up provision ensure both the INS and FCC remain continuously operational?",2-hop,agentic-graph,local,none,2,21151,3217,638,3855,EPS-009;EPS-023;PWR-018;FCC-036;NAV-026,EPS-009;EPS-012;EPS-005;EPS-023;EPS-014;NAV-026;NAV-007;NAV-008;NAV-C5;NAV-011;FCC-036;FCC-033;FCC-041;FCC-045;FCC-019,15,0,sufficient,semantic,,,0.4,0.6667,0.5,0.3333,0.0667,5,3,2,2-hop,True
"During a 50 ms Category Z primary-power interruption, how does the specified essential-bus hold-up provision ensure both the INS and FCC remain continuously operational?",2-hop,adaptive,local,none,2,10553,1287,476,1763,PWR-018;FCC-036;INS-035;PWR-013;PWR-035;FCC-055,INS-035;PWR-018;FCC-036;CDL-025;PWR-013;PWR-035;FCC-045;NAV-026;EMS-029;FCC-055;GPS-026;INS-046;PLD-028;PWR-008,14,0,,,graphrag,R3: n_modules (2) ≥ 2 + chain_indicator → always-walk graph,0.5,1.0,0.6667,1.0,0.2143,6,3,2,2-hop,True
How is end-to-end DAA resolution coupling verified from intruder-profile injection through RA arming to autopilot engagement and correct rate-limited manoeuvre execution timing?,2-hop,vanilla,local,none,2,9313,670,555,1225,RADAR-025;AUTO-020;AUTO-038;AUTO-035,AUTO-038;RADAR-025;AUTO-020;AUTO-035;NBC3-AUTO-002,5,0,,,,,0.75,1.0,0.8571,1.0,0.6,4,3,2,2-hop,True
How is end-to-end DAA resolution coupling verified from intruder-profile injection through RA arming to autopilot engagement and correct rate-limited manoeuvre execution timing?,2-hop,agentic,local,none,2,26987,5998,718,6716,ADS-002;FCC-013;FCC-038;FCC-020,ADS-023;ADS-008;ADS-026;ADS-017;ADS-002;FCC-038;FCC-004;FCC-013;SKT1-FCC-004;FCC-020;ICE-020;ICE-017;ICE-005;ICE-012;ICE-002,15,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,4,3,2,2-hop,True
How is end-to-end DAA resolution coupling verified from intruder-profile injection through RA arming to autopilot engagement and correct rate-limited manoeuvre execution timing?,2-hop,graphrag,local,none,2,10654,1480,523,2003,RADAR-025;RADAR-017;AUTO-038;AUTO-020;AUTO-035,AUTO-038;RADAR-025;AUTO-020;AUTO-035;NBC3-AUTO-002;AUTO-021;AUTO-006;RADAR-017;AUTO-022;AUTO-027;CDL-030;DLNK-009;EOIR-015;EOIR-018;FMS-008,15,0,,,,,0.6,1.0,0.75,1.0,0.2,5,3,2,2-hop,True
How is end-to-end DAA resolution coupling verified from intruder-profile injection through RA arming to autopilot engagement and correct rate-limited manoeuvre execution timing?,2-hop,agentic-graph,local,none,2,27249,7011,834,7845,FCC-013;FCC-038;FCC-049;FCC-050,ADS-023;ADS-026;ADS-008;ADS-017;ADS-002;FCC-038;FCC-004;FCC-013;FCC-049;FCC-050;ICE-020;ICE-002;ICE-012;ICE-009;ICE-003,15,3,continue,semantic,,,0.0,0.0,0.0,0.0,0.0,4,3,2,2-hop,True
How is end-to-end DAA resolution coupling verified from intruder-profile injection through RA arming to autopilot engagement and correct rate-limited manoeuvre execution timing?,2-hop,adaptive,local,none,2,25261,6019,649,6668,FCC-013;FCC-038;ADS-023;ADS-026;ADS-017,ADS-023;ADS-026;ADS-008;ADS-017;ADS-025;FCC-038;FCC-004;FCC-013;SKT1-FCC-004;FCC-020;ICE-020;ICE-012;ICE-005;ICE-002;ICE-017,15,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=True, numeric=True)",0.0,0.0,0.0,0.0,0.0,5,3,2,2-hop,True
"If navigation flags spoofed GPS or INS inputs and deweights them, how is the resulting cyber incident prioritized by emergency management and what operator action follows?",2-hop,vanilla,local,none,2,7847,548,306,854,SEC-028;INS-028;INS-029;EMS-021;INS-013,SEC-028;INS-028;EMS-021;INS-013;INS-029,5,0,,,,,0.2,0.3333,0.25,0.3333,0.2,5,3,2,2-hop,True
"If navigation flags spoofed GPS or INS inputs and deweights them, how is the resulting cyber incident prioritized by emergency management and what operator action follows?",2-hop,agentic,local,none,2,24343,4591,628,5219,NAV-028;NAV-007,NAV-028;NAV-007;NAV-C5;NAV-017;NAV-008;ICE-015;ICE-006;ICE-019;ICE-012;ICE-017,10,3,continue,semantic,,,0.5,0.3333,0.4,0.3333,0.1,2,3,2,2-hop,True
"If navigation flags spoofed GPS or INS inputs and deweights them, how is the resulting cyber incident prioritized by emergency management and what operator action follows?",2-hop,graphrag,local,none,2,8176,1508,232,1740,INS-028;INS-029;NAV-028;SEC-028;EMS-033;EMS-021,SEC-028;INS-028;EMS-021;INS-013;INS-029;NAV-028;INS-030;EMS-033;EMS-005;EMS-020;FCC-009;GPS-020;GPS-022;GPS-023;INS-014,15,0,,,,,0.5,1.0,0.6667,1.0,0.2,6,3,2,2-hop,True
"If navigation flags spoofed GPS or INS inputs and deweights them, how is the resulting cyber incident prioritized by emergency management and what operator action follows?",2-hop,agentic-graph,local,none,2,21310,5310,548,5858,GPS-022;INS-028;SEC-028;NAV-028;NAV-007;HMI-075,NAV-028;NAV-C5;NAV-007;NAV-008;NAV-002;ICE-015;ICE-019;ICE-020;ICE-012;ICE-006,10,3,continue,semantic,,,0.3333,0.6667,0.4444,0.3333,0.1,6,3,2,2-hop,True
"If navigation flags spoofed GPS or INS inputs and deweights them, how is the resulting cyber incident prioritized by emergency management and what operator action follows?",2-hop,adaptive,local,none,2,7959,1508,308,1816,INS-028;INS-029;NAV-028;SEC-028;EMS-021;EMS-033,SEC-028;INS-028;EMS-021;INS-013;INS-029;NAV-028;INS-030;EMS-033;EMS-005;EMS-020;FCC-009;GPS-020;GPS-022;GPS-023;INS-014,15,0,,,graphrag,R3: n_modules (2) ≥ 2 + chain_indicator → always-walk graph,0.5,1.0,0.6667,1.0,0.2,6,3,2,2-hop,True
"For maintenance-only external GNSS aiding used to reduce TTFF after storage, what operator authentication must be completed first, and where is it enforced?",2-hop,vanilla,local,none,2,6220,544,229,773,GPS-029;SEC-015;GCS-008,GPS-029;SEC-015;GCS-008;GPS-021;GPS-023,5,0,,,,,1.0,1.0,1.0,1.0,0.6,3,3,2,2-hop,True
"For maintenance-only external GNSS aiding used to reduce TTFF after storage, what operator authentication must be completed first, and where is it enforced?",2-hop,agentic,local,none,2,18688,3604,447,4051,SEC-015;GPS-029,GPS-029;GPS-023;GPS-019;GPS-004;GPS-021,5,3,continue,semantic,,,1.0,0.6667,0.8,0.3333,0.2,2,3,2,2-hop,True
"For maintenance-only external GNSS aiding used to reduce TTFF after storage, what operator authentication must be completed first, and where is it enforced?",2-hop,graphrag,local,none,2,8130,1282,281,1563,SEC-015;GPS-029;GCS-008;FCC-044;INS-045;APM-029;BIT-020;BIT-031,GPS-029;SEC-015;GCS-008;GPS-021;GPS-023;PLD-006;GPS-004;STR7-FCC-004;APM-029;BIT-020;BIT-031;FCC-044;FDR-055;GPS-022;INS-045,15,0,,,,,0.375,1.0,0.5455,1.0,0.2,8,3,2,2-hop,True
"For maintenance-only external GNSS aiding used to reduce TTFF after storage, what operator authentication must be completed first, and where is it enforced?",2-hop,agentic-graph,local,none,2,15949,3303,408,3711,GPS-029;SEC-015;GCS-008,GPS-029;GPS-023;SEC-015;GPS-021;FCC-040,5,1,sufficient,semantic,,,1.0,1.0,1.0,0.6667,0.4,3,3,2,2-hop,True
"For maintenance-only external GNSS aiding used to reduce TTFF after storage, what operator authentication must be completed first, and where is it enforced?",2-hop,adaptive,local,none,2,19385,3608,418,4026,SEC-015;GPS-029,GPS-029;GPS-023;GPS-019;GPS-004;GPS-021,5,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=False, numeric=True)",1.0,0.6667,0.8,0.3333,0.2,2,3,2,2-hop,True
"If external GNSS aiding is invoked through maintenance, what authentication and which maintenance interface requirements govern using the APM ground-maintenance port?",2-hop,vanilla,local,none,2,7630,522,294,816,SEC-015;GCS-008;GPS-029;APM-029,SEC-015;APM-029;GPS-029;GCS-022;INS-045,5,0,,,,,0.75,1.0,0.8571,1.0,0.6,4,3,2,2-hop,True
"If external GNSS aiding is invoked through maintenance, what authentication and which maintenance interface requirements govern using the APM ground-maintenance port?",2-hop,agentic,local,none,2,27811,6389,658,7047,GPS-029;SEC-015,GPS-029;GPS-021;ALX2-GPS-001;GPS-001;GPS-023;ICE-019;ICE-008;ICE-013;ICE-012;ICE-017;GPS-004;ICE-003;ICE-001,13,3,continue,semantic,,,1.0,0.6667,0.8,0.3333,0.0769,2,3,2,2-hop,True
"If external GNSS aiding is invoked through maintenance, what authentication and which maintenance interface requirements govern using the APM ground-maintenance port?",2-hop,graphrag,local,none,2,9478,1188,394,1582,SEC-015;GPS-029;GCS-008;APM-029,SEC-015;APM-029;GPS-029;GCS-022;INS-045;APM-024;APM-033;FCC-044;BIT-020;BIT-031;FCC-007;FDR-055;FMS-035;GCS-008;LDG-020,15,0,,,,,0.75,1.0,0.8571,1.0,0.2,4,3,2,2-hop,True
"If external GNSS aiding is invoked through maintenance, what authentication and which maintenance interface requirements govern using the APM ground-maintenance port?",2-hop,agentic-graph,local,none,2,22388,5086,563,5649,SEC-015;GPS-029,GPS-029;ALX2-GPS-001;GPS-021;GPS-023;GPS-024;ICE-019;ICE-008;ICE-003;ICE-013;ICE-001,10,3,continue,semantic,,,1.0,0.6667,0.8,0.3333,0.1,2,3,2,2-hop,True
"If external GNSS aiding is invoked through maintenance, what authentication and which maintenance interface requirements govern using the APM ground-maintenance port?",2-hop,adaptive,local,none,2,28161,5757,881,6638,SEC-015;GPS-029,GPS-029;GPS-021;ALX2-GPS-001;GPS-023;GPS-016;ICE-019;ICE-008;ICE-013;ICE-012;ICE-017;ADS-019;ADS-014;ADS-018;ADS-024;ADS-016,15,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=1, trace_kw=False, chain_ind=True, numeric=False)",1.0,0.6667,0.8,0.3333,0.0667,2,3,2,2-hop,True
"If primary aircraft power drops out for 50 ms, how do the FCC hold-up requirement, essential-bus energy provision, and GNSS ride-through capability align?",2-hop,vanilla,local,none,2,10802,584,523,1107,FCC-036;FCC-055;PWR-018;PWR-013;GPS-026,PWR-018;PWR-013;ENG-010;FCC-055;ALX2-FCC-003,5,0,,,,,0.6,1.0,0.75,0.3333,0.2,5,3,2,2-hop,True
"If primary aircraft power drops out for 50 ms, how do the FCC hold-up requirement, essential-bus energy provision, and GNSS ride-through capability align?",2-hop,agentic,local,none,2,21344,2989,645,3634,PWR-018;FCC-036;FCC-055;GPS-026;EPS-009;FCC-009,FCC-055;ALX2-FCC-003;FCC-036;FCC-023;FCC-009;EPS-009;EPS-012;EPS-014;EPS-004;EPS-006;GPS-026;GPS-024;GPS-019;GPS-017;GPS-013,15,0,sufficient,semantic,,,0.5,1.0,0.6667,0.6667,0.1333,6,3,2,2-hop,True
"If primary aircraft power drops out for 50 ms, how do the FCC hold-up requirement, essential-bus energy provision, and GNSS ride-through capability align?",2-hop,graphrag,local,none,2,12796,1340,627,1967,FCC-036;PWR-013;PWR-018;FCC-055;INS-035;CDL-025;EMS-029;EMS-010;FCC-009,PWR-018;PWR-013;ENG-010;FCC-055;ALX2-FCC-003;ENG-007;FCC-009;INS-035;ALX2-AUTO-003;AUTO-009;CDL-025;EMS-001;EMS-006;EMS-010;EMS-029,15,0,,,,,0.2222,0.6667,0.3333,0.3333,0.0667,9,3,2,2-hop,True
"If primary aircraft power drops out for 50 ms, how do the FCC hold-up requirement, essential-bus energy provision, and GNSS ride-through capability align?",2-hop,agentic-graph,local,none,2,18804,3413,546,3959,PWR-018;FCC-036;FCC-055;EPS-009;GPS-026;EPS-002,FCC-055;ALX2-FCC-003;FCC-036;FCC-037;FCC-017;EPS-009;EPS-012;EPS-014;EPS-002;EPS-005;GPS-026;GPS-024;GPS-019;GPS-013;GPS-012,15,0,sufficient,semantic,,,0.5,1.0,0.6667,0.6667,0.1333,6,3,2,2-hop,True
"If primary aircraft power drops out for 50 ms, how do the FCC hold-up requirement, essential-bus energy provision, and GNSS ride-through capability align?",2-hop,adaptive,local,none,2,10953,584,544,1128,FCC-036;PWR-018;PWR-013;FCC-055,PWR-018;PWR-013;ENG-010;FCC-055;ALX2-FCC-003,5,0,,,vanilla,R5: numeric_hint + single_module (FCC) → top-K,0.5,0.6667,0.5714,0.3333,0.2,4,3,2,2-hop,True
"When an uplinked flight-plan change is received, what operator-confirmation workflow and full-diff display are required before activation, and what record must be stored afterward?",2-hop,vanilla,local,none,2,5827,523,223,746,FMS-022;HMI-037;FDR-015,HMI-037;FMS-022;FDR-015;FDR-002;GCS-011,5,0,,,,,0.6667,0.6667,0.6667,0.6667,0.4,3,3,2,2-hop,True
"When an uplinked flight-plan change is received, what operator-confirmation workflow and full-diff display are required before activation, and what record must be stored afterward?",2-hop,agentic,local,none,2,9610,2210,211,2421,FMS-022;HMI-037,HMI-037;FMS-022;FMS-033;FCC-038;FDR-015,5,0,sufficient,semantic,,,1.0,0.6667,0.8,0.6667,0.4,2,3,2,2-hop,True
"When an uplinked flight-plan change is received, what operator-confirmation workflow and full-diff display are required before activation, and what record must be stored afterward?",2-hop,graphrag,local,none,2,6442,1644,208,1852,FMS-022;HMI-037;GCS-011,HMI-037;FMS-022;FDR-015;FDR-002;GCS-011;FMS-033;FCC-038;FCC-C5;ALX2-FCC-004;AUTO-010;AUTO-017;AUTO-025;AUTO-028;CDL-030;CDL-040,15,0,,,,,0.6667,0.6667,0.6667,0.6667,0.1333,3,3,2,2-hop,True
"When an uplinked flight-plan change is received, what operator-confirmation workflow and full-diff display are required before activation, and what record must be stored afterward?",2-hop,agentic-graph,local,none,2,17381,4422,397,4819,FMS-022;HMI-037;GCS-011,FMS-022;HMI-037;FMS-033;FCC-C5;GCS-011,5,3,continue,semantic,,,0.6667,0.6667,0.6667,0.6667,0.4,3,3,2,2-hop,True
"When an uplinked flight-plan change is received, what operator-confirmation workflow and full-diff display are required before activation, and what record must be stored afterward?",2-hop,adaptive,local,none,2,22015,4021,675,4696,FMS-022;HMI-037;GCS-011,FMS-022;HMI-037;FMS-033;FCC-C5;GCS-011,5,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=False, numeric=True)",0.6667,0.6667,0.6667,0.6667,0.4,3,3,2,2-hop,True
"During the fault-injection mode-transition test, when battery-only operation is entered after generator and APU failures, which loads must remain powered and which bus ties must change state?",2-hop,vanilla,local,none,2,6367,580,261,841,EPS-024;EPS-006;EPS-004;EPS-012,EPS-004;EPS-006;EPS-024;EPS-005;EPS-012,5,0,,,,,0.5,0.6667,0.5714,0.6667,0.4,4,3,2,2-hop,True
"During the fault-injection mode-transition test, when battery-only operation is entered after generator and APU failures, which loads must remain powered and which bus ties must change state?",2-hop,agentic,local,none,2,21656,5172,614,5786,EPS-024;EPS-006;EPS-011;EPS-012,EPS-024;EPS-004;EPS-005;EPS-006;EPS-015;EPS-012;EPS-012;EPS-011,8,3,continue,semantic,,,0.5,0.6667,0.5714,0.6667,0.2857,4,3,2,2-hop,True
"During the fault-injection mode-transition test, when battery-only operation is entered after generator and APU failures, which loads must remain powered and which bus ties must change state?",2-hop,graphrag,local,none,2,8617,1717,332,2049,EPS-024;EPS-006;PWR-032;EPS-012;EPS-011,EPS-004;EPS-006;EPS-024;EPS-005;EPS-012;APM-008;APM-004;PWR-004;BIT-025;EMS-016;EMS-032;EPS-011;PWR-032;PWR-033;APM-009,15,0,,,,,0.6,1.0,0.75,1.0,0.2,5,3,2,2-hop,True
"During the fault-injection mode-transition test, when battery-only operation is entered after generator and APU failures, which loads must remain powered and which bus ties must change state?",2-hop,agentic-graph,local,none,2,20824,5406,544,5950,EPS-024;EPS-006;EPS-004;EPS-012,EPS-024;EPS-004;EPS-006;EPS-005;EPS-012,5,3,continue,semantic,,,0.5,0.6667,0.5714,0.6667,0.4,4,3,2,2-hop,True
"During the fault-injection mode-transition test, when battery-only operation is entered after generator and APU failures, which loads must remain powered and which bus ties must change state?",2-hop,adaptive,local,none,2,23401,3845,704,4549,EPS-006;EPS-024;EPS-004;EPS-015,EPS-024;EPS-004;EPS-006;EPS-005;EPS-015,5,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=False, numeric=True)",0.5,0.6667,0.5714,0.6667,0.4,4,3,2,2-hop,True
"For operator fuel commands sent over the data link, what encryption/authentication scheme and key-rotation rule must the interface comply with?",2-hop,vanilla,local,none,2,6492,550,202,752,SEC-010;FUEL-025;CDL-012,CDL-012;FUEL-025;SEC-010;ENG-014;CDL-003,5,0,,,,,1.0,1.0,1.0,1.0,0.6,3,3,2,2-hop,True
"For operator fuel commands sent over the data link, what encryption/authentication scheme and key-rotation rule must the interface comply with?",2-hop,agentic,local,none,2,11006,1917,319,2236,FUEL-025;SEC-010;CDL-012;SEC-009,FUEL-025;CDL-012;SEC-010;SEC-009;ENG-014,5,0,sufficient,semantic,,,0.75,1.0,0.8571,1.0,0.6,4,3,2,2-hop,True
"For operator fuel commands sent over the data link, what encryption/authentication scheme and key-rotation rule must the interface comply with?",2-hop,graphrag,local,none,2,6534,1625,193,1818,FUEL-025;SEC-010;CDL-012;SEC-009;CDL-003;CDL-030,CDL-012;FUEL-025;SEC-010;ENG-014;CDL-003;SEC-004;SEC-009;SEC-015;APM-029;APM-033;AUTO-006;AUTO-034;BIT-020;BIT-031;CDL-030,15,0,,,,,0.5,1.0,0.6667,1.0,0.2,6,3,2,2-hop,True
