query,pipeline,repeat,query_type,gemini_judged_on,gemini_faithful,gemini_reason,gemini_tokens,gpt41_judged_on,gpt41_faithful,gpt41_reason,gpt41_tokens
Do Jan Christiaan Lindeman and Jermano Lo Fo Sang have the same nationality?,vanilla,2,1-hop,2026-08-21,True,All facts and cited references are directly supported by the provided contexts.,1656,2026-08-20,True,Both are described as Dutch in the retrieved contexts.,1257
Are both directors of films Tarzan And The Slave Girl and Sweet Crude from the same country?,vanilla,2,3+-hop,2026-08-21,True,"All facts stated in the answer are directly supported by the retrieved contexts, and it accurately notes the missing information.",1445,2026-08-20,True,The answer only uses and refers to information present in the retrieved contexts and correctly notes the missing information.,996
"Who was born first, Heo Keon or Ljiljana Nanušević?",vanilla,2,1-hop,2026-08-21,True,All facts and dates mentioned in the answer are directly supported by the retrieved contexts.,1066,2026-08-20,True,"Both birth dates are explicitly stated in the contexts, supporting the answer.",767
Who was born first out of Kazimierz Cichowski and Ellen Margrethe Løj?,vanilla,2,1-hop,2026-08-21,True,All birth dates and the resulting comparison are directly supported by the provided contexts.,2021,2026-08-20,True,Both birth dates are explicitly supported by the retrieved contexts.,1571
"Where did Catherine Of Taranto, Countess Of Copertino's mother die?",vanilla,2,2-hop,2026-08-21,True,The answer accurately reflects that the provided contexts do not mention the death location of Catherine of Taranto's mother.,1080,2026-08-20,True,The answer correctly states that no information about Mary of Enghien's place of death is present in the retrieved contexts.,774
Who is Princess Caroline Napoléon's maternal grandmother?,vanilla,2,2-hop,2026-08-21,True,All facts and relationships mentioned in the answer are directly supported by the retrieved contexts.,1623,2026-08-20,True,The answer correctly identifies Chantal de Chevron-Villette as Princess Caroline Napoléon's maternal grandmother based strictly on the retrieved contexts.,950
Where was the father of Alina Fernández born?,vanilla,2,2-hop,2026-08-21,True,The answer accurately reflects that context [2W-011-P06] identifies her father as Fidel Castro without specifying his birthplace.,1204,2026-08-20,True,The answer correctly states that the retrieved context does not mention where Alina Fernández’s father was born.,892
"Who died later, Adam Purple or Chyskillz?",vanilla,2,1-hop,2026-08-21,False,The answer incorrectly claims Adam Purple died later despite citing dates showing Chyskillz died in 2018 and Adam Purple died in 2015.,1418,2026-08-20,False,"The answer incorrectly states that Adam Purple died later when the contexts show Chyskillz died in 2018 and Adam Purple in 2015, so Chyskillz died later.",1078
"Which film whose director was born first, Lions For Lambs or Nowhere In Africa?",vanilla,2,3+-hop,2026-08-21,True,All statements in the answer are accurate and correctly identify the lack of birth dates in the provided context.,1171,2026-08-20,True,"The answer accurately reflects the retrieved contexts, which do not provide Caroline Link's birth date.",913
"Which film came out earlier, Where Are You? I'M Here or Patnam Vachina Pativrathalu?",vanilla,2,1-hop,2026-08-21,True,All claims regarding the release years and the comparison between the two films are directly supported by the context.,1104,2026-08-20,True,Both release years and titles are directly supported by the retrieved contexts.,763
"Where was the place of death of Crato, Count Of Nassau-Saarbrücken's father?",vanilla,2,2-hop,2026-08-21,True,The answer accurately identifies Crato's father and his place of death based on the provided contexts.,1571,2026-08-20,True,The context confirms William Louis was Crato's father and died in Metz.,1154
"Which film has the director who was born later, Young Buffalo Bill or The Lacquered Box?",vanilla,2,3+-hop,2026-08-21,True,The answer accurately states the directors provided in the context and correctly identifies that their birth dates are not present.,829,2026-08-20,True,The answer only makes claims that are directly supported by the retrieved contexts and does not add unsupported information.,604
"Do Kim Darby and John Birdsall (Politician, Born 1840) have the same nationality?",vanilla,2,1-hop,2026-08-21,False,"The answer starts with 'No', which directly contradicts the context showing both individuals are American and thus share the same nationality.",1234,2026-08-20,False,"The answer says 'No' to whether they have the same nationality, but the evidence and explanation indicate they both are American, so they do have the same nationality.",746
"Which film whose director was born first, Sin'S Pay Day or Gunaah (1993 Film)?",vanilla,2,3+-hop,2026-08-21,True,"The answer accurately reflects that while the directors are identified in the contexts, their birth dates are not provided.",2010,2026-08-20,True,"The answer correctly states that the retrieved contexts do not provide the birth dates of the directors, so the question cannot be answered based on the provided information.",1602
Who was the teacher of the composer of film The Cousin From Nowhere (1953 Film)?,vanilla,2,2-hop,2026-08-21,True,The answer accurately summarizes what is present in the context and correctly states that the teacher of the composer is not provided.,1365,2026-08-20,True,The answer correctly states that the teacher of the composer is not present in the retrieved contexts and only summarizes information directly found in those contexts.,1065
"Who is older, Arnold Carl Johansen or Walter Lafferty?",vanilla,2,1-hop,2026-08-21,True,"The answer is fully supported by the retrieved contexts, which list the birth dates of both individuals.",1008,2026-08-20,True,Both birth dates are directly supported by the retrieved contexts.,633
"Who was born first, Cornelis Gijsbert Gerrit Jan Van Steenis or Tarsem King, Baron King Of West Bromwich?",vanilla,2,1-hop,2026-08-21,True,The answer accurately compares the birth dates of both individuals using the provided contexts.,1313,2026-08-20,True,Both birth dates are explicitly stated in the retrieved contexts and support the answer.,989
"Did the movies Mille Bolle Blu and La Moglie Vergine, originate from the same country?",vanilla,2,1-hop,2026-08-21,True,Both films are explicitly identified as Italian in the retrieved context chunks.,1018,2026-08-20,True,Both films are explicitly described as Italian in the retrieved contexts.,720
"Who is older, Daniel David Moses or Stanislas Batchi?",vanilla,2,1-hop,2026-08-21,True,All facts and birth dates are supported directly by the retrieved contexts.,1144,2026-08-20,True,Both birth dates are directly supported by the retrieved contexts.,810
"Which film came out first, Blood And Diamonds or Opened By Mistake?",vanilla,2,1-hop,2026-08-21,True,The answer accurately compares the release years of both films based directly on the provided contexts.,1033,2026-08-20,True,The answer exactly matches the release years and film titles presented in the retrieved contexts.,856
When was Richard Bootle-Wilbraham's father born?,vanilla,2,2-hop,2026-08-21,True,Every claim in the answer regarding Richard Bootle-Wilbraham's father and his birth date is fully supported by the provided contexts.,1629,2026-08-20,True,"The contexts confirm Richard Bootle-Wilbraham's father was Edward Bootle-Wilbraham, 1st Baron Skelmersdale, and provide his birth date as 7 March 1771.",1232
"Which film has the producer who is older, Dweepa or Kalank?",vanilla,2,3+-hop,2026-08-21,True,"All claims are strictly supported by the retrieved contexts, correctly recognizing that the producer and birth date for Dweepa are missing.",2065,2026-08-20,True,Every factual claim in the answer is directly supported by the contexts; absence of information on Dweepa's producer is correctly identified.,1650
Who was born first out of Gerda Weissensteiner and Stasys Šaparnis?,vanilla,2,1-hop,2026-08-21,True,All claims regarding birth dates and who was born first are fully supported by the context.,1016,2026-08-20,True,Both birth dates are explicitly supported by the retrieved contexts.,674
Who is the paternal grandfather of George Tupou V?,vanilla,2,2-hop,2026-08-21,True,The answer logically deduces George Tupou V's paternal grandfather directly from the provided contexts.,1242,2026-08-20,True,"The contexts state that Tāufaʻāhau Tupou IV is the son of Prince Viliami Tungī Mailefihi and Tāufaʻāhau Tupou IV is the father of George Tupou V, supporting the answer.",802
"Which film has the director who is older than the other, Odd Job (Film) or Everything'S Ducky? ",vanilla,2,3+-hop,2026-08-21,True,The answer accurately reflects the information in the retrieved contexts and correctly notes that the directors' ages are not provided.,1118,2026-08-20,True,"All claims are grounded in the contexts, with no unsupported information or inferences.",814
When did Mary Basset's father die?,vanilla,2,2-hop,2026-08-21,True,"The answer accurately states that while Mary Basset is identified as the daughter of William Roper, his date of death is not provided in the context.",2024,2026-08-20,True,The answer accurately states that the retrieved context does not provide the date of Mary Basset's father's death.,1634
"Which film has the director who was born earlier, The Forbidden Trail or A Weaver Of Dreams?",vanilla,2,3+-hop,2026-08-21,True,All factual claims made in the answer are accurately supported by the retrieved contexts.,1426,2026-08-20,True,All claims in the answer are directly supported by the retrieved contexts.,1037
"Which film has the director died later, The Wax Model or Khoon Ka Karz?",vanilla,2,3+-hop,2026-08-21,True,The answer accurately states the directors provided in the context and correctly acknowledges that death dates are missing.,1857,2026-08-20,True,The answer correctly states that the contexts do not provide death dates or current status for either director.,1411
"Are the movies The Urethra Chronicles and Starter For 10 (Film), from the same country?",vanilla,2,1-hop,2026-08-21,True,The answer accurately reflects the context details stating that Starter for 10 is a British film and The Urethra Chronicles is an American band documentary.,1529,2026-08-20,True,Both films' national origins are supported: The Urethra Chronicles as American (from band) and Starter for 10 as British.,1076
"Which film has the director who was born earlier, Angélique, Marquise Des Anges or That Man George?",vanilla,2,3+-hop,2026-08-21,True,The answer accurately cites the directors mentioned in the context and correctly states that their birth dates are not provided.,1204,2026-08-20,True,The answer only states information present in the contexts and notes the absence of birth date information.,950
"Who lived longer, George F. Sowers or Henrietta Amelia Leeson?",vanilla,2,1-hop,2026-08-21,False,"The context explicitly states Leeson died aged 75, making the claim that she lived longer than Sowers (who lived 75 years and one month) unsupported and speculative.",2090,2026-08-20,True,The ages at death and date ranges for both individuals are present and reasoning about possible ages is supported by the contexts.,1444
Did Mitch Brian and Harry Kent (Cyclist) share the same nationality?,vanilla,2,1-hop,2026-08-21,True,The answer is fully grounded in the retrieved contexts which state that Mitch Brian is American and Harry Kent is from New Zealand.,1226,2026-08-20,True,The claim about Mitch Brian being American and Harry Kent being from New Zealand is directly supported by the contexts.,855
"Which film has the director who died later, Waiting For The Hearse or The Seventh Sword?",vanilla,2,3+-hop,2026-08-21,True,"All factual claims made in the answer are directly supported by the retrieved contexts, which identify the directors but lack their death dates.",1010,2026-08-20,True,The answer only makes claims supported by the provided contexts and refrains from stating unsupported details.,722
Who is Princess Elizabeth Of Greece And Denmark's maternal grandfather?,vanilla,2,2-hop,2026-08-21,True,The answer accurately reflects the retrieved contexts by identifying her mother from [2W-038-P04] and stating that her maternal grandfather is not provided.,1115,2026-08-20,True,The answer correctly states that the contexts only provide the name of Princess Elizabeth’s mother and do not mention her maternal grandfather.,770
What is the place of birth of Dianne Bentley's husband?,vanilla,2,2-hop,2026-08-21,True,"The answer accurately identifies Robert J. Bentley as Dianne Bentley's husband and his birthplace as Columbiana, Alabama based on the retrieved contexts.",1608,2026-08-20,True,"The context explicitly states that Robert J. Bentley was born in Columbiana, Alabama.",1266
What nationality is Sukhumala Marasri's father?,vanilla,2,2-hop,2026-08-21,True,The answer accurately reflects the context by identifying her father as King Mongkut and noting that his nationality is not stated.,1307,2026-08-20,True,The answer correctly states that the nationality of Sukhumala Marasri's father is not explicitly given in the retrieved contexts.,908
"Which magazine was founded first, Racing Toward Diversity or Lo Scolaro?",vanilla,2,1-hop,2026-08-21,True,All factual claims regarding publication and founding dates are directly supported by the retrieved contexts.,1328,2026-08-20,True,Both magazine founding dates are directly supported by the retrieved contexts.,1018
"Which film was released earlier, Smiles Of A Summer Night or Two Idiots In Hollywood?",vanilla,2,1-hop,2026-08-21,True,All facts regarding the release years and the earlier film are directly supported by the retrieved contexts.,910,2026-08-20,True,Both release years (1955 and 1988) are explicitly stated in the retrieved contexts.,700
Did Charles Robinson (Raf Airman) and Terri Hooley share the same nationality?,vanilla,2,1-hop,2026-08-21,True,The answer accurately reflects the content of the retrieved context and correctly states that Terri Hooley is not mentioned.,1030,2026-08-20,True,The answer only uses information present in the contexts and correctly notes that Terri Hooley is not mentioned.,701
Do both films All Souls (Film) and Atomised (Film) have the directors from the same country?,vanilla,2,3+-hop,2026-08-21,True,All claims regarding the directors and the lack of nationality information are fully supported by the retrieved contexts.,1491,2026-08-20,True,The answer only uses information from the contexts and correctly notes that the directors' nationalities are not stated.,1146
Where was the director of film Death Of A Friend born?,vanilla,2,2-hop,2026-08-21,True,The answer accurately states that the retrieved context identifies Franco Rossi as the director of Death of a Friend but does not provide his birthplace.,2004,2026-08-20,True,The answer correctly identifies the absence of information about the director's birthplace in the retrieved contexts.,1612
Who is the spouse of the director of film Fire-Eater (Film)?,vanilla,2,2-hop,2026-08-21,True,The answer correctly identifies the director from the context and accurately states that information about their spouse is not present.,845,2026-08-20,True,The answer only makes claims that are directly supported by the retrieved contexts.,564
"Which film has the director born later, No Dough Boys or The Punch And Judy Man?",vanilla,2,3+-hop,2026-08-21,True,"All claims are strictly supported by the retrieved contexts, correctly noting the missing birth dates.",1160,2026-08-20,True,All claims about directors and the absence of their birth years in context are supported.,845
Are Saks Fifth Avenue and Warburg Pincus located in the same country?,vanilla,2,1-hop,2026-08-21,True,All factual claims in the answer regarding the locations of Saks Fifth Avenue and Warburg Pincus are directly supported by the context.,1243,2026-08-20,True,Both companies are confirmed to be based in the United States by the provided contexts.,854
Are the directors of films Jaco (Film) and Half A Bride both from the same country?,vanilla,2,3+-hop,2026-08-21,True,"All factual claims made in the answer are accurately supported by the retrieved contexts, which mention the films and their directors but not the directors' nationalities.",1609,2026-08-20,True,The answer accurately states that the retrieved contexts do not contain information about the directors' nationalities.,1165
"Which film has the director who died earlier, My Husband'S Other Wife or ¡Que Viene Mi Marido!?",vanilla,2,3+-hop,2026-08-21,True,All statements regarding the film directors and the lack of death dates are fully supported by the retrieved contexts.,892,2026-08-20,True,The answer only makes claims directly supported by the retrieved contexts and states the lack of information about death dates.,578
Are Vivicca Whitsett and Pepa (Rapper) from the same country?,vanilla,2,1-hop,2026-08-21,True,The answer accurately reflects the nationalities described in the contexts for both individuals.,1438,2026-08-20,True,"The answer accurately reflects the contexts stating Whitsett is American and Pepa is Jamaican-American, supporting the claim they are not from the same country.",999
"Which film came out first, Je L'Ai Été Trois Fois or Tamala 2010: A Punk Cat In Space?",vanilla,2,1-hop,2026-08-21,True,"The answer is supported by the context, which confirms Je l'ai été trois fois was released in 1952 and provides evidence showing Tamala 2010 is from a much later period.",1786,2026-08-20,False,"The release year of Tamala 2010: A Punk Cat in Space is not stated in the contexts, so its relative release date to Je l’ai été trois fois is not fully supported.",1097
"Which film came out first, The Happy Life or King Arthur Was A Gentleman?",vanilla,2,1-hop,2026-08-21,True,All claims are accurately supported by the provided contexts.,931,2026-08-20,True,The release years for both films are explicitly stated in the retrieved contexts.,620
"Which film has the director who was born earlier, Time For Loving or Un'Altra Vita?",vanilla,2,3+-hop,2026-08-21,True,The answer correctly identifies the directors from the context and accurately states that their birth dates are not provided.,1212,2026-08-20,True,The answer lists the directors for each film as provided in the contexts and correctly notes that no birth information is present.,887
"Which film has the director born later, Monsieur Taxi or A Yiddish World Remembered?",vanilla,2,3+-hop,2026-08-21,True,The answer accurately states the directors mentioned in the context and correctly identifies that their birth dates are not provided.,1002,2026-08-20,True,The answer only uses information present in the retrieved contexts and correctly identifies what is not available.,683
"Which film has the director who died first, The Squaw Man'S Son or Till We Meet Again (1936 Film)?",vanilla,2,3+-hop,2026-08-21,True,The answer accurately reflects the context details regarding the directors and correctly identifies that their death dates are missing from the text.,1073,2026-08-20,True,All claims about directors and lack of death dates are directly supported by the retrieved contexts.,711
What is the place of birth of Marie Tomášová's husband?,vanilla,2,2-hop,2026-08-21,True,All statements regarding Marie Tomášová's husband and his place of birth are directly supported by the retrieved contexts.,1166,2026-08-20,True,All factual claims about the husband's identity and place of birth are directly supported by the retrieved contexts.,841
Where did Eduardo Notari's mother die?,vanilla,2,2-hop,2026-08-21,True,The answer accurately identifies Eduardo Notari's mother as Elvira Notari and correctly states her place of death as Cava de' Tirreni based on the context.,1591,2026-08-20,True,The context [2W-058-P00] explicitly states that Elvira Notari died in Cava de' Tirreni.,1226
"Who is younger, Empress Xiaoshurui or Goran Veselinovski?",vanilla,2,1-hop,2026-08-21,True,The birth dates and relative ages of Empress Xiaoshurui and Goran Veselinovski are fully supported by the provided contexts.,957,2026-08-20,True,The birthdates and comparison are both supported by the retrieved contexts.,684
"Which film has the director who died earlier, A Medal For Benny or King Of Chinatown?",vanilla,2,3+-hop,2026-08-21,True,All facts mentioned in the answer are fully supported by the provided context.,1052,2026-08-20,True,The answer only uses information from the retrieved contexts and correctly states what is and is not provided.,774
"Which film came out earlier, Painted Post (Film) or Katka'S Reinette Apples?",vanilla,2,1-hop,2026-08-21,True,The answer accurately compares the release years of both films based directly on the provided context.,1061,2026-08-20,True,Both claims about the release years of the films are directly supported by the retrieved contexts.,738
"Who was born earlier, Ela Gandhi or Sebastián Borensztein?",vanilla,2,1-hop,2026-08-21,True,The birth dates of Ela Gandhi and Sebastián Borensztein are accurately extracted and compared based on the provided contexts.,1287,2026-08-20,True,Both birth dates are present in the retrieved contexts and the comparison is directly supported.,944
Was Dudley Russell or Juan René Serrano born first?,vanilla,2,1-hop,2026-08-21,True,"The contexts confirm Dudley Russell was born on 1 December 1896 and Juan René Serrano was born on 23 February 1984, showing Dudley Russell was born first.",1073,2026-08-20,True,Both birth dates are supported by the retrieved contexts.,686
Are Bilthoven and Herveld both located in the same country?,vanilla,2,1-hop,2026-08-21,True,All claims regarding Bilthoven and Herveld being located in Dutch provinces (and thus the Netherlands) are fully supported by the retrieved contexts.,1380,2026-08-20,True,"The answer accurately reflects that Bilthoven is in the Dutch province of Utrecht and Herveld is in the Dutch province of Gelderland, both in the Netherlands, as supported by the retrieved contexts.",954
Who is the spouse of the director of film The Glass Boat?,vanilla,2,2-hop,2026-08-21,True,The answer accurately states the directors named in the context and correctly acknowledges that their spouses are not mentioned.,1236,2026-08-20,True,All claims in the answer are supported by the retrieved context or absence thereof.,953
What is the place of birth of the director of film A Woman'S Face (1938 Film)?,vanilla,2,2-hop,2026-08-21,True,The answer accurately reflects the information in the provided context and correctly states that the director's birthplace is not mentioned.,1291,2026-08-20,True,"The answer stays fully within the retrieved contexts, stating that the director's place of birth is not present and correctly identifying what information is given.",992
Are both directors of films The Princess Bride (Film) and I Never Sang For My Father from the same country?,vanilla,2,3+-hop,2026-08-21,False,"The contexts do not state the nationality of director Gilbert Cates, so the claim that both directors are from the United States is unsupported.",1947,2026-08-20,False,"The context does not explicitly state Gilbert Cates' nationality, only that he directed an American film.",1427
"Which film has the director who was born later, El Extraño Viaje or Love In Pawn?",vanilla,2,3+-hop,2026-08-21,True,All claims about the directors and the absence of their birth dates are fully supported by the retrieved contexts.,981,2026-08-20,True,The answer only uses information present in the contexts and explicitly states what cannot be determined.,718
Who is Charlotte Of Schaumburg-Lippe's father?,vanilla,2,2-hop,2026-08-21,True,The answer is directly supported by context chunk [2W-069-P07].,1209,2026-08-20,True,The answer directly quotes the information from context [2W-069-P07].,921
"Which film came out first, A Girl'S Folly or The Original Latin Kings Of Comedy?",vanilla,2,1-hop,2026-08-21,True,The answer accurately states the release years and which film came out first based on the provided contexts.,1106,2026-08-20,True,"Both films' release years, 1917 for 'A Girl's Folly' and 2002 for 'The Original Latin Kings of Comedy', are directly supported by the retrieved contexts.",819
"Who was born later, Borys Karnicki or Admir Velagić?",vanilla,2,1-hop,2026-08-21,True,The answer accurately compares the birth dates of both individuals based entirely on the provided contexts.,737,2026-08-20,True,Both birth dates are explicitly stated in the retrieved contexts.,540
Are Paula Arundell and Trent Grimsey both from the same country?,vanilla,2,1-hop,2026-08-21,True,Both Paula Arundell and Trent Grimsey are explicitly identified as Australian in the provided contexts.,1218,2026-08-20,True,Both Paula Arundell and Trent Grimsey are identified as Australian in the retrieved contexts.,907
Where did Hal Steinbrenner's father die?,vanilla,2,2-hop,2026-08-21,True,The answer directly reflects the retrieved contexts confirming George Steinbrenner died in his Tampa home.,1235,2026-08-20,True,The context [2W-073-P02] states that George Steinbrenner died after suffering a heart attack in his Tampa home.,1020
"Who is older, Oreste Scalzone or John Dugard?",vanilla,2,1-hop,2026-08-21,True,All facts and birth dates mentioned in the answer are directly supported by the retrieved contexts.,1231,2026-08-20,True,Both birth dates are present in the retrieved contexts and support the claim about who is older.,1008
"Which film has the director who was born first, The Millionaire'S Double or The Groundstar Conspiracy?",vanilla,2,3+-hop,2026-08-21,True,The answer accurately states that the birth dates of the directors are not provided in the retrieved contexts.,1525,2026-08-20,True,The answer correctly notes that the directors' birth dates are not stated in the retrieved contexts.,1233
"Which film was released earlier, Navavadhu or The January Man?",vanilla,2,1-hop,2026-08-21,True,All facts stated in the answer are directly supported by the retrieved contexts.,1544,2026-08-20,True,Both film release years are explicitly supported by the retrieved contexts.,1309
"Where did Frederick, Hereditary Prince Of Baden-Durlach's father die?",vanilla,2,2-hop,2026-08-21,True,The answer correctly identifies from the contexts that Frederick's father was Charles III William and that he died in Karlsruhe.,1408,2026-08-20,True,The answer correctly uses [2W-077-P03] to state that Charles III William died in Karlsruhe and links him as Frederick's father per [2W-077-P06].,893
"Which film has the director who is older, Heremias or S.P.Q.R.: 2,000 And A Half Years Ago?",vanilla,2,3+-hop,2026-08-21,True,The answer accurately cites the directors from the retrieved context and correctly states that their ages/birth dates are not provided to determine who is older.,1695,2026-08-20,True,All claims in the answer are supported by the retrieved contexts and do not add unsupported information.,1370
"Were both Pietro Salini and Domenico Ravenna, born in the same place?",vanilla,2,1-hop,2026-08-21,True,All claims regarding the birthplaces and information from the retrieved contexts are accurately stated and fully supported.,944,2026-08-20,True,"All claims are supported, as the contexts state Pietro Salini was born in Rome and Domenico Ravenna's birthplace is not given.",713
"Which film has the director born earlier, Street Of No Return or Stage Door?",vanilla,2,3+-hop,2026-08-21,False,"The context does not provide Samuel Fuller's birth date, so the claim that Stage Door has the earlier-born director is unsupported.",1318,2026-08-20,True,All claims are supported and the answer appropriately notes the lack of Samuel Fuller's birth date in the contexts.,886
"Which film has the director who died first, Sons Of Bitches or Di Che Segno Sei??",vanilla,2,3+-hop,2026-08-21,True,The answer accurately cites director information from the contexts and correctly notes that death dates are not provided.,1188,2026-08-20,True,All claims are supported and the absence of death dates in the contexts is correctly noted.,926
"Which magazine came out first, Sri Ramakrishna Vijayam or Tait'S Edinburgh Magazine?",vanilla,2,1-hop,2026-08-21,True,All claims are accurately supported by the provided context chunks.,1374,2026-08-20,True,All claims about the magazines and their founding years are supported by the retrieved contexts.,1152
"Which film has the director who died earlier, Here Is The Beauty or Whirl Of Youth?",vanilla,2,3+-hop,2026-08-21,True,The answer correctly identifies the directors from the context and accurately notes that their dates of death are not provided.,1028,2026-08-20,True,The answer only uses information from the contexts and explicitly states that death dates are not provided.,747
"Who is older, Artyom Novichonok or Lyubov Kiryukhina-Tsyoma?",vanilla,2,1-hop,2026-08-21,True,The answer accurately cites birth dates from the contexts to correctly determine that Lyubov Kiryukhina-Tsyoma is older.,1275,2026-08-20,True,Both birthdates and comparison are directly supported by the retrieved contexts.,960
Who was born first out of Andrea Di Vito and Barbara Fairchild?,vanilla,2,1-hop,2026-08-21,True,The birth dates of both individuals and the conclusion that Barbara Fairchild was born first are fully supported by the retrieved contexts.,1051,2026-08-20,True,Both birth dates are explicitly stated in the retrieved contexts.,707
What is the place of birth of the director of film The New Kids?,vanilla,2,2-hop,2026-08-21,True,"The answer accurately states that the director's place of birth is not provided in the context, while correctly citing the director named in the text.",1055,2026-08-20,True,The answer does not make any unsupported factual claims and stays within what is stated in the contexts.,828
"What is the place of birth of Rudolf Christian, Count Of East Frisia's father?",vanilla,2,2-hop,2026-08-21,True,The answer correctly identifies Enno III as Rudolf Christian's father from the context and accurately states that his place of birth is not provided.,1643,2026-08-20,True,The answer correctly states that Enno III is Rudolf Christian’s father and that his place of birth is not present in the retrieved contexts.,1364
"Which film was released earlier, Samundi or Babilonia?",vanilla,2,1-hop,2026-08-21,True,The answer accurately states the release years and comparison directly supported by the retrieved contexts.,1278,2026-08-20,True,Both release years for Babilonia (1987) and Samundi (1992) are supported by the retrieved contexts.,1020
Do director of film Trouble In The Glen and director of film Hennessy (Film) have the same nationality?,vanilla,2,3+-hop,2026-08-21,False,"The context does not indicate the nationalities of the two directors, making the claim that it indicates different nationalities unsupported.",1120,2026-08-20,True,"All claims are supported: the contexts identify the directors and film nationality, but do not state the directors' nationalities.",753
"Who was born earlier, Denis Rogers or Zelma Wilson?",vanilla,2,1-hop,2026-08-21,True,All facts and requirement references in the answer are directly supported by the retrieved contexts.,1119,2026-08-20,True,The birth dates for both Denis Rogers and Zelma Wilson are explicitly provided in the retrieved contexts.,769
"Which film has the director born first, Escape From The Dark or Bulundi?",vanilla,2,3+-hop,2026-08-21,True,The answer accurately identifies the directors from the provided texts and correctly states that neither director's birth date is present in the context.,1318,2026-08-20,True,The answer only uses factual information present in the retrieved contexts and does not add any unsupported details.,955
"Which film has the director who died later, The Heart Of Nora Flynn or A Vanished World?",vanilla,2,3+-hop,2026-08-21,True,The answer accurately states what is present in the context and correctly points out that death dates for the directors are missing.,1234,2026-08-20,True,"All claims in the answer are directly supported by the contexts, which do not include the death dates of either director.",968
Are Trenton Aerodrome and Mackenzie Airport both located in the same country?,vanilla,2,1-hop,2026-08-21,True,All claims regarding the locations of Trenton Aerodrome and Mackenzie Airport in Canada are directly supported by the retrieved contexts.,875,2026-08-20,True,Both aerodromes are stated to be in Canada in the retrieved contexts.,522
"Which film has the director born first, Free Hand For A Tough Cop or Man'S Favorite Sport??",vanilla,2,3+-hop,2026-08-21,False,"The claim that Man's Favorite Sport? has the director born first is not supported by the retrieved contexts, which lack birth dates for both directors.",1908,2026-08-20,False,The answer claims birth order but no birth dates or relevant comparison data are provided in the contexts.,1347
What is the place of birth of Lupe Rumazo's father?,vanilla,2,2-hop,2026-08-21,True,The contexts directly support that Lupe Rumazo's father is Alfonso Rumazo González and that his birthplace is Latacunga.,2070,2026-08-20,True,"The contexts state that Alfonso Rumazo González was born in Latacunga, supporting the claim.",1753
Are Mount Queen Mary and Curia Mountain located in the same country?,vanilla,2,1-hop,2026-08-21,False,"The answer starts with 'No', contradicting both the context and its own explanation that both mountains are in Canada.",1294,2026-08-20,True,The locations of both mountains are explicitly stated to be in Canada in the retrieved contexts.,651
"Which film was released earlier, Robotech: The Movie or Lakeeran?",vanilla,2,1-hop,2026-08-21,True,All facts and inferences comparing the release years of both films are directly supported by the retrieved contexts.,977,2026-08-20,True,All claims about release years are directly supported by the contexts.,626
"Who is younger, R. Nagarajan or Agneta Engström?",vanilla,2,1-hop,2026-08-21,True,All factual claims and birth dates are fully supported by the retrieved contexts.,1039,2026-08-20,True,Both birthdates are present in the retrieved contexts and the comparison is accurate.,661
"Which film has the director who died earlier, Up In The World or Gioventù Alla Sbarra?",vanilla,2,3+-hop,2026-08-21,True,The answer accurately summarizes the director information from the contexts and correctly states that the death dates are missing.,1258,2026-08-20,True,All claims in the answer can be traced to the retrieved contexts or are admitted as unavailable.,1000
Where did the composer of film Kilippattu (Film) die?,vanilla,2,2-hop,2026-08-21,True,All facts and citations in the answer are directly supported by the retrieved contexts.,1723,2026-08-20,True,All details about the composer and place of death are directly supported by the retrieved contexts.,1325
Where did the composer of film Before Sunset study?,vanilla,2,2-hop,2026-08-21,True,The answer accurately summarizes the retrieved context and correctly notes that the composer and their education are not identified.,1305,2026-08-20,True,All claims in the answer are directly supported by the retrieved contexts.,855
"Which film has the director who died later, Farewell, My Beautiful Lady or Night 'N' Gales?",vanilla,2,3+-hop,2026-08-21,True,The answer accurately cites the directors mentioned in the context and correctly states that their dates of death are not provided.,1277,2026-08-20,True,The answer accurately states what is supported by the contexts and does not add unsupported claims.,881
Does Éric Ruf have the same nationality as Jean Léonard Marie Poiseuille?,vanilla,2,1-hop,2026-08-21,True,All facts stated in the answer regarding the French nationality of both individuals are directly supported by the retrieved contexts.,926,2026-08-20,True,Both Éric Ruf and Jean Léonard Marie Poiseuille are described as French in the retrieved contexts.,642
Where was the founder of university Vermont Studio Center born?,vanilla,2,2-hop,2026-08-21,False,"The answer claims Fred R. Krug is the only birthplace in the context, which contradicts chunk [2W-090-P07] mentioning John Veltri was born in New Jersey.",1315,2026-08-20,True,The answer correctly states that the contexts provide no birthplace information for any Vermont Studio Center founder and cites only those found in the provided contexts.,659
Are Marib Airport and Lee County Airport (Virginia) both located in the same country?,vanilla,2,1-hop,2026-08-21,True,All claims are fully supported by the retrieved contexts.,906,2026-08-20,True,"All claims are supported: Marib Airport is in Yemen and Lee County Airport (Virginia) is in the United States, as verified by the retrieved contexts.",631
What is the place of birth of the performer of song Heaven (Namie Amuro Song)?,vanilla,2,2-hop,2026-08-21,True,The answer accurately identifies the performer and her place of birth using the provided contexts.,1878,2026-08-20,True,Both claims are directly supported by the retrieved contexts.,1510
