query,pipeline,repeat,query_type,judged_on,gemini_faithful,gemini_reason,gemini_tokens
"In the 60-minute HIL recorder coverage check, how is compliance shown for the autopilot mode parameter sourced from the autopilot annunciation output at 2 Hz?",vanilla,2,2-hop,2026-08-20,True,The answer accurately reflects the retrieved contexts and properly identifies what information is missing regarding the 60-minute HIL coverage check.,1348
"In the 60-minute HIL recorder coverage check, how is compliance shown for the autopilot mode parameter sourced from the autopilot annunciation output at 2 Hz?",agentic,2,2-hop,2026-08-20,True,The answer accurately states what information is present and correctly identifies that the specific 60-minute HIL recorder coverage check is not in the provided contexts.,1287
"In the 60-minute HIL recorder coverage check, how is compliance shown for the autopilot mode parameter sourced from the autopilot annunciation output at 2 Hz?",graphrag,2,2-hop,2026-08-20,True,The answer accurately reflects the retrieved contexts and correctly states that the contexts do not contain specific acceptance criteria for the 60-minute HIL recorder coverage check.,2288
"In the 60-minute HIL recorder coverage check, how is compliance shown for the autopilot mode parameter sourced from the autopilot annunciation output at 2 Hz?",agentic-graph,2,2-hop,2026-08-20,True,The answer accurately summarizes the relevant retrieved requirements and correctly identifies that the context does not contain information regarding a 60-minute HIL recorder coverage check.,1260
"In the 60-minute HIL recorder coverage check, how is compliance shown for the autopilot mode parameter sourced from the autopilot annunciation output at 2 Hz?",adaptive,2,2-hop,2026-08-20,True,The answer accurately summarizes the relevant provided requirements and correctly identifies that the specific 60-minute HIL recorder coverage check requirement is missing from the context.,1275
How does the FCC’s 1 Hz BIT status reporting drive both FDR health-record storage and the BIT subsystem’s consolidated health-status publication?,vanilla,2,2-hop,2026-08-20,True,All statements and requirement citations in the answer are directly supported by the retrieved contexts.,1355
How does the FCC’s 1 Hz BIT status reporting drive both FDR health-record storage and the BIT subsystem’s consolidated health-status publication?,agentic,2,2-hop,2026-08-20,True,All claims in the answer are directly supported by the retrieved contexts.,2386
How does the FCC’s 1 Hz BIT status reporting drive both FDR health-record storage and the BIT subsystem’s consolidated health-status publication?,graphrag,2,2-hop,2026-08-20,True,"All claims regarding message rates, reporting pathways, and subsystem interactions are accurately grounded in the retrieved requirements.",2956
How does the FCC’s 1 Hz BIT status reporting drive both FDR health-record storage and the BIT subsystem’s consolidated health-status publication?,agentic-graph,2,2-hop,2026-08-20,True,All claims are accurately grounded in the retrieved requirements with correct citations and no external details added.,2867
How does the FCC’s 1 Hz BIT status reporting drive both FDR health-record storage and the BIT subsystem’s consolidated health-status publication?,adaptive,2,2-hop,2026-08-20,True,"All claims regarding FCC 1 Hz BIT reporting, FDR storage, and BIT subsystem aggregation and publication are fully supported by the retrieved context requirements.",2794
"Which essential-bus LRUs, including the data link, must continue operating through a 50 ms Category Z interruption, and how is that verified?",vanilla,2,2-hop,2026-08-20,True,All factual statements and requirement citations in the answer are directly supported by the retrieved contexts.,1585
"Which essential-bus LRUs, including the data link, must continue operating through a 50 ms Category Z interruption, and how is that verified?",agentic,2,2-hop,2026-08-20,True,"All facts, requirement statements, and verification methods in the answer are directly supported by the retrieved contexts.",2307
"Which essential-bus LRUs, including the data link, must continue operating through a 50 ms Category Z interruption, and how is that verified?",graphrag,2,2-hop,2026-08-20,True,"All listed LRUs, requirement citations, and verification methods are directly supported by the retrieved contexts.",2470
"Which essential-bus LRUs, including the data link, must continue operating through a 50 ms Category Z interruption, and how is that verified?",agentic-graph,2,2-hop,2026-08-20,True,"All claims regarding the essential-bus LRUs, hold-up energy, and verification test methods are fully supported by the retrieved contexts.",2035
"Which essential-bus LRUs, including the data link, must continue operating through a 50 ms Category Z interruption, and how is that verified?",adaptive,2,2-hop,2026-08-20,True,All factual claims and citations are fully supported by the provided requirement contexts.,2855
"When generator loss is induced on the iron-bird, which loads must drop during the transition to single-generator operation while flight-critical buses stay powered within limits?",vanilla,2,2-hop,2026-08-20,True,All statements and requirement citations in the answer are fully supported by PWR-006 and PWR-034 in the retrieved context.,1361
"When generator loss is induced on the iron-bird, which loads must drop during the transition to single-generator operation while flight-critical buses stay powered within limits?",agentic,2,2-hop,2026-08-20,True,All statements and requirement citations in the answer are directly supported by the retrieved contexts.,1797
"When generator loss is induced on the iron-bird, which loads must drop during the transition to single-generator operation while flight-critical buses stay powered within limits?",graphrag,2,2-hop,2026-08-20,True,"All claims regarding the iron-bird generator loss test, bus voltage limits, mode transitions, and specific shed/retained load priorities are fully supported by the retrieved contexts.",2799
"When generator loss is induced on the iron-bird, which loads must drop during the transition to single-generator operation while flight-critical buses stay powered within limits?",agentic-graph,2,2-hop,2026-08-20,True,The answer accurately summarizes the retrieved requirements and correctly identifies the missing information needed to fully answer the question.,1725
"When generator loss is induced on the iron-bird, which loads must drop during the transition to single-generator operation while flight-critical buses stay powered within limits?",adaptive,2,2-hop,2026-08-20,True,"All factual statements and requirement summaries are directly supported by the context, and the answer accurately identifies that the specific scenario requested is not defined in the retrieved requir",1539
"During a single-engine-out event, what automatic detection, rudder-trim, and crew alerting sequence supports altitude hold with the remaining engine at 95% power?",vanilla,2,2-hop,2026-08-20,True,"All claims in the answer regarding automatic detection, rudder-trim response, crew alerting, and altitude hold coordination are directly supported by the retrieved contexts.",1545
"During a single-engine-out event, what automatic detection, rudder-trim, and crew alerting sequence supports altitude hold with the remaining engine at 95% power?",agentic,2,2-hop,2026-08-20,True,All statements and requirement citations in the answer are fully supported by the retrieved contexts.,2371
"During a single-engine-out event, what automatic detection, rudder-trim, and crew alerting sequence supports altitude hold with the remaining engine at 95% power?",graphrag,2,2-hop,2026-08-20,True,"All facts, sequences, thresholds, and cited requirement IDs are directly supported by the retrieved contexts.",2535
"During a single-engine-out event, what automatic detection, rudder-trim, and crew alerting sequence supports altitude hold with the remaining engine at 95% power?",agentic-graph,2,2-hop,2026-08-20,True,"All factual claims, requirement citations, and notes on missing information are fully supported by the retrieved contexts.",1784
"During a single-engine-out event, what automatic detection, rudder-trim, and crew alerting sequence supports altitude hold with the remaining engine at 95% power?",adaptive,2,2-hop,2026-08-20,True,"All facts, requirements, timing values, and alerting details are fully supported by the retrieved contexts.",1860
"After the command link is lost, what warning and command inhibit must the GCS provide while the aircraft returns to the current authenticated rally point?",vanilla,2,2-hop,2026-08-20,True,"All claims regarding GCS warning, command inhibition, and RTB behavior are directly supported by the retrieved contexts.",1164
"After the command link is lost, what warning and command inhibit must the GCS provide while the aircraft returns to the current authenticated rally point?",agentic,2,2-hop,2026-08-20,True,"All factual statements in the answer regarding warnings, command inhibition, and RTB behavior are directly supported by the retrieved requirements.",1222
"After the command link is lost, what warning and command inhibit must the GCS provide while the aircraft returns to the current authenticated rally point?",graphrag,2,2-hop,2026-08-20,True,All statements and requirement citations in the answer are directly supported by the retrieved contexts.,2163
"After the command link is lost, what warning and command inhibit must the GCS provide while the aircraft returns to the current authenticated rally point?",agentic-graph,2,2-hop,2026-08-20,True,All statements in the answer are strictly supported by the retrieved requirement GCS-007.,1167
"After the command link is lost, what warning and command inhibit must the GCS provide while the aircraft returns to the current authenticated rally point?",adaptive,2,2-hop,2026-08-20,True,All claims in the answer are directly supported by the retrieved contexts.,1264
"On Stratos-7, how does the thrust-to-surface coordination logic at high N1 support compliance with the N1 reserve limit during takeoff and emergency power?",vanilla,2,2-hop,2026-08-20,True,"All factual claims, numerical thresholds, and requirement linkages are fully supported by the provided context.",1345
"On Stratos-7, how does the thrust-to-surface coordination logic at high N1 support compliance with the N1 reserve limit during takeoff and emergency power?",agentic,2,2-hop,2026-08-20,True,The answer accurately states that thrust-to-surface coordination is not present in the retrieved contexts and correctly summarizes the provided requirements.,1442
"On Stratos-7, how does the thrust-to-surface coordination logic at high N1 support compliance with the N1 reserve limit during takeoff and emergency power?",graphrag,2,2-hop,2026-08-20,True,"All claims in the answer regarding pitch rate reduction, N1 limits, and surge margin preservation are fully supported by the retrieved contexts.",2595
"On Stratos-7, how does the thrust-to-surface coordination logic at high N1 support compliance with the N1 reserve limit during takeoff and emergency power?",agentic-graph,2,2-hop,2026-08-20,True,The answer accurately reflects the retrieved requirements (STR7-FCC-003 and ICE-015) and correctly notes that no explicit N1 reserve limit requirement is present in the context.,2003
"On Stratos-7, how does the thrust-to-surface coordination logic at high N1 support compliance with the N1 reserve limit during takeoff and emergency power?",adaptive,2,2-hop,2026-08-20,True,"All statements and requirement citations are fully supported by the retrieved contexts, accurately noting what information is present and acknowledging what is missing.",1756
"How do lateral-guidance accuracy requirements constrain autopilot roll and throttle targets through the FCC flight-control command limits across enroute, terminal, and approach phases?",vanilla,2,2-hop,2026-08-20,True,"All claims and logical syntheses are strictly grounded in the provided requirement contexts, with missing information appropriately identified.",1826
"How do lateral-guidance accuracy requirements constrain autopilot roll and throttle targets through the FCC flight-control command limits across enroute, terminal, and approach phases?",agentic,2,2-hop,2026-08-20,True,All statements and requirement citations are accurately grounded in and consistent with the provided contexts.,2860
"How do lateral-guidance accuracy requirements constrain autopilot roll and throttle targets through the FCC flight-control command limits across enroute, terminal, and approach phases?",graphrag,2,2-hop,2026-08-20,True,All factual claims and logical inferences in the answer are fully supported by the provided requirements.,3142
"How do lateral-guidance accuracy requirements constrain autopilot roll and throttle targets through the FCC flight-control command limits across enroute, terminal, and approach phases?",agentic-graph,2,2-hop,2026-08-20,True,All claims are fully supported by and accurately derived from the retrieved requirements.,2694
"How do lateral-guidance accuracy requirements constrain autopilot roll and throttle targets through the FCC flight-control command limits across enroute, terminal, and approach phases?",adaptive,2,2-hop,2026-08-20,True,"All factual statements, requirement references, and identified information gaps are fully supported by the retrieved contexts.",1989
"How would the 60-minute HIL data review confirm the recorder captures BIT fault information from the mandatory parameter set, given the subsystem’s published health-status message details?",vanilla,2,2-hop,2026-08-20,True,"All factual claims and requirement citations are accurately supported by the provided context, and missing specifications are explicitly called out.",1373
"How would the 60-minute HIL data review confirm the recorder captures BIT fault information from the mandatory parameter set, given the subsystem’s published health-status message details?",agentic,2,2-hop,2026-08-20,True,"All factual statements and cited requirement details in the answer are strictly supported by the retrieved contexts, and unstated assumptions from the question are appropriately clarified as missing f",1388
"How would the 60-minute HIL data review confirm the recorder captures BIT fault information from the mandatory parameter set, given the subsystem’s published health-status message details?",graphrag,2,2-hop,2026-08-20,True,"All claims are strictly grounded in the retrieved requirements, and the answer accurately notes the absence of explicit 60-minute HIL review procedures in the context.",2696
"How would the 60-minute HIL data review confirm the recorder captures BIT fault information from the mandatory parameter set, given the subsystem’s published health-status message details?",agentic-graph,2,2-hop,2026-08-20,True,"All statements and requirement citations are accurately grounded in the retrieved contexts, correctly noting the information provided and explicitly highlighting what the contexts omit.",1711
"How would the 60-minute HIL data review confirm the recorder captures BIT fault information from the mandatory parameter set, given the subsystem’s published health-status message details?",adaptive,2,2-hop,2026-08-20,True,"All claims, message fields, requirements citations, and noted context limitations in the answer are directly supported by the retrieved contexts.",1816
"Does the flight-plan upload path use the same public-key signature controls as field firmware updates over MBIT, including GCS countersignature and rejection of invalid, expired, or revoked loads?",vanilla,2,2-hop,2026-08-20,True,"All factual claims made in the answer are strictly supported by the retrieved contexts, including the accurate caveat regarding field firmware updates over MBIT.",1400
"Does the flight-plan upload path use the same public-key signature controls as field firmware updates over MBIT, including GCS countersignature and rejection of invalid, expired, or revoked loads?",agentic,2,2-hop,2026-08-20,True,The answer accurately states that the retrieved context contains only ADS and ICE requirements and lacks the information needed to answer the question.,1390
"Does the flight-plan upload path use the same public-key signature controls as field firmware updates over MBIT, including GCS countersignature and rejection of invalid, expired, or revoked loads?",graphrag,2,2-hop,2026-08-20,True,"All claims regarding digital signature requirements, SEC-020 scheme details, GCS countersignature, MBIT firmware updates, and interface interactions are directly supported by the retrieved contexts.",3083
"Does the flight-plan upload path use the same public-key signature controls as field firmware updates over MBIT, including GCS countersignature and rejection of invalid, expired, or revoked loads?",agentic-graph,2,2-hop,2026-08-20,True,"The answer accurately identifies that the retrieved context lacks information on flight-plan upload and MBIT firmware-update signature controls, while correctly summarizing the relevant authentication",1759
"Does the flight-plan upload path use the same public-key signature controls as field firmware updates over MBIT, including GCS countersignature and rejection of invalid, expired, or revoked loads?",adaptive,2,2-hop,2026-08-20,True,"The answer correctly identifies that the retrieved context lacks requirements concerning flight-plan upload paths or firmware update controls, and accurately describes the only security-related requir",1382
"How do the data link crypto module and key-retention requirements support authenticated autonomous autopilot mode engagements, particularly for exceptions like DAA Resolution and RTB?",vanilla,2,2-hop,2026-08-20,True,All statements and references in the answer are strictly supported by the provided requirement contexts.,1874
"How do the data link crypto module and key-retention requirements support authenticated autonomous autopilot mode engagements, particularly for exceptions like DAA Resolution and RTB?",agentic,2,2-hop,2026-08-20,True,"All claims are accurately grounded in the retrieved requirements, and the missing topics from the question are correctly identified as absent.",2358
"How do the data link crypto module and key-retention requirements support authenticated autonomous autopilot mode engagements, particularly for exceptions like DAA Resolution and RTB?",graphrag,2,2-hop,2026-08-20,True,"All factual statements and inferences are fully supported by the retrieved context, and missing information regarding key retention is appropriately acknowledged.",3470
"How do the data link crypto module and key-retention requirements support authenticated autonomous autopilot mode engagements, particularly for exceptions like DAA Resolution and RTB?",agentic-graph,2,2-hop,2026-08-20,True,"The answer accurately summarizes the relevant requirement in the context (FCC-011) and correctly identifies that the specific details requested about crypto modules, key retention, and exceptions like",2178
"How do the data link crypto module and key-retention requirements support authenticated autonomous autopilot mode engagements, particularly for exceptions like DAA Resolution and RTB?",adaptive,2,2-hop,2026-08-20,True,The answer accurately reflects the contents and limitations of the retrieved contexts without hallucinating unmentioned requirements.,2401
How are the inertial-measurement structural-notch filters validated using ground-vibration data and in-flight flutter testing to show adequate damping through the required flutter-clearance margin?,vanilla,2,2-hop,2026-08-20,True,All statements and requirement citations in the answer are directly supported by the retrieved contexts.,1717
How are the inertial-measurement structural-notch filters validated using ground-vibration data and in-flight flutter testing to show adequate damping through the required flutter-clearance margin?,agentic,2,2-hop,2026-08-20,True,"All claims, citations, and relationships are directly supported by the retrieved contexts.",1924
How are the inertial-measurement structural-notch filters validated using ground-vibration data and in-flight flutter testing to show adequate damping through the required flutter-clearance margin?,graphrag,2,2-hop,2026-08-20,True,All factual statements and requirement references in the answer are directly supported by the retrieved contexts.,3008
How are the inertial-measurement structural-notch filters validated using ground-vibration data and in-flight flutter testing to show adequate damping through the required flutter-clearance margin?,agentic-graph,2,2-hop,2026-08-20,True,Every claim in the answer is directly supported by the retrieved contexts.,1348
How are the inertial-measurement structural-notch filters validated using ground-vibration data and in-flight flutter testing to show adequate damping through the required flutter-clearance margin?,adaptive,2,2-hop,2026-08-20,True,All factual claims and citations in the answer are fully supported by the retrieved contexts.,1309
"For the flight data recorder’s mandatory engine-parameter logging, which engine status message fields must be captured, and at what recorder rate versus publication rate?",vanilla,2,2-hop,2026-08-20,True,"All statements and rates are directly grounded in the provided requirements, accurately noting that the specific message field definitions from ENG-038 are absent from the context.",2131
"For the flight data recorder’s mandatory engine-parameter logging, which engine status message fields must be captured, and at what recorder rate versus publication rate?",agentic,2,2-hop,2026-08-20,True,The answer accurately states that the retrieved context lacks the requested engine parameters and correctly summarizes the available ICE requirements.,1386
"For the flight data recorder’s mandatory engine-parameter logging, which engine status message fields must be captured, and at what recorder rate versus publication rate?",graphrag,2,2-hop,2026-08-20,True,"All claims regarding the recording rate, publication rate, missing table details, and event-driven logging are fully supported by the retrieved contexts.",2478
"For the flight data recorder’s mandatory engine-parameter logging, which engine status message fields must be captured, and at what recorder rate versus publication rate?",agentic-graph,2,2-hop,2026-08-20,True,The answer accurately states that the retrieved ICE contexts lack engine-parameter logging requirements and correctly summarizes the relevant ICE-to-FDR details that are present.,1186
"For the flight data recorder’s mandatory engine-parameter logging, which engine status message fields must be captured, and at what recorder rate versus publication rate?",adaptive,2,2-hop,2026-08-20,True,The answer accurately reflects the content of the retrieved context and correctly identifies that the specific engine-parameter requirements are missing.,1214
"For authenticated in-flight mode changes, how do the message authentication methods and key-rotation policy align with the Link 16 terminal’s approved crypto module and 30-day key storage?",vanilla,2,2-hop,2026-08-20,True,All factual claims and requirement details are accurate and strictly supported by the retrieved contexts.,2170
"For authenticated in-flight mode changes, how do the message authentication methods and key-rotation policy align with the Link 16 terminal’s approved crypto module and 30-day key storage?",agentic,2,2-hop,2026-08-20,True,"The answer accurately summarizes requirement FCC-011 and correctly states that details regarding Link 16, key-rotation, and 30-day storage are absent from the provided context.",1814
"For authenticated in-flight mode changes, how do the message authentication methods and key-rotation policy align with the Link 16 terminal’s approved crypto module and 30-day key storage?",graphrag,2,2-hop,2026-08-20,True,Every claim in the answer is directly supported by the retrieved requirement contexts.,3555
"For authenticated in-flight mode changes, how do the message authentication methods and key-rotation policy align with the Link 16 terminal’s approved crypto module and 30-day key storage?",agentic-graph,2,2-hop,2026-08-20,True,All factual statements and distinctions made in the answer are accurately grounded in the retrieved requirements.,2645
"For authenticated in-flight mode changes, how do the message authentication methods and key-rotation policy align with the Link 16 terminal’s approved crypto module and 30-day key storage?",adaptive,2,2-hop,2026-08-20,True,"All claims accurately reflect the retrieved requirements for FCC mode changes, CDL key rotation, and Link 16 crypto storage.",2567
"For civil Nimbus-C3 operations, what SBAS processing capability is required for the INS to achieve the SORA OC-3 containment volume navigation performance?",vanilla,2,2-hop,2026-08-20,True,The answer accurately reflects the retrieved contexts by identifying that no specific INS SBAS processing capability is defined and correctly citing the available requirements.,1316
"For civil Nimbus-C3 operations, what SBAS processing capability is required for the INS to achieve the SORA OC-3 containment volume navigation performance?",agentic,2,2-hop,2026-08-20,True,The answer accurately acknowledges the lack of retrieved context and makes no unsupported factual claims.,553
"For civil Nimbus-C3 operations, what SBAS processing capability is required for the INS to achieve the SORA OC-3 containment volume navigation performance?",graphrag,2,2-hop,2026-08-20,True,"All claims regarding INS containment volume performance, accuracy thresholds, and GNSS SBAS processing requirements are accurately supported by the retrieved contexts.",2696
"For civil Nimbus-C3 operations, what SBAS processing capability is required for the INS to achieve the SORA OC-3 containment volume navigation performance?",agentic-graph,2,2-hop,2026-08-20,True,The answer correctly acknowledges that no contexts were provided and makes no unsupported factual claims.,528
"For civil Nimbus-C3 operations, what SBAS processing capability is required for the INS to achieve the SORA OC-3 containment volume navigation performance?",adaptive,2,2-hop,2026-08-20,True,"All statements accurately reflect the provided contexts, correctly noting what is and is not specified regarding INS and GNSS SBAS capabilities.",1419
"For ground-maintenance fault-injection commands sent from BIT to the power subsystem, what operator authentication must be completed first, and by what login method?",vanilla,2,2-hop,2026-08-20,True,"All claims regarding authentication requirements, multi-factor login methods, and cited requirement IDs are fully supported by the retrieved contexts.",1377
"For ground-maintenance fault-injection commands sent from BIT to the power subsystem, what operator authentication must be completed first, and by what login method?",agentic,2,2-hop,2026-08-20,True,The answer accurately reflects the retrieved requirements by identifying the only mentioned authentication requirement and correctly stating that the specific details requested are not provided in the,975
"For ground-maintenance fault-injection commands sent from BIT to the power subsystem, what operator authentication must be completed first, and by what login method?",graphrag,2,2-hop,2026-08-20,True,"All claims regarding operator authentication and the MFA login methods are directly supported by PWR-027, BIT-020, SEC-015, and GCS-008.",2057
"For ground-maintenance fault-injection commands sent from BIT to the power subsystem, what operator authentication must be completed first, and by what login method?",agentic-graph,2,2-hop,2026-08-20,True,"All statements and requirement citations in the answer are directly supported by PWR-027, BIT-020, and SEC-015.",1327
"For ground-maintenance fault-injection commands sent from BIT to the power subsystem, what operator authentication must be completed first, and by what login method?",adaptive,2,2-hop,2026-08-20,True,All claims regarding the authentication requirements and login methods are directly supported by the retrieved contexts.,1197
How is the FCC’s 100 ms debounced weight-on-wheels input behavior verified on DAL-A platforms under a single landing-gear sensor fault?,vanilla,2,2-hop,2026-08-20,True,The answer accurately states what is present in the context and correctly identifies that the verification details requested are not provided.,1121
How is the FCC’s 100 ms debounced weight-on-wheels input behavior verified on DAL-A platforms under a single landing-gear sensor fault?,agentic,2,2-hop,2026-08-20,True,The answer accurately summarizes the available functional requirements from FCC-048 and correctly states that verification details for DAL-A platforms under a single sensor fault are not present in th,1398
How is the FCC’s 100 ms debounced weight-on-wheels input behavior verified on DAL-A platforms under a single landing-gear sensor fault?,graphrag,2,2-hop,2026-08-20,True,The answer accurately summarizes the relevant requirements from the context and correctly identifies that no verification requirement for the specified scenario is present in the context.,2209
How is the FCC’s 100 ms debounced weight-on-wheels input behavior verified on DAL-A platforms under a single landing-gear sensor fault?,agentic-graph,2,2-hop,2026-08-20,True,The answer accurately states what is present in FCC-048 and correctly notes that the verification method under the specified conditions is not provided in the retrieved context.,1601
How is the FCC’s 100 ms debounced weight-on-wheels input behavior verified on DAL-A platforms under a single landing-gear sensor fault?,adaptive,2,2-hop,2026-08-20,True,The answer accurately reflects the contents of FCC-048 and correctly states that verification under the specified fault condition is not provided in the context.,1110
"Given the SAR’s EMC coexistence with the CDL, which GNSS bands and constellations must remain trackable on Stratos-7, AeroLynx-X2, and Nimbus-C3?",vanilla,2,2-hop,2026-08-20,True,"All stated GNSS bands, constellations, platforms, and requirement citations are fully supported by the retrieved contexts.",1536
"Given the SAR’s EMC coexistence with the CDL, which GNSS bands and constellations must remain trackable on Stratos-7, AeroLynx-X2, and Nimbus-C3?",agentic,2,2-hop,2026-08-20,True,"All listed GNSS bands, frequencies, and platform applicabilities are accurately grounded in requirement [GPS-009], with a correct observation that SAR/CDL EMC details are not present in the retrieved ",2177
"Given the SAR’s EMC coexistence with the CDL, which GNSS bands and constellations must remain trackable on Stratos-7, AeroLynx-X2, and Nimbus-C3?",graphrag,2,2-hop,2026-08-20,True,"All claims regarding SAR/CDL coexistence and the GNSS bands and constellations for each platform are directly supported by SAR-017, CDL-024, and GPS-009.",2494
"Given the SAR’s EMC coexistence with the CDL, which GNSS bands and constellations must remain trackable on Stratos-7, AeroLynx-X2, and Nimbus-C3?",agentic-graph,2,2-hop,2026-08-20,True,The answer accurately reflects the GNSS bands and constellations specified in GPS-009 while correctly noting the absence of SAR and CDL EMC requirements in the context.,2063
"Given the SAR’s EMC coexistence with the CDL, which GNSS bands and constellations must remain trackable on Stratos-7, AeroLynx-X2, and Nimbus-C3?",adaptive,2,2-hop,2026-08-20,True,"All cited requirements and constellations are directly supported by GPS-009, and the lack of SAR/CDL context is accurately stated.",1782
"Which flight-control computer display behavior is validated by the HMI verification requirement through the linked display logic reference, and what upstream cockpit interface requirement does it trace back to?",vanilla,2,3+-hop,2026-08-20,True,All claims in the answer accurately summarize the retrieved contexts and correctly identify that the specific flight-control computer display behavior and verification references asked about are absen,1424
"Which flight-control computer display behavior is validated by the HMI verification requirement through the linked display logic reference, and what upstream cockpit interface requirement does it trace back to?",agentic,2,3+-hop,2026-08-20,True,"The answer accurately states that the retrieved contexts do not contain the specific HMI verification requirement, display logic reference, or upstream cockpit interface requirement.",1234
"Which flight-control computer display behavior is validated by the HMI verification requirement through the linked display logic reference, and what upstream cockpit interface requirement does it trace back to?",graphrag,2,3+-hop,2026-08-20,False,The contexts do not state that the control-law authority margin display (HMI-015/FCC-029) is validated by any HMI verification requirement or that it traces back to HMI-004.,3073
"Which flight-control computer display behavior is validated by the HMI verification requirement through the linked display logic reference, and what upstream cockpit interface requirement does it trace back to?",agentic-graph,2,3+-hop,2026-08-20,True,Every claim in the answer accurately reflects the retrieved contexts for NBC3-FCC-002 and HMI-022.,1989
"Which flight-control computer display behavior is validated by the HMI verification requirement through the linked display logic reference, and what upstream cockpit interface requirement does it trace back to?",adaptive,2,3+-hop,2026-08-20,True,"All factual claims regarding FCC-029, HMI-015, and HMI-004 are accurately supported by the retrieved contexts.",2824
"Which flight control requirement is ultimately traced from the referenced air data requirement through the intermediate air data dependency, and how does that end-to-end linkage propagate across the ADS–FCC boundary?",vanilla,2,3+-hop,2026-08-20,True,"The answer accurately acknowledges that the retrieved contexts do not contain the specific ADS requirements or trace linkages, while correctly summarizing the interface patterns that are present.",1458
"Which flight control requirement is ultimately traced from the referenced air data requirement through the intermediate air data dependency, and how does that end-to-end linkage propagate across the ADS–FCC boundary?",agentic,2,3+-hop,2026-08-20,True,"All claims regarding ADS sampling, publication parameters, and FCC gain-scheduled control laws are accurately derived from ADS-005, ADS-021, and FCC-020.",2796
"Which flight control requirement is ultimately traced from the referenced air data requirement through the intermediate air data dependency, and how does that end-to-end linkage propagate across the ADS–FCC boundary?",graphrag,2,3+-hop,2026-08-20,True,The answer accurately states what is present and missing in the retrieved contexts without hallucinating unmentioned requirements or linkages.,2386
"Which flight control requirement is ultimately traced from the referenced air data requirement through the intermediate air data dependency, and how does that end-to-end linkage propagate across the ADS–FCC boundary?",agentic-graph,2,3+-hop,2026-08-20,True,"The answer accurately states that the retrieved context lacks the specific air data and flight control requirements needed to trace the linkage, while correctly summarizing the relevant interface stan",2232
"Which flight control requirement is ultimately traced from the referenced air data requirement through the intermediate air data dependency, and how does that end-to-end linkage propagate across the ADS–FCC boundary?",adaptive,2,3+-hop,2026-08-20,True,The answer accurately states what is present in the context and correctly identifies that the requested end-to-end trace to an FCC requirement is not supported by the retrieved contexts.,2601
"Which flight-control capability traces through the security and ground-control requirements to ultimately satisfy the aircraft power-management requirement, and what intermediate constraints must be met end-to-end?",vanilla,2,3+-hop,2026-08-20,True,"All claims made in the answer are directly supported by the retrieved contexts, and it accurately identifies that the power-management requirement is missing.",1740
"Which flight-control capability traces through the security and ground-control requirements to ultimately satisfy the aircraft power-management requirement, and what intermediate constraints must be met end-to-end?",agentic,2,3+-hop,2026-08-20,True,"All facts, requirement IDs, and trace relationships are fully supported by the retrieved contexts.",2510
"Which flight-control capability traces through the security and ground-control requirements to ultimately satisfy the aircraft power-management requirement, and what intermediate constraints must be met end-to-end?",graphrag,2,3+-hop,2026-08-20,True,"All factual claims, constraints, requirement citations, and missing evidence disclaimers are fully supported by the retrieved contexts.",3206
"Which flight-control capability traces through the security and ground-control requirements to ultimately satisfy the aircraft power-management requirement, and what intermediate constraints must be met end-to-end?",agentic-graph,2,3+-hop,2026-08-20,True,All factual statements and constraints cited in the answer are accurately grounded in the retrieved requirements.,2436
"Which flight-control capability traces through the security and ground-control requirements to ultimately satisfy the aircraft power-management requirement, and what intermediate constraints must be met end-to-end?",adaptive,2,3+-hop,2026-08-20,True,"All claims and requirement citations in the answer are accurately grounded in the retrieved contexts, and the answer correctly notes the absence of the explicit power-management requirement text.",2782
Which flight dynamics verification requirement traces through navigation references to the downstream navigation requirement governing the related guidance behavior?,vanilla,2,3+-hop,2026-08-20,True,The answer accurately reflects the contents of the retrieved contexts and correctly states that the requested requirement cannot be found.,1703
Which flight dynamics verification requirement traces through navigation references to the downstream navigation requirement governing the related guidance behavior?,agentic,2,3+-hop,2026-08-20,True,All factual claims and requirement identifiers cited in the answer are directly supported by the retrieved contexts.,2583
Which flight dynamics verification requirement traces through navigation references to the downstream navigation requirement governing the related guidance behavior?,graphrag,2,3+-hop,2026-08-20,False,The contexts do not support the claim that NBC3-NAV-001 is a flight dynamics verification requirement or that it traces through FMS-020 to downstream requirement FMS-012.,2921
Which flight dynamics verification requirement traces through navigation references to the downstream navigation requirement governing the related guidance behavior?,agentic-graph,2,3+-hop,2026-08-20,True,The answer accurately reflects the contents of the retrieved requirements and correctly identifies that the specific tracing flight dynamics verification requirement is absent from the provided contex,3525
Which flight dynamics verification requirement traces through navigation references to the downstream navigation requirement governing the related guidance behavior?,adaptive,2,3+-hop,2026-08-20,True,"All requirement citations, quoted contents, and traceability relationships in the answer are accurate and fully supported by the provided context.",2812
Which human-machine interface requirement ultimately traces back to the autonomous control behavior through the security and energy management requirements?,vanilla,2,3+-hop,2026-08-20,True,All factual claims made in the answer are accurately grounded in the retrieved requirements.,1370
Which human-machine interface requirement ultimately traces back to the autonomous control behavior through the security and energy management requirements?,agentic,2,3+-hop,2026-08-20,True,"All claims regarding HMI-120 and ENG-008 are directly supported by the context, and the answer accurately notes the absence of further tracing links.",2305
