query,query_type,pipeline,embedder,reranker,repeat,latency_ms,prompt_tokens,completion_tokens,total_tokens,cited_ids,source_ids,n_sources,iter_count,verdict,intent,routed_to,route_reason,answer,judge_gpt5_faithful,judge_gpt5_reason,judge_gpt41_faithful,judge_gpt41_reason,judge_gemini_faithful,judge_gemini_reason,judge_unanimous
"What end-to-end requirement flow links the security constraint to the final auto-function behavior, and how do the flight-control and data-link provisions propagate that constraint across subsystems?",3+-hop,vanilla,azure,none,2,15063,629,740,1369,SEC-014;SEC-012;AUTO-004;FCC-001;CDL-001,SEC-014;SEC-012;AUTO-004;FCC-001;CDL-001,5,0,,,,,"The retrieved set supports this end-to-end flow:

1. **System security constraint at the architecture boundary**  
   The system must apply **defence-in-depth** between the **CDL** and **internal avionics buses**, using a **dedicated security-partition guard** that enforces **allowed command types per RBAC and flight phase** [SEC-014].  
   In parallel, the system must enforce **role separation** so an **operator cannot self-promote to administrator**, and an **administrator cannot dispatch operational flight-control commands** [SEC-012].

2. **Propagation into the data-link subsystem**  
   The **CDL** is the internet-facing / BLOS communications element in that boundary, and its development baseline explicitly includes **cyber-security assurance per DO-326A/DO-356A at DAL-B** [CDL-001].  
   So the CDL side of the chain is: externally sourced commands enter through the CDL, but the CDL operates under the security assurance framework that supports the architectural controls required by [SEC-014] and [SEC-012] [CDL-001][SEC-014][SEC-012].

3. **Propagation into the flight-control subsystem**  
   The **FCC** is the flight-control endpoint for any operational flight-control effect, and it is developed to **DO-178C DAL-A** on Stratos-7 and AeroLynx-X2, and **DAL-B** on Skyrunner-T1 and Nimbus-C3, with associated logic at corresponding **DO-254 Level A/B** [FCC-001].  
   Therefore, even if a command traverses the CDL path, the flight-control side is implemented within a high-assurance FCC environment [FCC-001].

4. **How the constraint reaches auto-function behavior**  
   The governing auto-function references include **DO-178C, ARP4754A, DO-236C, DO-283B, DO-365B, DO-297, ARINC 653, and MIL-F-9490D** [AUTO-004].  
   From the retrieved text, the only explicit behavioral constraint is that commands passed from the CDL toward avionics must be filtered by a guard according to **RBAC** and **flight phase** [SEC-014], while prohibited role combinations are blocked [SEC-012].  
   That means any final auto-function behavior can only be reached through a path where:
   - the sender’s role is permitted [SEC-012][SEC-014]  
   - the command type is allowed [SEC-014]  
   - the current flight phase allows it [SEC-014]  
   - the command is then acted on by the FCC implementation [FCC-001]

5. **Cross-subsystem relationship**  
   In short:  
   **SEC requirements define the command admissibility rule** [SEC-014][SEC-012];  
   **CDL provides the external command ingress under cyber-assured comms provisions** [CDL-001];  
   **the guard enforces what may cross from CDL to avionics buses** [SEC-014];  
   **FCC is the subsystem that would realize any resulting flight-control behavior under its own assurance level** [FCC-001].  

What the retrieved context does **not** contain is a specific AUTO requirement showing a named auto-function’s final behavior or an explicit trace statement from SEC → AUTO item IDs. So I can describe the architectural flow and propagation, but I cannot identify a more detailed requirement-to-requirement chain inside the AUTO set from the provided excerpts [AUTO-004].",False,"The answer adds unsupported details about external command flow, FCC acting on commands, and auto-function reachability beyond what the retrieved requirements explicitly state.",True,"All claims in the answer are directly supported by the retrieved contexts, with explicit references and no unsupported extensions.",,skipped,False
"Which flight-control requirement ultimately drives the GPS timing/power dependency through the referenced power allocation chain, and how does that dependency propagate across the involved subsystems?",3+-hop,agentic,azure,none,2,50236,5687,1386,7073,FCC-036;PWR-018;FCC-013;GPS-026;GPS-010;FCC-034,GPS-029;GPS-026;GPS-008;GPS-003;GPS-010;FCC-020;FCC-036;FCC-034;FCC-013;FCC-048;EPS-008;EPS-021;EPS-010;EPS-012;EPS-002,15,3,continue,semantic,,,"The flight-control requirement is **[FCC-036]**: the FCC shall sustain uninterrupted inner-loop execution through a **primary power interruption of up to 50 ms** using the hold-up energy storage in **##PWR.PWR-018** [FCC-036].

That dependency propagates as follows:

1. **FCC power need**
   - The FCC must keep the inner loop running through **50 ms** interruptions [FCC-036].
   - This supports the FCC’s control execution obligation at **200 Hz** with bounded jitter [FCC-013].  
   - So, uninterrupted FCC power is required to preserve flight-control continuity [FCC-036][FCC-013].

2. **Shared power-allocation chain**
   - [FCC-036] explicitly satisfies **##PWR.PWR-018** [FCC-036].
   - The GPS receiver also requires **50 ms power-interruption ride-through via hold-up capacitor energy per ##PWR.PWR-018** [GPS-026].
   - Therefore, both FCC and GPS depend on the same referenced power allocation / hold-up provision in **##PWR.PWR-018** [FCC-036][GPS-026].

3. **Timing dependency from GPS into FCC**
   - The GPS provides **UTC time accurate to ≤ 50 ns 1-sigma when NAV is valid** to downstream systems including the FCC via **1PPS** and time-of-week [GPS-010].
   - The FCC, in turn, must provide a **time-reference service aligned to UTC with accuracy ≤ 1 ms when GPS time is valid**, and otherwise free-wheel with **≤ 100 ppm** drift [FCC-034].
   - So the FCC has a functional timing dependency on GPS validity for its UTC-aligned time service [GPS-010][FCC-034].

4. **Combined effect**
   - The **ultimate driver** is the FCC’s need to remain operational across short power interruptions, stated in [FCC-036].
   - That same power hold-up chain also powers the GPS ride-through [GPS-026], which helps preserve GPS timing continuity.
   - Preserving GPS through the same **50 ms** interruption supports continued availability of valid GPS time to the FCC [GPS-026][GPS-010][FCC-034].

In short: **[FCC-036] is the flight-control requirement that drives the dependency**, and it propagates through **##PWR.PWR-018** to both FCC and GPS power ride-through, while GPS timing then feeds the FCC’s UTC time-reference function [FCC-036][GPS-026][GPS-010][FCC-034].

What the retrieved context does **not** show is the actual text of **##PWR.PWR-018**, so I can identify the chain and participants, but not restate that allocation requirement verbatim.",False,"The answer adds unsupported causal claims that FCC-036 is the ultimate driver of GPS power/timing continuity through PWR-018, which the contexts do not state.",True,"All claims about the requirements, their links, power and timing dependencies, and specific requirement IDs are directly supported by the retrieved contexts.",,skipped,False
Which flight-control requirement provides the engine-out detection and automatic rudder-trim behavior referenced by the autopilot single-engine-out altitude-hold test?,1-hop,vanilla,azure,none,0,3374,519,176,695,ALX2-FCC-003;ALX2-AUTO-003;HMI-020;ENG-044;ALX2-AUTO-001,ALX2-FCC-003;ALX2-AUTO-003;HMI-020;ENG-044;ALX2-AUTO-001,5,0,,,,,"The referenced flight-control requirement is [ALX2-FCC-003].

It is the source requirement that defines the behavior the autopilot test coordinates with in [ALX2-AUTO-003]:
- detect single-engine-out within 500 ms of N1 falling below 40 % on either engine [ALX2-FCC-003]
- command automatic rudder trim within 1 s to counter asymmetric thrust [ALX2-FCC-003]
- notify the operator per [HMI-020] [ALX2-FCC-003]

The linkage is explicit: the autopilot single-engine-out altitude-hold test says it shall execute procedures “coordinated with ##ALX2-FCC-003” while maintaining altitude ±100 ft with the surviving engine at up to 95 % power [ALX2-AUTO-003].",True,All factual claims are directly supported by ALX2-FCC-003 and ALX2-AUTO-003.,True,All cited behaviors and requirement IDs are explicitly supported in the retrieved contexts.,,skipped,True
"What flight data recorder requirement ultimately depends on inertial sensor provisions through navigation and GPS traceability, and how does that dependency chain affect recorded positioning data?",3+-hop,graphrag,azure,none,1,11467,1534,642,2176,FDR-022;NAV-008;INS-039;FDR-001;GPS-008;FDR-004;GPS-006;INS-013;BIT-002;EMS-005;FCC-029;FDR-016;FDR-020;FDR-070;INS-014,FDR-022;NAV-008;INS-039;FDR-001;GPS-008;FDR-004;GPS-006;INS-013;BIT-002;EMS-005;FCC-029;FDR-016;FDR-020;FDR-070;INS-014,15,0,,,,,"The FDR requirement is [FDR-004]: the FDR shall record the mandatory parameters in [FDR-016] at each parameter’s native rate, with timestamps synchronized to UTC via `##NAV.NAV-027` [FDR-004]. For positioning specifically, [FDR-016] requires recording **Position (lat, lon, alt) at 5 Hz** and **Velocity (NED) at 5 Hz**, both sourced from `##NAV.NAV-029` [FDR-016].

From the provided context, the dependency chain is only partially visible:

- **FDR recording obligation:** [FDR-004], [FDR-016]
- **Navigation source for recorded position/velocity:** `##NAV.NAV-029` as cited in [FDR-016]
- **Navigation behavior when inertial validity is lost:** if `POS_VALID=0` for more than **500 ms** while GPS fix remains valid, NAV transitions to **AHRS mode**, using **GPS for position** and an attitude-only IMU filter [NAV-008]
- **INS degradation on GPS aiding loss:** after **> 60 s** loss of GPS aiding, INS transitions to **DEGRADED** and continues inertial-only navigation [INS-013]
- **Vertical-channel aid in DEGRADED:** INS accepts barometric altitude aiding from `##ADS.ADS-015` to keep vertical-velocity error growth below **2 ft/s 1-sigma over 10 min** [INS-014]
- **GPS mode validity constraints:** GNSS enters **DEGRADED** if RAIM detects an unresolved fault, **HDOP > 6**, or fewer than **4 SVs** remain trackable [GPS-008]; GNSS reaches NAV only with at least **4 SVs**, elevation **≥ 5°**, **HDOP ≤ 6**, **VDOP ≤ 8**, and RAIM available [GPS-006]

So, the effect on recorded positioning data is:

- The FDR records the navigation solution delivered by NAV at **5 Hz** [FDR-016].
- If inertial position becomes invalid but GPS remains valid, the recorded position will still come from the NAV solution in **AHRS mode**, specifically using **GPS for position** [NAV-008].
- If GPS aiding is lost long enough for the INS to go **DEGRADED**, the navigation source may continue inertial-only, with barometric altitude aiding helping the vertical channel [INS-013], [INS-014]. That would affect the quality of the recorded position/altitude data, though the exact behavior of `NAV-029` is not present in the retrieved context.
- GPS availability and integrity limits directly affect whether NAV can rely on GPS-derived position, because GNSS degrades outside the conditions in [GPS-006] and [GPS-008].

I cannot fully show the “ultimate” traceability through `NAV-029`, `NAV-027`, or any GPS requirement explicitly linked to that NAV position source, because those requirements are not included in the retrieved context.",False,"The answer adds unsupported claims about NAV source behavior, data quality effects, and dependency/traceability beyond what the retrieved contexts explicitly provide.",True,All claims about requirements and their dependencies are directly supported or allowably inferred from the retrieved contexts without adding unsupported details.,,skipped,False
"During the fault-injection mode-transition test, when battery-only operation is entered after generator and APU failures, which loads must remain powered and which bus ties must change state?",2-hop,adaptive,azure,none,0,14332,3737,460,4197,EPS-024;EPS-006;EPS-015,EPS-024;EPS-005;EPS-006;EPS-004;EPS-015,5,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=0, trace_kw=False, chain_ind=False, numeric=True)","During entry to **BATT_ONLY** in the fault-injection mode-transition test [EPS-024], the required **BATT_ONLY** configuration is:

- **Loads that must remain powered:** **only P1+P2 loads** [EPS-006].  
- **Bus ties/contactors that must change state:**  
  - **Open all non-essential bus ties** [EPS-006]  
  - **Close the battery-to-emergency-bus tie** [EPS-006]

Also, if the system later returns from **BATT_ONLY** to **APU_BACKUP** or **NORMAL**, **shed P3-P6 loads must not reconnect automatically**; their reconnection requires **explicit operator command** [EPS-015].

The retrieved requirements do **not** state any additional bus-tie changes specific to BATT_ONLY beyond those above [EPS-006].",False,It adds unsupported details about later return behavior and claims no additional BATT_ONLY bus-tie changes are stated despite EPS-004 saying battery-only powers essential+emergency buses.,True,All the claims in the answer are supported directly by EPS-006 and EPS-015 in the retrieved contexts.,,skipped,False
"Which interface power requirement defines the 50 ms ride-through capability, and which general requirement establishes the DO-160G Category Z interruption profile?",1-hop,agentic,azure,none,1,17462,4449,595,5044,EPS-009;EPS-023;EPS-017,EPS-009;EPS-006;EPS-023;EPS-007;EPS-012;EPS-017;EPS-025;EPS-009;EPS-006;EPS-023,10,3,continue,semantic,,,"From the provided context, only the **50 ms ride-through / break-time** requirement is present:

- The interface-level power behavior is reflected in **[EPS-009]**, which requires make-before-break transitions and a **maximum break time of 50 ms on essential buses** [EPS-009].
- That requirement is verified by **[EPS-023]**, which demonstrates **≤ 50 ms break** during commanded source transfers [EPS-023].

For the second part: the retrieved context does **not** contain any requirement that establishes a **DO-160G Category Z interruption profile**. The only DO-160G-related general requirement in the context is **[EPS-017]**, and it addresses **§4 Category A2 environmental envelope** and **§22 lightning transients per Category A3**, not Category Z interruption behavior [EPS-017].

So, based on the provided requirements:
- **50 ms ride-through capability:** [EPS-009] (verified by [EPS-023])
- **DO-160G Category Z interruption profile:** **not present in the retrieved context**",True,"All claims are supported by the retrieved contexts, including that EPS-009 defines the 50 ms break and no Category Z interruption requirement appears in the provided chunks.",True,All claims are directly supported by the contexts; DO-160G Category Z interruption profile is confirmed as not present.,,skipped,True
"Which flight-control communication requirement ultimately traces from the cockpit display link, through the controller and automation references, to the final automation behavior requirement?",3+-hop,agentic-graph,azure,none,0,18632,5688,671,6359,AUTO-001;FCC-007;FCC-041,FCC-001;FCC-004;FCC-007;FCC-038;ALX2-FCC-003;FCC-C5;FCC-020;FCC-002;FCC-041;SKT1-FCC-003,10,3,continue,semantic,,,"From the provided FCC context, the only explicit flight-control communication chain I can ground is:

- FCC rejects autopilot/guidance-originated surface commands in GROUND mode, and that source is referenced as `##AUTO.AUTO-001` [FCC-007].
- FCC attitude communication is published on MIL-STD-1553B as `FCC_ATTITUDE_MSG` [FCC-041].

However, your question asks for a requirement that “ultimately traces from the cockpit display link, through the controller and automation references, to the final automation behavior requirement.” The retrieved context does not include:
- any cockpit display link requirement,
- the referenced controller requirement,
- the automation requirements behind `##AUTO.AUTO-001`,
- or trace links showing the full chain.

So I cannot identify the final requirement from this context alone. The only relevant cross-reference present is `##AUTO.AUTO-001` in [FCC-007].",True,The answer only states what is present in the contexts and notes the requested trace chain is not included.,True,The answer accurately states that the contexts lack the full trace chain and cites only claims supported by the referenced context.,,skipped,True
"Which built-in test verifies the power requirement tied to the cited security control, and what ground-control interface constraint is ultimately referenced through that chain?",3+-hop,agentic-graph,azure,none,2,27564,9585,761,10346,BIT-020;PWR-027;SEC-015;GCS-008,BIT-015;PWR-027;BIT-020;FCC-055;SEC-035;PWR-034;PLD-035;BIT-003;FCC-006;STR7-CDL-002;ENG-037;APM-033;SEC-015;PWR-021;APM-029;BIT-031;FCC-044;FDR-055;GCS-008;GPS-029;INS-045,21,3,continue,semantic,,,"The built-in test is the **MBIT interface for ground maintenance** in [BIT-020], because [PWR-027] says the PWR subsystem accepts BPCU commands from the BIT function in **##BIT.BIT-020** and requires authentication via [SEC-015]. So the chain is:

- [PWR-027] → BIT function in [BIT-020] → authenticated via [SEC-015]
- [BIT-020] defines the relevant built-in test capability as **MBIT**, supporting per-LRU and per-function ground-triggered tests, authenticated per [SEC-015].

The ground-control interface constraint ultimately referenced through that chain is the **GCS multi-factor operator authentication requirement** in [GCS-008], because [SEC-015] satisfies and invokes [GCS-008]. Specifically, [GCS-008] requires **every operator login to use multi-factor authentication (badge + PIN, or smartcard + password), with no operator commands accepted prior to successful authentication** [SEC-015] [GCS-008].",False,"It incorrectly identifies BIT-020/MBIT as the verifying test for the power requirement, while the context only ties PWR-027 to BIT-020 and does not state verification by that test.",True,"All claims are directly supported by the retrieved contexts, including test chain and GCS authentication requirements.",,skipped,False
"What top-level built-in test objective ultimately traces through the software requirement and logic design into the command/data link implementation, and what downstream design obligation does it impose?",3+-hop,vanilla,azure,none,2,6149,517,320,837,BIT-001;CDL-038;CDL-003;SEC-014;PLD-035,BIT-001;CDL-038;CDL-003;SEC-014;PLD-035,5,0,,,,,"The retrieved context does not show a full end-to-end trace chain from BIT into a specific CDL software requirement or logic design item, so I can only answer the top-level objective and the likely downstream obligation that is explicitly supported.

The top-level BIT objective is that the document defines “Built-In Test and Health Management requirements” for the platforms, and that the BIT software shall be developed to DO-178C DAL-B generally, with DAL-A portions on Stratos-7 and AeroLynx-X2 where BIT feeds DAL-A safety functions [BIT-001].

From the CDL side, the command/data link’s safety-critical obligation is that command uplink is the protected path within an encrypted, authenticated, integrity-protected bidirectional link [CDL-003]. A downstream design obligation explicitly imposed on the implementation is defence-in-depth isolation between the internet-facing/BLOS CDL and internal avionics buses, using a dedicated security-partition guard that enforces allowed command types per RBAC and flight phase [SEC-014].

So, supported by the retrieved requirements:
- Top-level BIT objective: provide Built-In Test and Health Management capability, implemented at the required software assurance level [BIT-001].
- Downstream design obligation on the CDL implementation: protect the safety-critical command path with secured link properties [CDL-003] and enforce architectural segregation/guarding of commands before they reach internal avionics [SEC-014].

If you want the exact traced software-requirement and logic-design items “through” to the CDL implementation, they are not present in the provided context.",False,The answer adds unsupported trace-chain and 'implemented at the required software assurance level' characterizations not shown in the provided contexts.,True,"All claims in the answer are directly supported by the retrieved contexts, with careful avoidance of unsupported inference.",,skipped,False
"How do the data link crypto module and key-retention requirements support authenticated autonomous autopilot mode engagements, particularly for exceptions like DAA Resolution and RTB?",2-hop,graphrag,azure,none,0,10951,1501,526,2027,AUTO-006;AUTO-020;AUTO-038;CDL-006;CDL-012;AUTO-021;RADAR-025;RADAR-017;AUTO-022;AUTO-027;AUTO-035;CDL-030;DLNK-009;EOIR-015;EOIR-018,AUTO-006;AUTO-020;AUTO-038;CDL-006;CDL-012;AUTO-021;RADAR-025;RADAR-017;AUTO-022;AUTO-027;AUTO-035;CDL-030;DLNK-009;EOIR-015;EOIR-018,15,0,,,,,"The retrieved requirements only partially answer this.

- Autopilot mode engagement is normally explicit and authenticated: “The Autopilot shall require explicit operator engagement for any mode other than DAA RESOLUTION and RTB … Engagement requests shall be authenticated per ##SEC.SEC-010” [AUTO-006].
- The two exceptions are autonomous engagements:
  - DAA RESOLUTION may engage autonomously on a validated DAA resolution advisory from Radar/DAA, within 200 ms [AUTO-020], supported by Radar/DAA coupling and AGL validation [RADAR-017], with HIL verification in [RADAR-025], [AUTO-038].
  - RTB may engage autonomously after lost CDL beyond the lost-link timeout, within 1 s [AUTO-022]; CDL starts the lost-link timer on LOST entry and triggers RTB on expiry [CDL-006].

For the data link crypto support specifically:

- The CDL uses “AES-256 encryption in GCM mode for both forward and return links, with session keys rotated every 24 h of flight time or every 10 GB of traffic, whichever comes first” [CDL-012].
- [CDL-012] explicitly satisfies ##SEC.SEC-010, and [AUTO-006] requires operator engagement requests to be authenticated per ##SEC.SEC-010. So the crypto module supports authenticated commanded mode engagements by providing the secured/authenticated link basis tied to that security requirement [CDL-012], [AUTO-006].
- CDL command transport also feeds Autopilot-directed commands from the GCS to the Autopilot [CDL-030], and J12.x control messages to the Autopilot via the data link path [DLNK-009], which is the likely path over which authenticated operator engagement requests would arrive [CDL-030], [DLNK-009], [AUTO-006].

For the autonomous exceptions:

- DAA RESOLUTION does not depend on operator command authentication at engagement time; it is triggered internally from a validated DAA advisory path, not from CDL command traffic [AUTO-020], [RADAR-017], [RADAR-025].
- RTB on lost link likewise does not depend on an authenticated incoming command at engagement time; it is triggered by loss of CDL and expiry of the lost-link timer [AUTO-022], [CDL-006].

On “key-retention” specifically: the provided context contains key rotation requirements, but no explicit key-retention or key-zeroization requirement. I cannot say more about retention behavior from the retrieved requirements.",False,"The answer adds unsupported details about a crypto module providing authentication/secure-link basis and the likely command path, which are not explicitly stated in the retrieved contexts.",True,"All factual claims are directly supported by the retrieved requirements, with correct attribution and no unsupported details.",,skipped,False
"How does navigation fusion respond to inertial/GPS spoof indications, and which INS spoof-detection criteria drive rejection of suspect GPS updates?",1-hop,agentic-graph,azure,none,0,16213,5053,574,5627,NAV-028;INS-028,NAV-028;NAV-008;NAV-016;NAV-015;NAV-017;ICE-012;ICE-011;ICE-002;ICE-005;ICE-016,10,3,continue,semantic,,,"NAV Fusion’s response is explicitly defined: it shall reject any security-relevant input by deweighting the corresponding measurement in the Kalman filter, and it shall notify the security monitor [NAV-028]. The security-relevant inputs named here are the GPS spoof indicator and the INS spoof indicator [NAV-028].

For inertial/GPS spoof indications specifically:

- If the GPS spoof indicator is asserted, NAV Fusion shall deweight the GPS measurement in the Kalman filter and notify the security monitor [NAV-028].
- If the INS spoof indicator is asserted, NAV Fusion shall deweight the INS-derived measurement in the Kalman filter and notify the security monitor [NAV-028].

On the second part of your question: the retrieved context does not contain the INS spoof-detection criteria, nor the detailed conditions that “drive rejection of suspect GPS updates.” NAV-028 only references an external requirement, “INS spoof indicator per ##INS.INS-028,” but the actual criteria from ##INS.INS-028 are not present in the provided context [NAV-028]. So I cannot state those criteria from the available requirements.",True,All claims are supported by NAV-028 or explicitly note that the INS spoof-detection criteria are not present in the provided contexts.,True,All claims are directly supported by NAV-028 and correctly state what is absent from the retrieved contexts.,,skipped,True
