query,pipeline,repeat,query_type,judged_on,gpt41_faithful,gpt41_reason,gpt41_tokens
How is compliance shown that 10 Hz health-monitoring tasks do not cause the 50 Hz outer-loop guidance law to exceed its 95%-of-cycles 2 ms jitter limit?,agentic,2,2-hop,2026-08-16,True,"All claims about the required timing, jitter limits, background task rates, and non-interference constraint are directly supported by FCC-014 and FCC-015, with FCC-015 explicitly stating background ta",1179
How is compliance shown that 10 Hz health-monitoring tasks do not cause the 50 Hz outer-loop guidance law to exceed its 95%-of-cycles 2 ms jitter limit?,graphrag,2,2-hop,2026-08-16,True,"All claims about requirements, constraints, verification methods, and frequency limits are supported directly by FCC-014, FCC-015, FCC-052, and AUTO-011.",2102
How is compliance shown that 10 Hz health-monitoring tasks do not cause the 50 Hz outer-loop guidance law to exceed its 95%-of-cycles 2 ms jitter limit?,agentic-graph,2,2-hop,2026-08-16,True,All claims in the answer are directly supported by the requirements FCC-014 and FCC-015 and their relationship as found in the contexts.,1388
How is compliance shown that 10 Hz health-monitoring tasks do not cause the 50 Hz outer-loop guidance law to exceed its 95%-of-cycles 2 ms jitter limit?,adaptive,2,2-hop,2026-08-16,True,"All claims are directly supported by the retrievals, referencing FCC-014, FCC-015, FCC-013, and AUTO-011 with accurate statements about requirements and linkage.",953
How is the 30-minute battery discharge endurance test tied to the lost-link return-to-base mission profile and associated essential/emergency bus loads?,vanilla,2,2-hop,2026-08-16,True,All claims are directly supported by the retrieved contexts or involve only light inference; the answer also correctly notes 'lost-link' is not explicitly supported.,1149
How is the 30-minute battery discharge endurance test tied to the lost-link return-to-base mission profile and associated essential/emergency bus loads?,agentic,2,2-hop,2026-08-16,True,"The answer correctly states that the retrieved requirements do not address a 30-minute battery endurance test or a lost-link return-to-base profile, and it only summarizes what is verifiable about bat",2520
How is the 30-minute battery discharge endurance test tied to the lost-link return-to-base mission profile and associated essential/emergency bus loads?,graphrag,2,2-hop,2026-08-16,True,"Every claim is directly supported by the retrieved requirements, including battery sizing, load profiles, RTB linkage, and test verification details.",2057
How is the 30-minute battery discharge endurance test tied to the lost-link return-to-base mission profile and associated essential/emergency bus loads?,agentic-graph,2,2-hop,2026-08-16,True,The answer is supported by the retrieved contexts and does not add unsupported information about the 30-minute test or lost-link RTB profile.,1534
How is the 30-minute battery discharge endurance test tied to the lost-link return-to-base mission profile and associated essential/emergency bus loads?,adaptive,2,2-hop,2026-08-16,True,The answer only uses information present in the retrieved contexts and explicitly notes missing information on the 30-minute endurance and lost-link RTB profile.,1822
"For payload telemetry forwarded for downlink, which fuel-control operator command path must the return-link interface also support, and under what authentication requirement?",vanilla,2,2-hop,2026-08-16,False,The answer introduces a specific interface set and relates operator command paths to the return-link downlink context in a manner not fully specified by the retrieved contexts; some claims about relat,932
"For payload telemetry forwarded for downlink, which fuel-control operator command path must the return-link interface also support, and under what authentication requirement?",agentic,2,2-hop,2026-08-16,False,"The answer incorrectly asserts the return-link interface must support CDL-to-FUEL operator command paths, whereas the retrieved contexts indicate the return link is for telemetry downlink and command ",1402
"For payload telemetry forwarded for downlink, which fuel-control operator command path must the return-link interface also support, and under what authentication requirement?",graphrag,2,2-hop,2026-08-16,False,The authentication requirement 'SEC-010' is not defined in the provided contexts.,1734
"For payload telemetry forwarded for downlink, which fuel-control operator command path must the return-link interface also support, and under what authentication requirement?",agentic-graph,2,2-hop,2026-08-16,True,"The answer accurately states that the context does not mention payload telemetry, fuel-control operator commands, or their authentication; it only summarizes FCC-040 as present.",1694
"For payload telemetry forwarded for downlink, which fuel-control operator command path must the return-link interface also support, and under what authentication requirement?",adaptive,2,2-hop,2026-08-16,True,The answer restricts itself to what is contained in ICE-019 and explicitly states that fuel-control and payload telemetry requirements are not present in the retrieved contexts.,744
"For AeroLynx-X2, how is single-engine-out detection and asymmetric-thrust compensation validated from injected N1 loss through FCC response and operator notification timing?",vanilla,2,2-hop,2026-08-16,True,"All claims in the answer are directly supported by the provided requirement contexts, and the limitation regarding notification timing is correctly noted.",936
"For AeroLynx-X2, how is single-engine-out detection and asymmetric-thrust compensation validated from injected N1 loss through FCC response and operator notification timing?",agentic,2,2-hop,2026-08-16,True,"All claims in the answer directly reflect the information provided in the retrieved contexts, without unsupported details.",2136
"For AeroLynx-X2, how is single-engine-out detection and asymmetric-thrust compensation validated from injected N1 loss through FCC response and operator notification timing?",graphrag,2,2-hop,2026-08-16,True,"All factual claims about detection, compensation, validation method, and operator notification are explicitly supported by the retrieved contexts.",1733
"For AeroLynx-X2, how is single-engine-out detection and asymmetric-thrust compensation validated from injected N1 loss through FCC response and operator notification timing?",agentic-graph,2,2-hop,2026-08-16,True,All timing and validation flow claims are directly supported by ALX2-FCC-003 and explicitly acknowledge absence of details not present in retrieved contexts.,2224
"For AeroLynx-X2, how is single-engine-out detection and asymmetric-thrust compensation validated from injected N1 loss through FCC response and operator notification timing?",adaptive,2,2-hop,2026-08-16,True,"All claims in the answer are directly grounded in ALX2-FCC-003, and it correctly notes the lack of further detail in the retrieved contexts.",2049
"What APU health and battery data must the recorder capture, and at what rates during normal operation versus around an APM fault transition?",vanilla,2,2-hop,2026-08-16,False,"The answer adds details from APM-008 about fault transition triggers and timing, which are not tied in FDR-030 to the recorder's operation or required in the specific recorder requirements.",1111
"What APU health and battery data must the recorder capture, and at what rates during normal operation versus around an APM fault transition?",agentic,2,2-hop,2026-08-16,False,"The claim that APM reports APU health data (N1 RPM, EGT, oil pressure) to FDR at 5 Hz is not supported; FDR captures these per APM-023 but only at 1 Hz nominal (10 Hz during fault windows), not 5 Hz, ",1325
"What APU health and battery data must the recorder capture, and at what rates during normal operation versus around an APM fault transition?",graphrag,2,2-hop,2026-08-16,False,The answer introduces details about APM fault transition triggers and cell-level data at 0.1 Hz that are not stated as requirements for FDR recording in the retrieved contexts.,1774
"What APU health and battery data must the recorder capture, and at what rates during normal operation versus around an APM fault transition?",agentic-graph,2,2-hop,2026-08-16,True,"All claims in the answer are directly supported by the retrieved contexts, and it accurately flags the ambiguity about cell-level detail rate during the fault window.",1982
"What APU health and battery data must the recorder capture, and at what rates during normal operation versus around an APM fault transition?",adaptive,2,2-hop,2026-08-16,False,"The answer introduces APU health data details (N1 RPM, EGT, oil pressure) as required capture by the recorder, but the contexts only specify these are monitored/logged by APM, not FDR directly; cell-l",1056
"In approach mode, if a pilot override disconnects the autopilot, what guidance-source context and mode-transition details must the flight data recorder capture?",vanilla,2,2-hop,2026-08-16,True,"Every claim is directly supported by the retrieved contexts, including autopilot disengage details, guidance source context in approach mode, and FDR capture requirements; no unsupported details are p",1122
"In approach mode, if a pilot override disconnects the autopilot, what guidance-source context and mode-transition details must the flight data recorder capture?",agentic,2,2-hop,2026-08-16,True,The answer only asserts as required that FDR capture the AUTO_DISENGAGED event per AUTO-010 and explicitly indicates the additional items are not required by the retrieved contexts.,1053
"In approach mode, if a pilot override disconnects the autopilot, what guidance-source context and mode-transition details must the flight data recorder capture?",graphrag,2,2-hop,2026-08-16,True,"All claims are explicitly supported or lightly inferred from the retrieved contexts, with no unsupported details added.",1797
"In approach mode, if a pilot override disconnects the autopilot, what guidance-source context and mode-transition details must the flight data recorder capture?",agentic-graph,2,2-hop,2026-08-16,True,The answer only asserts FDR must record AUTO_DISENGAGED in this context and notes additional FDR capture requirements for guidance source or mode-transition details are not present in the retrieved re,1148
"In approach mode, if a pilot override disconnects the autopilot, what guidance-source context and mode-transition details must the flight data recorder capture?",adaptive,2,2-hop,2026-08-16,True,"All claims are explicitly supported by FDR-015, AUTO-010, HMI-050, and AUTO-019, and no additional details are introduced.",1527
"How is an uplinked flight plan modification protected if cryptographic keys are zeroised, and what verification demonstrates the data link goes safely OFF afterward?",vanilla,2,2-hop,2026-08-16,True,"All claims are supported by the provided contexts, which state the link is protected by encryption and authentication, must transition to OFF within 200 ms after zeroise, and verification is via hardw",863
"How is an uplinked flight plan modification protected if cryptographic keys are zeroised, and what verification demonstrates the data link goes safely OFF afterward?",agentic,2,2-hop,2026-08-16,True,"The answer accurately states that relevant requirements on uplinked flight plan modification, crypto key zeroisation, or data link transition are not present in the retrieved contexts.",1551
"How is an uplinked flight plan modification protected if cryptographic keys are zeroised, and what verification demonstrates the data link goes safely OFF afterward?",graphrag,2,2-hop,2026-08-16,True,"All claims about uplink protection via encrypted CDL, requirements for operator confirmation, key erasure on zeroise, link going OFF, and test verification steps are explicitly supported by the retrie",1665
"How is an uplinked flight plan modification protected if cryptographic keys are zeroised, and what verification demonstrates the data link goes safely OFF afterward?",agentic-graph,2,2-hop,2026-08-16,False,The claim about end-to-end verification demonstrating 100% rejection for malformed HMAC etc. relates to SEC-019 but is not directly shown to apply to uplinked flight plan modifications or the CDL in t,1233
"How is an uplinked flight plan modification protected if cryptographic keys are zeroised, and what verification demonstrates the data link goes safely OFF afterward?",adaptive,2,2-hop,2026-08-16,True,The answer only states that the requirements for uplinked flight plan modification protection and data link state are not present in the retrieved contexts and does not add unsupported claims.,1545
Will the GNSS receiver maintain operation and preserve sensor state and pointing through a 50 ms Category Z power interruption using essential-bus hold-up energy?,vanilla,2,2-hop,2026-08-16,True,"Every claim is directly supported by or logically follows from the provided contexts, with clear distinction made between supported and unsupported aspects for the GNSS receiver.",915
Will the GNSS receiver maintain operation and preserve sensor state and pointing through a 50 ms Category Z power interruption using essential-bus hold-up energy?,agentic,2,2-hop,2026-08-16,True,All claims in the answer correctly reflect only what is found in the retrieved contexts and do not add unsupported details.,1218
Will the GNSS receiver maintain operation and preserve sensor state and pointing through a 50 ms Category Z power interruption using essential-bus hold-up energy?,graphrag,2,2-hop,2026-08-16,True,All claims about GNSS receiver operation during 50 ms interruption using hold-up energy are supported by PWR-018 and GPS-026; the lack of sensor state/pointing preservation is correctly noted as not e,1528
Will the GNSS receiver maintain operation and preserve sensor state and pointing through a 50 ms Category Z power interruption using essential-bus hold-up energy?,agentic-graph,2,2-hop,2026-08-16,True,All factual claims in the answer are supported by the retrieved contexts and no unsupported requirement details are introduced.,1132
Will the GNSS receiver maintain operation and preserve sensor state and pointing through a 50 ms Category Z power interruption using essential-bus hold-up energy?,adaptive,2,2-hop,2026-08-16,True,Every claim in the answer is directly supported or acknowledged as missing from the retrieved contexts.,851
Under what fine-align and GPS-fix conditions will the INS enter NAV so GNSS velocity can support the autopilot’s ±0.5° track-hold requirement?,vanilla,2,2-hop,2026-08-16,True,"All claims about fine-align, GPS-fix conditions, and autopilot requirements are directly supported by the retrieved contexts.",985
Under what fine-align and GPS-fix conditions will the INS enter NAV so GNSS velocity can support the autopilot’s ±0.5° track-hold requirement?,agentic,2,2-hop,2026-08-16,True,All claims made in the answer are supported directly by the retrieved contexts and requirement citations.,2515
Under what fine-align and GPS-fix conditions will the INS enter NAV so GNSS velocity can support the autopilot’s ±0.5° track-hold requirement?,graphrag,2,2-hop,2026-08-16,True,"All claims in the answer are directly supported by the retrieved contexts, with requirement references and summary statements traceable to the supplied requirements.",1894
Under what fine-align and GPS-fix conditions will the INS enter NAV so GNSS velocity can support the autopilot’s ±0.5° track-hold requirement?,agentic-graph,2,2-hop,2026-08-16,True,The answer correctly limits itself to conditions explicitly present in the retrieved contexts and calls out where information is missing.,2586
Under what fine-align and GPS-fix conditions will the INS enter NAV so GNSS velocity can support the autopilot’s ±0.5° track-hold requirement?,adaptive,2,2-hop,2026-08-16,True,"The answer only claims support for factual statements directly covered in the retrieved requirements and explicitly refrains from specifying INS fine-align criteria, which are not present in the conte",2782
"How is the power subsystem’s APU load-transfer command sequence validated across sea-level and 44,000‑ft conditions to ensure timely ready acknowledgement before transfer?",vanilla,2,2-hop,2026-08-16,True,All claims are directly supported by the retrieved contexts or are lightly inferred without introducing new details.,1059
"How is the power subsystem’s APU load-transfer command sequence validated across sea-level and 44,000‑ft conditions to ensure timely ready acknowledgement before transfer?",agentic,2,2-hop,2026-08-16,True,"Every claim is directly supported by the retrieved contexts, with no added or contradicted details.",1054
"How is the power subsystem’s APU load-transfer command sequence validated across sea-level and 44,000‑ft conditions to ensure timely ready acknowledgement before transfer?",graphrag,2,2-hop,2026-08-16,True,"Every claim in the answer is directly supported by the provided requirements, with no unsupported details or requirement IDs added.",2057
"How is the power subsystem’s APU load-transfer command sequence validated across sea-level and 44,000‑ft conditions to ensure timely ready acknowledgement before transfer?",agentic-graph,2,2-hop,2026-08-16,True,"All claims in the answer are directly supported or explicitly limited by the retrieved contexts, with unsupported aspects clearly attributed to the lack of information.",1339
"How is the power subsystem’s APU load-transfer command sequence validated across sea-level and 44,000‑ft conditions to ensure timely ready acknowledgement before transfer?",adaptive,2,2-hop,2026-08-16,True,All claims in the answer are clearly supported or directly negated by the retrieved contexts.,1103
"How does the command-validation discipline ensure unauthenticated, replayed, stale, or out-of-sequence ground commands are rejected before reaching the flight control laws?",vanilla,2,2-hop,2026-08-16,True,"Every claim is supported by retrieved requirements, with correct attribution; ‘stale’ is correctly noted as not explicitly defined except by sequence constraints.",1323
"How does the command-validation discipline ensure unauthenticated, replayed, stale, or out-of-sequence ground commands are rejected before reaching the flight control laws?",agentic,2,2-hop,2026-08-16,True,"All claims in the answer are directly supported by FCC-031, FCC-040, and FCC-007; answer correctly notes lack of explicit anti-staleness timeout.",2821
"How does the command-validation discipline ensure unauthenticated, replayed, stale, or out-of-sequence ground commands are rejected before reaching the flight control laws?",graphrag,2,2-hop,2026-08-16,True,"All factual claims are substantiated by the retrieved contexts, and summaries closely track the specified requirement content without unsupported additions.",2169
"How does the command-validation discipline ensure unauthenticated, replayed, stale, or out-of-sequence ground commands are rejected before reaching the flight control laws?",agentic-graph,2,2-hop,2026-08-16,True,"All claims about range, rate, sequence monotonicity, auth token validity, and rejection before control-law propagation are directly supported by FCC-031, FCC-040, and FCC-007; explicit absence of stal",2886
"How does the command-validation discipline ensure unauthenticated, replayed, stale, or out-of-sequence ground commands are rejected before reaching the flight control laws?",adaptive,2,2-hop,2026-08-16,True,"Every factual claim in the answer is supported by the retrieved contexts via explicit requirements and tables, with gaps correctly flagged.",2128
How are the notch filters on inertial measurements derived from validated ground-vibration modal data and then verified before flutter-clearance flight testing?,vanilla,2,2-hop,2026-08-16,True,"All claims are directly supported by the retrieved contexts, with requirement IDs and processes accurately matched.",1008
How are the notch filters on inertial measurements derived from validated ground-vibration modal data and then verified before flutter-clearance flight testing?,agentic,2,2-hop,2026-08-16,True,"All claims regarding application of notch filters, use of platform-specific table values, and verification sequence are directly supported by FCC-027, FCC-039, and FCC-056; the answer also correctly n",1966
How are the notch filters on inertial measurements derived from validated ground-vibration modal data and then verified before flutter-clearance flight testing?,graphrag,2,2-hop,2026-08-16,True,"All claims are directly supported by the retrieved requirements and tables, with no additional details added.",1461
How are the notch filters on inertial measurements derived from validated ground-vibration modal data and then verified before flutter-clearance flight testing?,agentic-graph,2,2-hop,2026-08-16,True,"All claims about the derivation and verification of notch filters are directly supported by requirements FCC-027, FCC-039, and FCC-056.",2074
How are the notch filters on inertial measurements derived from validated ground-vibration modal data and then verified before flutter-clearance flight testing?,adaptive,2,2-hop,2026-08-16,True,All steps in the derivation and verification sequence are supported directly or by clear inference from the retrieved requirement contexts.,1372
What flight-test evidence demonstrates that hybrid-navigation accuracy supports the FMS’s enroute RNP lateral-guidance containment target when GPS/SBAS is available?,vanilla,2,2-hop,2026-08-16,True,All claims in the answer match the information found in the retrieved contexts or are accurately identifying what is not present.,1064
What flight-test evidence demonstrates that hybrid-navigation accuracy supports the FMS’s enroute RNP lateral-guidance containment target when GPS/SBAS is available?,agentic,2,2-hop,2026-08-16,True,All factual claims are directly supported by NAV-006 and NAV-034 in the retrieved contexts.,1513
What flight-test evidence demonstrates that hybrid-navigation accuracy supports the FMS’s enroute RNP lateral-guidance containment target when GPS/SBAS is available?,graphrag,2,2-hop,2026-08-16,True,"Every factual claim is directly supported by NAV-034, NAV-006, FMS-012, and NAV-012 in the retrieved contexts.",1839
What flight-test evidence demonstrates that hybrid-navigation accuracy supports the FMS’s enroute RNP lateral-guidance containment target when GPS/SBAS is available?,agentic-graph,2,2-hop,2026-08-16,True,All claims are explicitly supported by NAV-006 and NAV-034 in the retrieved contexts.,1565
What flight-test evidence demonstrates that hybrid-navigation accuracy supports the FMS’s enroute RNP lateral-guidance containment target when GPS/SBAS is available?,adaptive,2,2-hop,2026-08-16,True,"All claims about the test evidence, the requirements (NSE ≤ 0.1 nmi at 95%), HYBRID mode, mission count, and GPS/SBAS availability are supported by NAV-034 and NAV-006.",1925
"During an MBIT firmware update, how should invalid or expired signature detection drive FMS mode transition and allowable navigation capability?",vanilla,2,2-hop,2026-08-16,True,All claims in the answer are supported by the retrieved contexts without introducing unsupported details or contradictions.,1190
"During an MBIT firmware update, how should invalid or expired signature detection drive FMS mode transition and allowable navigation capability?",agentic,2,2-hop,2026-08-16,True,"The answer accurately states that the retrieved contexts do not cover MBIT firmware update, signature detection, FMS mode transitions based on those factors, or resulting allowable navigation capabili",2088
"During an MBIT firmware update, how should invalid or expired signature detection drive FMS mode transition and allowable navigation capability?",graphrag,2,2-hop,2026-08-16,True,"All major claims about FMS mode transitions on database integrity failure, allowable navigation capability in FAULT, and BIT handling of firmware updates are traceable to the retrieved requirements.",2115
"During an MBIT firmware update, how should invalid or expired signature detection drive FMS mode transition and allowable navigation capability?",agentic-graph,2,2-hop,2026-08-16,True,"The answer only summarizes what is present in the retrieved contexts and explicitly notes the lack of information about MBIT, signatures, and FMS mode transition.",1317
"During an MBIT firmware update, how should invalid or expired signature detection drive FMS mode transition and allowable navigation capability?",adaptive,2,2-hop,2026-08-16,True,All claims are supported or qualified precisely by the retrieved contexts without fabrication or contradiction.,1073
"Can payload sensor health and pointing data reach the GCS with mode-change telemetry within 200 ms, given return-link aggregation and payload status publication rates?",vanilla,2,2-hop,2026-08-16,True,"All claims are explicitly supported or carefully limited by the cited requirements, and the answer avoids unsupported inference.",989
"Can payload sensor health and pointing data reach the GCS with mode-change telemetry within 200 ms, given return-link aggregation and payload status publication rates?",agentic,2,2-hop,2026-08-16,True,"The answer accurately reflects the retrieved contexts, detailing supported rates and missing relevant requirements for payload sensor health, pointing data, and end-to-end latency.",2730
"Can payload sensor health and pointing data reach the GCS with mode-change telemetry within 200 ms, given return-link aggregation and payload status publication rates?",graphrag,2,2-hop,2026-08-16,True,"Every claim is supported by the retrieved requirements: payload status is published at 2 Hz, CDL transmits at 20 Hz, and EMS mode-change notifies GCS within 200 ms.",1687
"Can payload sensor health and pointing data reach the GCS with mode-change telemetry within 200 ms, given return-link aggregation and payload status publication rates?",agentic-graph,2,2-hop,2026-08-16,True,All statements in the answer are supported or are correct refusals based on the absence of relevant requirements in the provided contexts.,2458
"Can payload sensor health and pointing data reach the GCS with mode-change telemetry within 200 ms, given return-link aggregation and payload status publication rates?",adaptive,2,2-hop,2026-08-16,True,"Every claim in the answer is supported by the retrieved requirements, with no added details or unsupported assertions.",966
"When the PMC is qualified to the specified DO-160G environment and EMC limits, what GNSS frequencies and constellations must remain operable without interference via DLNK coexistence?",vanilla,2,2-hop,2026-08-16,True,"All claims are directly supported by the retrieved contexts, and the lack of detail on GNSS frequencies/constellations is correctly attributed to missing content from GPS.GPS-009.",869
"When the PMC is qualified to the specified DO-160G environment and EMC limits, what GNSS frequencies and constellations must remain operable without interference via DLNK coexistence?",agentic,2,2-hop,2026-08-16,True,"All claims regarding GNSS frequencies, constellations, and protected systems are directly supported or limited by the retrieved contexts.",816
"When the PMC is qualified to the specified DO-160G environment and EMC limits, what GNSS frequencies and constellations must remain operable without interference via DLNK coexistence?",graphrag,2,2-hop,2026-08-16,True,"All described requirements, frequencies, and constellations are explicitly supported in the retrieved contexts, without any unsupported claim or added detail.",1734
"When the PMC is qualified to the specified DO-160G environment and EMC limits, what GNSS frequencies and constellations must remain operable without interference via DLNK coexistence?",agentic-graph,2,2-hop,2026-08-16,True,The answer accurately reflects that the retrieved contexts only specify GPS and do not detail specific GNSS frequencies or constellations; all statements are supported.,862
"When the PMC is qualified to the specified DO-160G environment and EMC limits, what GNSS frequencies and constellations must remain operable without interference via DLNK coexistence?",adaptive,2,2-hop,2026-08-16,True,The answer only summarizes explicit requirements from the contexts and correctly notes the absence of GNSS frequency/constellation details.,849
"How is a suspected GPS spoofing event detected in the inertial filter, handled in navigation fusion, and propagated to security monitoring and logging?",vanilla,2,2-hop,2026-08-16,False,"The answer includes verification test details from INS-052, which are not requested in the question and add unsupported detail beyond detection, handling, and propagation.",1004
"How is a suspected GPS spoofing event detected in the inertial filter, handled in navigation fusion, and propagated to security monitoring and logging?",agentic,2,2-hop,2026-08-16,True,Every claim is either directly cited from the retrieved requirements or is careful to note where requirement details are missing or not present.,2234
"How is a suspected GPS spoofing event detected in the inertial filter, handled in navigation fusion, and propagated to security monitoring and logging?",graphrag,2,2-hop,2026-08-16,True,"All claims regarding detection, handling, propagation, and verification are supported directly by the retrieved contexts.",1861
"How is a suspected GPS spoofing event detected in the inertial filter, handled in navigation fusion, and propagated to security monitoring and logging?",agentic-graph,2,2-hop,2026-08-16,True,All claims in the answer are traceable to the retrieved requirements and tables without unstated additions.,1989
"How is a suspected GPS spoofing event detected in the inertial filter, handled in navigation fusion, and propagated to security monitoring and logging?",adaptive,2,2-hop,2026-08-16,True,"All claims are directly supported or carefully limited to information in the retrieved contexts, noting when data is not present.",2110
"During a 50 ms Category Z primary-power interruption, how does the specified essential-bus hold-up provision ensure both the INS and FCC remain continuously operational?",vanilla,2,2-hop,2026-08-16,True,"All claims about requirements IDs, energy amounts, referenced interruptions, and subsystem behaviors are directly supported by the retrieved contexts.",966
"During a 50 ms Category Z primary-power interruption, how does the specified essential-bus hold-up provision ensure both the INS and FCC remain continuously operational?",agentic,2,2-hop,2026-08-16,True,All claims are directly supported by the retrieved contexts; the answer correctly indicates the lack of explicit INS continuity coverage.,1544
"During a 50 ms Category Z primary-power interruption, how does the specified essential-bus hold-up provision ensure both the INS and FCC remain continuously operational?",graphrag,2,2-hop,2026-08-16,True,"All claims, including requirements for hold-up energy, specific LRU responsibilities, and verification test points, are supported by the retrieved contexts.",1673
"During a 50 ms Category Z primary-power interruption, how does the specified essential-bus hold-up provision ensure both the INS and FCC remain continuously operational?",agentic-graph,2,2-hop,2026-08-16,True,"All claims are supported: NAV Fusion continuity (including INS contribution) [NAV-026], FCC uninterrupted operation [FCC-036], EPS essential-bus hold-up ≤ 50 ms [EPS-009], all tied to hold-up energy p",1677
"During a 50 ms Category Z primary-power interruption, how does the specified essential-bus hold-up provision ensure both the INS and FCC remain continuously operational?",adaptive,2,2-hop,2026-08-16,True,"All statements are directly supported by the requirements retrieved, with explicit grounding in PWR-018, FCC-036, INS-035, PWR-013, PWR-035, and FCC-055, and no extraneous details added.",1802
How is end-to-end DAA resolution coupling verified from intruder-profile injection through RA arming to autopilot engagement and correct rate-limited manoeuvre execution timing?,vanilla,2,2-hop,2026-08-16,True,"All claims, steps, and requirements cited are directly supported by the retrieved contexts, with no extraneous or unsupported content.",1303
How is end-to-end DAA resolution coupling verified from intruder-profile injection through RA arming to autopilot engagement and correct rate-limited manoeuvre execution timing?,agentic,2,2-hop,2026-08-16,True,All claims in the answer are supported by the retrieved contexts and do not add unsupported details.,2094
How is end-to-end DAA resolution coupling verified from intruder-profile injection through RA arming to autopilot engagement and correct rate-limited manoeuvre execution timing?,graphrag,2,2-hop,2026-08-16,True,"All factual claims are supported by the referenced requirement contexts, with no extraneous detail or contradictions.",1993
How is end-to-end DAA resolution coupling verified from intruder-profile injection through RA arming to autopilot engagement and correct rate-limited manoeuvre execution timing?,agentic-graph,2,2-hop,2026-08-16,True,"The answer accurately reflects the retrieved contexts, which do not contain DAA or end-to-end coupling requirements, and only discuss FCC timing and command limits.",2398
How is end-to-end DAA resolution coupling verified from intruder-profile injection through RA arming to autopilot engagement and correct rate-limited manoeuvre execution timing?,adaptive,2,2-hop,2026-08-16,True,"The answer correctly states that the retrieved contexts do not contain any DAA, RA arming, or autopilot engagement requirements or verification steps, with references only to supported general FCC and",2004
"If navigation flags spoofed GPS or INS inputs and deweights them, how is the resulting cyber incident prioritized by emergency management and what operator action follows?",vanilla,2,2-hop,2026-08-16,True,All factual claims in the answer are directly supported by the retrieved contexts without contradiction or unsupported details.,920
"If navigation flags spoofed GPS or INS inputs and deweights them, how is the resulting cyber incident prioritized by emergency management and what operator action follows?",agentic,2,2-hop,2026-08-16,True,The answer only includes claims that are explicitly stated in or directly inferred from the provided contexts and correctly notes the absence of emergency management or operator duty requirements.,1081
"If navigation flags spoofed GPS or INS inputs and deweights them, how is the resulting cyber incident prioritized by emergency management and what operator action follows?",graphrag,2,2-hop,2026-08-16,True,"All claims about flagging, notification, EMS prioritization, autonomous action, operator role, and defensive posture are directly supported by the retrieved contexts.",1739
"If navigation flags spoofed GPS or INS inputs and deweights them, how is the resulting cyber incident prioritized by emergency management and what operator action follows?",agentic-graph,2,2-hop,2026-08-16,True,"All claims are grounded in the retrieved contexts, and the answer explicitly notes the absence of requirements for emergency management prioritization or operator action for spoof events.",1348
"If navigation flags spoofed GPS or INS inputs and deweights them, how is the resulting cyber incident prioritized by emergency management and what operator action follows?",adaptive,2,2-hop,2026-08-16,True,"All claims about detection, deweighting, security notification, EMS prioritization, and operator role are directly supported by the provided contexts.",1813
"For maintenance-only external GNSS aiding used to reduce TTFF after storage, what operator authentication must be completed first, and where is it enforced?",vanilla,2,2-hop,2026-08-16,True,"All claims about operator authentication requirements, method, enforcement locations, and associated requirement IDs are directly supported by the retrieved contexts.",847
"For maintenance-only external GNSS aiding used to reduce TTFF after storage, what operator authentication must be completed first, and where is it enforced?",agentic,2,2-hop,2026-08-16,True,All claims are supported: operator authentication per SEC.SEC-015 is required for maintenance-only external aiding and enforcement is implied at the command/interface path per GPS-029; lack of SEC-015,794
"For maintenance-only external GNSS aiding used to reduce TTFF after storage, what operator authentication must be completed first, and where is it enforced?",graphrag,2,2-hop,2026-08-16,True,"All claims regarding operator authentication, its multi-factor nature, and enforcement at specific maintenance interfaces are directly supported by the retrieved contexts.",1562
"For maintenance-only external GNSS aiding used to reduce TTFF after storage, what operator authentication must be completed first, and where is it enforced?",agentic-graph,2,2-hop,2026-08-16,True,"All claims about authentication, multi-factor, maintenance-only command, and enforcement locations are explicitly supported by the retrieved contexts.",962
"For maintenance-only external GNSS aiding used to reduce TTFF after storage, what operator authentication must be completed first, and where is it enforced?",adaptive,2,2-hop,2026-08-16,True,"All claims are supported: GPS-029 states operator authentication per SEC.SEC-015 is required for maintenance-only aiding, enforced on that command interface, and notes SEC-015 content is not included.",752
"If external GNSS aiding is invoked through maintenance, what authentication and which maintenance interface requirements govern using the APM ground-maintenance port?",vanilla,2,2-hop,2026-08-16,True,"All claims are directly supported: authentication via SEC-015 and multi-factor per GCS.GCS-008, APM interface characteristics and access control via APM-029, and GNSS aiding authentication via GPS-029",935
"If external GNSS aiding is invoked through maintenance, what authentication and which maintenance interface requirements govern using the APM ground-maintenance port?",agentic,2,2-hop,2026-08-16,True,"All claims are supported: authentication is governed by ##SEC.SEC-015 as cited, and no interface requirement for the APM port is present in the contexts.",1336
"If external GNSS aiding is invoked through maintenance, what authentication and which maintenance interface requirements govern using the APM ground-maintenance port?",graphrag,2,2-hop,2026-08-16,True,"All claims about authentication (per SEC-015 and GCS-008) and APM maintenance interface (per APM-029) are supported, with the same caveat as stated in the answer regarding the lack of explicit linkage",1612
"If external GNSS aiding is invoked through maintenance, what authentication and which maintenance interface requirements govern using the APM ground-maintenance port?",agentic-graph,2,2-hop,2026-08-16,True,All claims about authentication and lack of detail on the APM ground-maintenance port are supported by the retrieved requirement GPS-029; no unsupported detail is added.,1075
