query,query_type,pipeline,embedder,reranker,repeat,latency_ms,prompt_tokens,completion_tokens,total_tokens,cited_ids,source_ids,n_sources,iter_count,verdict,intent,routed_to,route_reason,citation_precision,citation_recall,citation_f1,retrieval_recall,n_cited,n_gold,hop_count,stratum,is_cross_module
Which data link requirement is ultimately implicated by the flight control requirement that references a security control via an intermediate control requirement?,3+-hop,vanilla,azure,none,2,5461,575,271,846,SEC-014;CDL-004;COMM-018;AUTO-004;COMM-012,SEC-014;CDL-004;COMM-018;AUTO-004;COMM-012,5,0,,,,,0.0,0.0,0.0,0.0,5,4,4,3+-hop,True
Which data link requirement is ultimately implicated by the flight control requirement that references a security control via an intermediate control requirement?,3+-hop,agentic,azure,none,2,19253,6559,491,7050,FCC-011;SEC-010;SEC-003;FCC-031,FCC-007;FCC-004;FCC-011;FCC-001;FCC-018;FCC-019;FCC-006;FCC-031;FCC-038;FCC-032;ADS-004;ADS-017;ADS-021;ADS-020;ADS-016;ADS-001;ADS-003;ADS-023;ADS-026;ADS-019,20,3,continue,semantic,,,0.25,0.25,0.25,0.25,4,4,4,3+-hop,True
Which data link requirement is ultimately implicated by the flight control requirement that references a security control via an intermediate control requirement?,3+-hop,graphrag,azure,none,2,5666,1445,177,1622,SEC-014;CDL-004;COMM-018;AUTO-004;COMM-012;DLNK-003;STR-021;SEC-012;CDL-024;COMM-029;FCC-041;FCC-046;GPS-009;PWR-012;RADAR-009,SEC-014;CDL-004;COMM-018;AUTO-004;COMM-012;DLNK-003;STR-021;SEC-012;CDL-024;COMM-029;FCC-041;FCC-046;GPS-009;PWR-012;RADAR-009,15,0,,,,,0.0,0.0,0.0,0.0,15,4,4,3+-hop,True
Which data link requirement is ultimately implicated by the flight control requirement that references a security control via an intermediate control requirement?,3+-hop,agentic-graph,azure,none,2,22725,7893,555,8448,FCC-031;FCC-011;SEC-010;CDL-030,FCC-004;FCC-007;FCC-011;FCC-001;FCC-019;FCC-018;FCC-031;FCC-C5;FCC-048;FCC-006;CDL-028;SKT1-INS-002;NBC3-NAV-001;GCS-032,14,3,continue,semantic,,,0.5,0.5,0.5,0.25,4,4,4,3+-hop,True
Which data link requirement is ultimately implicated by the flight control requirement that references a security control via an intermediate control requirement?,3+-hop,adaptive,azure,none,2,9922,1445,300,1745,SEC-014;CDL-004;COMM-018;AUTO-004;COMM-012;DLNK-003;STR-021;SEC-012;CDL-024;COMM-029;FCC-041;FCC-046;GPS-009;PWR-012;RADAR-009,SEC-014;CDL-004;COMM-018;AUTO-004;COMM-012;DLNK-003;STR-021;SEC-012;CDL-024;COMM-029;FCC-041;FCC-046;GPS-009;PWR-012;RADAR-009,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,0.0,0.0,0.0,0.0,15,4,4,3+-hop,True
"How does the power management requirement ultimately trace through autonomy and emergency management to the flight data recording obligation, and what end-to-end behavior must be captured?",3+-hop,vanilla,azure,none,2,8182,520,424,944,FDR-001;FDR-015;GCS-010;FCC-012;FDR-002,FDR-001;FDR-015;GCS-010;FCC-012;FDR-002,5,0,,,,,0.0,0.0,0.0,0.0,5,4,3,3+-hop,True
"How does the power management requirement ultimately trace through autonomy and emergency management to the flight data recording obligation, and what end-to-end behavior must be captured?",3+-hop,agentic,azure,none,2,28585,5775,1324,7099,EPS-002;EPS-011;EPS-006;EPS-004;AUTO-022;ICE-017;ICE-008,EPS-001;EPS-002;EPS-006;EPS-004;EPS-011;ADS-014;ADS-004;ADS-001;ADS-005;ADS-017;ICE-015;ICE-001;ICE-017;ICE-008;ICE-012,15,3,continue,semantic,,,0.1429,0.25,0.1818,0.0,7,4,3,3+-hop,True
"How does the power management requirement ultimately trace through autonomy and emergency management to the flight data recording obligation, and what end-to-end behavior must be captured?",3+-hop,graphrag,azure,none,2,13532,1649,712,2361,FDR-001;FDR-015;GCS-010;FCC-012;FDR-002;FDR-008;AUTO-009;EMS-002;AUTO-010;BIT-002;EMS-006;EPS-001;FCC-009;FCC-037;FDR-045,FDR-001;FDR-015;GCS-010;FCC-012;FDR-002;FDR-008;AUTO-009;EMS-002;AUTO-010;BIT-002;EMS-006;EPS-001;FCC-009;FCC-037;FDR-045,15,0,,,,,0.0,0.0,0.0,0.0,15,4,3,3+-hop,True
"How does the power management requirement ultimately trace through autonomy and emergency management to the flight data recording obligation, and what end-to-end behavior must be captured?",3+-hop,agentic-graph,azure,none,2,24111,6465,1001,7466,FCC-009;FCC-010;FCC-012;EMS-010;EMS-020;FDR-008;EPS-002;EPS-004;EPS-006,EPS-001;EPS-002;EPS-006;EPS-004;EPS-003;ADS-004;ADS-001;ADS-014;ADS-005;ADS-021;FCC-009;FCC-010;FCC-012;FCC-030;STR7-FCC-006,15,3,continue,semantic,,,0.0,0.0,0.0,0.0,9,4,3,3+-hop,True
"How does the power management requirement ultimately trace through autonomy and emergency management to the flight data recording obligation, and what end-to-end behavior must be captured?",3+-hop,adaptive,azure,none,2,10513,1649,567,2216,FDR-001;FDR-015;GCS-010;FCC-012;FDR-002;FDR-008;AUTO-009;EMS-002;AUTO-010;BIT-002;EMS-006;EPS-001;FCC-009;FCC-037;FDR-045,FDR-001;FDR-015;GCS-010;FCC-012;FDR-002;FDR-008;AUTO-009;EMS-002;AUTO-010;BIT-002;EMS-006;EPS-001;FCC-009;FCC-037;FDR-045,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,0.0,0.0,0.0,0.0,15,4,3,3+-hop,True
Which GPS requirement is ultimately fulfilled via the security control referenced by the navigation requirement traced from the original GPS requirement?,3+-hop,vanilla,azure,none,2,2788,553,71,624,SEC-028;FDR-022;COMM-018;NAV-028;GPS-023,SEC-028;FDR-022;COMM-018;NAV-028;GPS-023,5,0,,,,,0.6,0.75,0.6667,0.75,5,4,4,3+-hop,False
Which GPS requirement is ultimately fulfilled via the security control referenced by the navigation requirement traced from the original GPS requirement?,3+-hop,agentic,azure,none,2,19971,7901,568,8469,NAV-028;GPS-022;SEC-028,GPS-003;GPS-023;GPS-029;GPS-006;GPS-008;GPS-021;GPS-007;GPS-034;GPS-009;GPS-001;GPS-011;NAV-028;NAV-002;NAV-025;NAV-007;NAV-005;SEC-028;SEC-015;INS-028;INS-009;INS-037;FCC-031;COMM-018,23,3,continue,semantic,,,1.0,0.75,0.8571,0.75,3,4,4,3+-hop,False
Which GPS requirement is ultimately fulfilled via the security control referenced by the navigation requirement traced from the original GPS requirement?,3+-hop,graphrag,azure,none,2,7058,1493,180,1673,SEC-028;FDR-022;COMM-018;NAV-028;GPS-023;GPS-006;GPS-008;GPS-029;CDL-024;COMM-029;EMS-021;EMS-033;GPS-009;GPS-022;INS-028,SEC-028;FDR-022;COMM-018;NAV-028;GPS-023;GPS-006;GPS-008;GPS-029;CDL-024;COMM-029;EMS-021;EMS-033;GPS-009;GPS-022;INS-028,15,0,,,,,0.2667,1.0,0.4211,1.0,15,4,4,3+-hop,False
Which GPS requirement is ultimately fulfilled via the security control referenced by the navigation requirement traced from the original GPS requirement?,3+-hop,agentic-graph,azure,none,2,19559,7650,588,8238,GPS-022;NAV-028;SEC-028;GPS-023,GPS-003;GPS-023;GPS-029;GPS-021;GPS-008;NAV-028;NAV-006;NAV-007;NAV-008;NAV-005;ICE-019;ICE-015;ICE-006;ICE-001;ICE-008,15,3,continue,semantic,,,1.0,1.0,1.0,0.5,4,4,4,3+-hop,False
Which GPS requirement is ultimately fulfilled via the security control referenced by the navigation requirement traced from the original GPS requirement?,3+-hop,adaptive,azure,none,2,3585,1493,102,1595,SEC-028;FDR-022;COMM-018;NAV-028;GPS-023;GPS-006;GPS-008;GPS-029;CDL-024;COMM-029;EMS-021;EMS-033;GPS-009;GPS-022;INS-028,SEC-028;FDR-022;COMM-018;NAV-028;GPS-023;GPS-006;GPS-008;GPS-029;CDL-024;COMM-029;EMS-021;EMS-033;GPS-009;GPS-022;INS-028,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,0.2667,1.0,0.4211,1.0,15,4,4,3+-hop,False
"Which data-link requirement ultimately constrains the security and EMS references inherited by the automatic function, and how does that end-to-end trace propagate across those subsystems?",3+-hop,vanilla,azure,none,2,10435,568,620,1188,CDL-003;SEC-028;BIT-029;DLNK-003;SEC-014,CDL-003;SEC-028;BIT-029;DLNK-003;SEC-014,5,0,,,,,0.0,0.0,0.0,0.0,5,4,4,3+-hop,True
"Which data-link requirement ultimately constrains the security and EMS references inherited by the automatic function, and how does that end-to-end trace propagate across those subsystems?",3+-hop,agentic,azure,none,2,20790,5893,801,6694,FCC-011;SEC-010;FCC-009;EMS-010;FCC-010;EMS-020;NAV-002,ADS-004;ADS-001;ADS-016;ADS-003;ADS-023;FCC-004;FCC-009;FCC-011;FCC-010;FCC-043;NAV-028;NAV-004;NBC3-NAV-001;NAV-C5;NAV-002,15,3,continue,semantic,,,0.1429,0.25,0.1818,0.0,7,4,4,3+-hop,True
"Which data-link requirement ultimately constrains the security and EMS references inherited by the automatic function, and how does that end-to-end trace propagate across those subsystems?",3+-hop,graphrag,azure,none,2,9725,1482,572,2054,CDL-003;SEC-028;BIT-029;DLNK-003;SEC-014;FCC-004;EMS-030;DLNK-015;CDL-028;EMS-019;EMS-021;EMS-033;FCC-011;GPS-022;GPS-023,CDL-003;SEC-028;BIT-029;DLNK-003;SEC-014;FCC-004;EMS-030;DLNK-015;CDL-028;EMS-019;EMS-021;EMS-033;FCC-011;GPS-022;GPS-023,15,0,,,,,0.0,0.0,0.0,0.0,15,4,4,3+-hop,True
"Which data-link requirement ultimately constrains the security and EMS references inherited by the automatic function, and how does that end-to-end trace propagate across those subsystems?",3+-hop,agentic-graph,azure,none,2,20530,5120,772,5892,EMS-011;AUTO-022;SEC-028;EMS-021;DLNK-003;DLNK-C4,SEC-028;FDR-045;EMS-009;DLNK-003;BIT-029;EMS-011;EMS-020;BIT-003;EMS-021;DLNK-C4,10,3,continue,semantic,,,0.0,0.0,0.0,0.25,6,4,4,3+-hop,True
"Which data-link requirement ultimately constrains the security and EMS references inherited by the automatic function, and how does that end-to-end trace propagate across those subsystems?",3+-hop,adaptive,azure,none,2,12135,1482,634,2116,CDL-003;SEC-028;BIT-029;DLNK-003;SEC-014;FCC-004;EMS-030;DLNK-015;CDL-028;EMS-019;EMS-021;EMS-033;FCC-011;GPS-022;GPS-023,CDL-003;SEC-028;BIT-029;DLNK-003;SEC-014;FCC-004;EMS-030;DLNK-015;CDL-028;EMS-019;EMS-021;EMS-033;FCC-011;GPS-022;GPS-023,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,0.0,0.0,0.0,0.0,15,4,4,3+-hop,True
"How does the engine management requirement trace through fuel system behavior to the cockpit indication requirement, and what fuel-related dependency is fed back into that control path?",3+-hop,vanilla,azure,none,2,7561,521,379,900,FUEL-026;FUEL-001;FUEL-002;FUEL-017;FUEL-007,FUEL-026;FUEL-001;FUEL-002;FUEL-017;FUEL-007,5,0,,,,,0.0,0.0,0.0,0.0,5,3,3,3+-hop,True
"How does the engine management requirement trace through fuel system behavior to the cockpit indication requirement, and what fuel-related dependency is fed back into that control path?",3+-hop,agentic,azure,none,2,17131,5674,560,6234,FUEL-006;ICE-002,ICE-008;ICE-015;ICE-020;ICE-009;ICE-002;EPS-004;EPS-015;EPS-024;EPS-006;EPS-002;ADS-014;ADS-026;ADS-019;ADS-016;ADS-004,15,3,continue,semantic,,,0.0,0.0,0.0,0.0,2,3,3,3+-hop,True
"How does the engine management requirement trace through fuel system behavior to the cockpit indication requirement, and what fuel-related dependency is fed back into that control path?",3+-hop,graphrag,azure,none,2,9700,1599,477,2076,FUEL-026;FUEL-001;FUEL-002;FUEL-017;FUEL-007;ENG-014;FUEL-016;HMI-135;ENG-001;FUEL-010;FUEL-013;HMI-210;STR-032;EMS-014;FDR-016,FUEL-026;FUEL-001;FUEL-002;FUEL-017;FUEL-007;ENG-014;FUEL-016;HMI-135;ENG-001;FUEL-010;FUEL-013;HMI-210;STR-032;EMS-014;FDR-016,15,0,,,,,0.2,1.0,0.3333,1.0,15,3,3,3+-hop,True
"How does the engine management requirement trace through fuel system behavior to the cockpit indication requirement, and what fuel-related dependency is fed back into that control path?",3+-hop,agentic-graph,azure,none,2,25918,11696,927,12623,FUEL-026;FUEL-007;FUEL-010;HMI-130;FUEL-009;HMI-132;FUEL-012,ICE-002;ICE-020;ICE-015;ICE-008;ICE-007;EPS-015;EPS-004;EPS-002;EPS-024;EPS-001;FUEL-006;FUEL-014;FUEL-012;FUEL-009;FUEL-004;FUEL-017;FUEL-007;FUEL-010;FUEL-026;FUEL-016;EPS-020,21,3,continue,semantic,,,0.0,0.0,0.0,0.0,7,3,3,3+-hop,True
"How does the engine management requirement trace through fuel system behavior to the cockpit indication requirement, and what fuel-related dependency is fed back into that control path?",3+-hop,adaptive,azure,none,2,9402,1599,526,2125,FUEL-026;FUEL-001;FUEL-002;FUEL-017;FUEL-007;ENG-014;FUEL-016;HMI-135;ENG-001;FUEL-010;FUEL-013;HMI-210;STR-032;EMS-014;FDR-016,FUEL-026;FUEL-001;FUEL-002;FUEL-017;FUEL-007;ENG-014;FUEL-016;HMI-135;ENG-001;FUEL-010;FUEL-013;HMI-210;STR-032;EMS-014;FDR-016,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,0.2,1.0,0.3333,1.0,15,3,3,3+-hop,True
Which flight control computer function is ultimately justified by the GPS requirement through the linked security and built-in test requirements across the chain?,3+-hop,vanilla,azure,none,2,6040,583,228,811,COMM-018;SEC-028;GPS-034;GCS-011;SEC-035,COMM-018;SEC-028;GPS-034;GCS-011;SEC-035,5,0,,,,,0.0,0.0,0.0,0.0,5,4,4,3+-hop,True
Which flight control computer function is ultimately justified by the GPS requirement through the linked security and built-in test requirements across the chain?,3+-hop,agentic,azure,none,2,18740,5690,704,6394,SEC-015;GPS-029;SEC-008;FCC-031,GPS-034;GPS-023;SKT1-GPS-001;NBC3-GPS-002;GPS-029;FCC-031;STR7-FCC-001;FCC-052;SKT1-FCC-001;FCC-009;ICE-019;ICE-008;ICE-016;ICE-013;ICE-003,15,3,continue,semantic,,,0.5,0.5,0.5,0.25,4,4,4,3+-hop,True
Which flight control computer function is ultimately justified by the GPS requirement through the linked security and built-in test requirements across the chain?,3+-hop,graphrag,azure,none,2,7852,1643,283,1926,COMM-018;SEC-028;GPS-034;GCS-011;SEC-035;STR7-NAV-001;FCC-001;FCC-007;AUTO-001;CDL-024;COMM-029;EMS-021;EMS-033;ENG-037;FCC-005,COMM-018;SEC-028;GPS-034;GCS-011;SEC-035;STR7-NAV-001;FCC-001;FCC-007;AUTO-001;CDL-024;COMM-029;EMS-021;EMS-033;ENG-037;FCC-005,15,0,,,,,0.0,0.0,0.0,0.0,15,4,4,3+-hop,True
Which flight control computer function is ultimately justified by the GPS requirement through the linked security and built-in test requirements across the chain?,3+-hop,agentic-graph,azure,none,2,18564,5130,567,5697,SEC-028;EMS-021;SEC-014;SEC-035,SEC-028;COMM-018;STR-022;SEC-014;SEC-035;DLNK-017;STR7-NAV-001;INS-004;NBC3-INS-002;GPS-034,10,3,continue,semantic,,,0.0,0.0,0.0,0.0,4,4,4,3+-hop,True
Which flight control computer function is ultimately justified by the GPS requirement through the linked security and built-in test requirements across the chain?,3+-hop,adaptive,azure,none,2,18606,4716,757,5473,GPS-021;GPS-023;SEC-015;GPS-029;GPS-034;FCC-004;FCC-003;FCC-002;FCC-001,GPS-034;SKT1-GPS-001;GPS-021;GPS-029;GPS-023;STR7-FCC-004;SKT1-FCC-003;NBC3-FCC-002;NBC3-FCC-004;SKT1-FCC-001,10,3,continue,semantic,agentic,"default: agentic ReAct exploration (no specific signal; ids=0, mods=1, trace_kw=False, chain_ind=True, numeric=False)",0.2222,0.5,0.3077,0.25,9,4,4,3+-hop,True
"Which flight control computer requirement, referenced by the command/data link specification and tracing onward to the automation subsystem, governs this end-to-end interface behavior?",3+-hop,vanilla,azure,none,2,5915,676,317,993,ENG-031;FCC-001;CDL-030;SEC-014;CDL-032,ENG-031;FCC-001;CDL-030;SEC-014;CDL-032,5,0,,,,,0.2,0.3333,0.25,0.3333,5,3,3,3+-hop,True
"Which flight control computer requirement, referenced by the command/data link specification and tracing onward to the automation subsystem, governs this end-to-end interface behavior?",3+-hop,agentic,azure,none,2,18428,5218,760,5978,FCC-007;GCS-022;AUTO-001;FCC-038,FCC-001;FCC-004;FCC-C5;FCC-038;FCC-007;ADS-004;ADS-001;ADS-020;ADS-017;ADS-021,10,3,continue,semantic,,,0.0,0.0,0.0,0.0,4,3,3,3+-hop,True
"Which flight control computer requirement, referenced by the command/data link specification and tracing onward to the automation subsystem, governs this end-to-end interface behavior?",3+-hop,graphrag,azure,none,2,5786,2018,268,2286,ENG-031;FCC-001;CDL-030;SEC-014;CDL-032;COMM-024;LDG-025;FCC-038;ALX2-FCC-004;AUTO-006;AUTO-025;AUTO-028;AUTO-033;CDL-035;COMM-023,ENG-031;FCC-001;CDL-030;SEC-014;CDL-032;COMM-024;LDG-025;FCC-038;ALX2-FCC-004;AUTO-006;AUTO-025;AUTO-028;AUTO-033;CDL-035;COMM-023,15,0,,,,,0.1333,0.6667,0.2222,0.6667,15,3,3,3+-hop,True
"Which flight control computer requirement, referenced by the command/data link specification and tracing onward to the automation subsystem, governs this end-to-end interface behavior?",3+-hop,agentic-graph,azure,none,2,22626,8937,666,9603,FCC-031;CDL-030;SEC-008,FCC-047;FCC-004;FCC-013;FCC-001;FCC-002;FCC-046;SKT1-FCC-001;FCC-045;FCC-031;ALX2-FCC-001;BIT-008;FDR-005;BIT-023;STR-021;PWR-008;CDL-028;SKT1-INS-002;NBC3-NAV-001,18,3,continue,semantic,,,0.6667,0.6667,0.6667,0.3333,3,3,3,3+-hop,True
"Which flight control computer requirement, referenced by the command/data link specification and tracing onward to the automation subsystem, governs this end-to-end interface behavior?",3+-hop,adaptive,azure,none,2,6149,2018,221,2239,ENG-031;FCC-001;CDL-030;SEC-014;CDL-032;COMM-024;LDG-025;FCC-038;ALX2-FCC-004;AUTO-006;AUTO-025;AUTO-028;AUTO-033;CDL-035;COMM-023,ENG-031;FCC-001;CDL-030;SEC-014;CDL-032;COMM-024;LDG-025;FCC-038;ALX2-FCC-004;AUTO-006;AUTO-025;AUTO-028;AUTO-033;CDL-035;COMM-023,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,0.1333,0.6667,0.2222,0.6667,15,3,3,3+-hop,True
Which payload requirement is ultimately satisfied by the security control referenced through the flight-control communication link that fulfills the communication requirement?,3+-hop,vanilla,azure,none,2,4896,523,195,718,SEC-014;COMM-018;CDL-003;STR-038;COMM-012,SEC-014;COMM-018;CDL-003;STR-038;COMM-012,5,0,,,,,0.0,0.0,0.0,0.0,5,5,4,3+-hop,True
Which payload requirement is ultimately satisfied by the security control referenced through the flight-control communication link that fulfills the communication requirement?,3+-hop,agentic,azure,none,2,17104,4512,522,5034,CDL-030;PLD-010;FCC-031;SEC-014,CDL-003;COMM-012;CDL-001;CDL-030;COMM-010;CDL-031;COMM-019;SEC-014;FMS-022;COMM-018,10,3,continue,semantic,,,0.5,0.4,0.4444,0.2,4,5,4,3+-hop,True
Which payload requirement is ultimately satisfied by the security control referenced through the flight-control communication link that fulfills the communication requirement?,3+-hop,graphrag,azure,none,2,5322,1875,213,2088,SEC-014;COMM-018;CDL-003;STR-038;COMM-012;PLD-001;CDL-030;CDL-001;AUTO-006;AUTO-033;CDL-024;CDL-035;COMM-002;COMM-023;COMM-029,SEC-014;COMM-018;CDL-003;STR-038;COMM-012;PLD-001;CDL-030;CDL-001;AUTO-006;AUTO-033;CDL-024;CDL-035;COMM-002;COMM-023;COMM-029,15,0,,,,,0.1333,0.4,0.2,0.4,15,5,4,3+-hop,True
Which payload requirement is ultimately satisfied by the security control referenced through the flight-control communication link that fulfills the communication requirement?,3+-hop,agentic-graph,azure,none,2,19942,10182,581,10763,PLD-010;CDL-030;FCC-031;FMS-022;AUTO-006;FUEL-025;ICE-019;LGT-014;SEC-010;SEC-014,CDL-003;COMM-012;CDL-001;CDL-030;COMM-010;CDL-031;COMM-019;SEC-014;FMS-022;COMM-018;AUTO-006;AUTO-033;CDL-035;COMM-023;ENG-021;FCC-031;FUEL-025;GCS-006;ICE-019;LGT-014;PLD-009;PLD-010,22,3,continue,semantic,,,0.2,0.4,0.2667,0.6,10,5,4,3+-hop,True
Which payload requirement is ultimately satisfied by the security control referenced through the flight-control communication link that fulfills the communication requirement?,3+-hop,adaptive,azure,none,2,5561,1875,231,2106,SEC-014;COMM-018;CDL-003;STR-038;COMM-012;PLD-001;CDL-030;CDL-001;AUTO-006;AUTO-033;CDL-024;CDL-035;COMM-002;COMM-023;COMM-029,SEC-014;COMM-018;CDL-003;STR-038;COMM-012;PLD-001;CDL-030;CDL-001;AUTO-006;AUTO-033;CDL-024;CDL-035;COMM-002;COMM-023;COMM-029,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,0.1333,0.4,0.2,0.4,15,5,4,3+-hop,True
Which built-in test requirement ultimately satisfies the security control referenced by the flight data recorder requirement through the flight control computer trace chain?,3+-hop,vanilla,azure,none,2,4347,536,181,717,SEC-035;BIT-040;SEC-014;FMS-041;NBC3-NAV-001,SEC-035;BIT-040;SEC-014;FMS-041;NBC3-NAV-001,5,0,,,,,0.0,0.0,0.0,0.0,5,4,3,3+-hop,True
Which built-in test requirement ultimately satisfies the security control referenced by the flight data recorder requirement through the flight control computer trace chain?,3+-hop,agentic,azure,none,2,17221,5634,558,6192,FDR-008;FCC-012;FCC-004,FCC-001;FCC-004;NBC3-FCC-002;FCC-012;STR7-FCC-003;ADS-004;ADS-005;ADS-016;ADS-001;ADS-017;STR7-FCC-001;FCC-055;FCC-054;FCC-056;FCC-052,15,3,continue,semantic,,,0.0,0.0,0.0,0.0,3,4,3,3+-hop,True
Which built-in test requirement ultimately satisfies the security control referenced by the flight data recorder requirement through the flight control computer trace chain?,3+-hop,graphrag,azure,none,2,6256,1508,239,1747,SEC-035;BIT-040;SEC-014;FMS-041;NBC3-NAV-001;SEC-028;SEC-011;ENG-041;BIT-006;BIT-039;EMS-019;EMS-021;EMS-032;EMS-033;ENG-010,SEC-035;BIT-040;SEC-014;FMS-041;NBC3-NAV-001;SEC-028;SEC-011;ENG-041;BIT-006;BIT-039;EMS-019;EMS-021;EMS-032;EMS-033;ENG-010,15,0,,,,,0.0,0.0,0.0,0.0,15,4,3,3+-hop,True
Which built-in test requirement ultimately satisfies the security control referenced by the flight data recorder requirement through the flight control computer trace chain?,3+-hop,agentic-graph,azure,none,2,19761,6705,483,7188,BIT-040;FDR-015;AUTO-010;FCC-032;SEC-035,SEC-035;FDR-001;BIT-040;NBC3-NAV-001;FDR-015;AUTO-010;FCC-032;HMI-050,8,3,continue,semantic,,,0.0,0.0,0.0,0.0,5,4,3,3+-hop,True
Which built-in test requirement ultimately satisfies the security control referenced by the flight data recorder requirement through the flight control computer trace chain?,3+-hop,adaptive,azure,none,2,6345,1508,241,1749,SEC-035;BIT-040;SEC-014;FMS-041;NBC3-NAV-001;SEC-028;SEC-011;ENG-041;BIT-006;BIT-039;EMS-019;EMS-021;EMS-032;EMS-033;ENG-010,SEC-035;BIT-040;SEC-014;FMS-041;NBC3-NAV-001;SEC-028;SEC-011;ENG-041;BIT-006;BIT-039;EMS-019;EMS-021;EMS-032;EMS-033;ENG-010,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,0.0,0.0,0.0,0.0,15,4,3,3+-hop,True
Which flight data recorder requirement is ultimately referenced by the emergency monitoring requirement cited by the autonomous function verification requirement?,3+-hop,vanilla,azure,none,2,5197,530,252,782,FDR-001;FDR-015;SEC-035;AUTO-009;FDR-060,FDR-001;FDR-015;SEC-035;AUTO-009;FDR-060,5,0,,,,,0.0,0.0,0.0,0.0,5,4,4,3+-hop,True
Which flight data recorder requirement is ultimately referenced by the emergency monitoring requirement cited by the autonomous function verification requirement?,3+-hop,agentic,azure,none,2,17427,4562,573,5135,AUTO-009;EMS-006;SEC-028;EMS-021;FDR-001,SEC-035;EMS-002;EMS-003;FDR-001;SEC-028;AUTO-004;INS-004;FMS-004;GCS-004;AUTO-009,10,3,continue,semantic,,,0.0,0.0,0.0,0.0,5,4,4,3+-hop,True
Which flight data recorder requirement is ultimately referenced by the emergency monitoring requirement cited by the autonomous function verification requirement?,3+-hop,graphrag,azure,none,2,4708,1558,203,1761,FDR-001;FDR-015;SEC-035;AUTO-009;FDR-060;FDR-008;SEC-028;FCC-012;AUTO-010;BIT-002;EMS-006;EMS-021;EMS-033;ENG-037;FCC-009,FDR-001;FDR-015;SEC-035;AUTO-009;FDR-060;FDR-008;SEC-028;FCC-012;AUTO-010;BIT-002;EMS-006;EMS-021;EMS-033;ENG-037;FCC-009,15,0,,,,,0.0,0.0,0.0,0.0,15,4,4,3+-hop,True
Which flight data recorder requirement is ultimately referenced by the emergency monitoring requirement cited by the autonomous function verification requirement?,3+-hop,agentic-graph,azure,none,2,15762,4191,458,4649,SEC-028;EMS-021;FDR-001,SEC-035;EMS-002;EMS-003;FDR-001;SEC-028,5,3,continue,semantic,,,0.0,0.0,0.0,0.0,3,4,4,3+-hop,True
Which flight data recorder requirement is ultimately referenced by the emergency monitoring requirement cited by the autonomous function verification requirement?,3+-hop,adaptive,azure,none,2,5741,1558,218,1776,FDR-001;FDR-015;SEC-035;AUTO-009;FDR-060;FDR-008;SEC-028;FCC-012;AUTO-010;BIT-002;EMS-006;EMS-021;EMS-033;ENG-037;FCC-009,FDR-001;FDR-015;SEC-035;AUTO-009;FDR-060;FDR-008;SEC-028;FCC-012;AUTO-010;BIT-002;EMS-006;EMS-021;EMS-033;ENG-037;FCC-009,15,0,,,graphrag,R4: traceability_kw + no_explicit_id → structural retrieval,0.0,0.0,0.0,0.0,15,4,4,3+-hop,True
"Which flight management function, via its cockpit display interaction, leads to the display verification requirement, and how is that end-to-end traceability established across FMS, HMI, and CDL?",3+-hop,vanilla,azure,none,2,10517,521,620,1141,HMI-009;HMI-037;FMS-022;FMS-041;FMS-003,HMI-009;HMI-037;FMS-022;FMS-041;FMS-003,5,0,,,,,0.4,0.5,0.4444,0.5,5,4,4,3+-hop,True
"Which flight management function, via its cockpit display interaction, leads to the display verification requirement, and how is that end-to-end traceability established across FMS, HMI, and CDL?",3+-hop,agentic,azure,none,2,29712,6510,1322,7832,FMS-003;HMI-009;HMI-037;FMS-022;CDL-030;HMI-004;HMI-005;HMI-220,FMS-003;FMS-022;FMS-010;FMS-001;FMS-035;HMI-220;HMI-001;HMI-009;HMI-004;HMI-020;CDL-032;CDL-006;CDL-031;CDL-001;CDL-030,15,3,continue,semantic,,,0.25,0.5,0.3333,0.25,8,4,4,3+-hop,True
"Which flight management function, via its cockpit display interaction, leads to the display verification requirement, and how is that end-to-end traceability established across FMS, HMI, and CDL?",3+-hop,graphrag,azure,none,2,8474,1473,366,1839,HMI-009;HMI-037;FMS-022;FMS-041;FMS-003;SEC-035;HMI-030;FMS-010;CDL-030;CDL-040;ENG-037;FDR-012;FMS-012;FMS-033;FMS-042,HMI-009;HMI-037;FMS-022;FMS-041;FMS-003;SEC-035;HMI-030;FMS-010;CDL-030;CDL-040;ENG-037;FDR-012;FMS-012;FMS-033;FMS-042,15,0,,,,,0.2,0.75,0.3158,0.75,15,4,4,3+-hop,True
